Iteration,test_preds,estimated_params
11,"[-0.28741083, -0.14783993, 4.1683455, 1.4237862, 1.2527901, -1.2644756, 0.41495267, 0.01436464, -0.16083121, -0.3229817, -0.16501898, 0.03949966, -0.02742547, 0.14233181, -0.21803871, -0.11397137, -0.02278421, 0.08616584, -0.04844609, -0.0380122, -0.04792529]","[2.571556, 1.9868346, 1.8163974, 1.1229656, 3.9591506, 2.7501657, 3.7276535, 4.8523765, 0.6385379, 2.9246325]"
12,"[-0.97543746, 2.5535471, 2.2813778, -2.9283965, 0.39499024, 2.600735, 0.33430186, -0.28251964, -0.0060822, 0.39205265, 0.10742041, 0.15573981, 0.04577282, -0.00791941, -0.22138545, 0.02375897, 0.25685704, 0.01505571, -0.08069868, 0.00904572, -0.05901244]","[4.5084105, 4.710152, 4.685718, 3.658581, 3.574604, 4.5952888, 0.99616295, 2.6179154, 1.4321464, 4.7957006]"
13,"[0.21035352, 1.1789995, -3.3813267, 0.8996671, -2.3988585, -4.113729, -0.15310219, -0.05335756, 0.19381845, 0.02986431, 0.254935, -0.31315964, 0.04516889, -0.00986833, 0.20006791, -0.01716294, -0.27125224, 0.03173304, 0.07153113, 0.05894053, 0.0768257]","[0.47656807, 0.9887777, 0.6699809, 2.386226, 1.5360124, 2.1070912, 4.6914387, 0.4033133, 4.5549426, 1.888582]"
14,"[0.2587202, -1.0896806, -4.273686, -2.8584063, 0.09665807, 0.9667206, 0.03077659, 0.24675706, -0.25223455, 0.41438308, -0.4335529, 0.05048476, -0.1914545, 0.19109967, 0.15285859, -0.11869665, 0.01660196, -0.11473892, 0.0579118, -0.04311221, -0.04441158]","[1.3256898, 3.8155894, 2.3408492, 1.6210593, 2.1470003, 0.794781, 0.20819545, 3.6125112, 2.543504, 3.7185583]"
15,"[-0.9592987, 3.7076097, 2.6352208, 0.5053808, -0.27440515, 0.22678447, -0.31231552, 0.36999655, 0.43901917, -0.33289093, 0.03560011, -0.21645996, 0.12306143, -0.02787427, -0.01641297, 0.05905944, 0.05596191, 0.0469835, 0.12638201, -0.04220894, 0.02388231]","[3.924744, 0.13172017, 3.1184483, 2.3543897, 2.9927092, 3.8105342, 4.2516446, 1.486754, 4.2733355, 0.37827182]"
16,"[-0.52610016, 1.2494453, 0.35223562, -3.2519424, 4.3847404, -2.1846511, -0.00516346, 0.02854694, 0.02101523, 0.318758, 0.1677908, -0.01976867, 0.17942128, 0.01740723, -0.22218311, 0.00883233, -0.10542249, 0.11522602, -0.10450466, -0.18971965, 0.11188295]","[3.2874818, 3.7261035, 1.2696644, 0.16160592, 4.4330893, 4.131883, 1.4824021, 1.5860691, 2.759126, 2.4115286]"
17,"[0.41333583, -1.2147223, -1.5542889, 4.085856, -1.9799628, 1.5636054, 0.54957885, -0.41481268, 0.02498368, -0.14089346, -0.02843076, 0.03556411, -0.3231639, 0.08936792, -0.01325854, 0.13694596, 0.02731135, 0.02173465, -0.06043382, 0.07172555, 0.02485771]","[1.6411221, 2.398618, 4.2227354, 3.8676035, 0.5766313, 1.8814021, 2.8501043, 3.8488398, 0.7601541, 4.1254225]"
18,"[-0.11833176, -1.3188462, 0.37029874, -3.8560832, 1.3094872, 0.01507158, -0.09957445, -0.01258349, 0.01954959, 0.2942949, -0.3604983, 0.18735845, -0.04418935, 0.080989, -0.15778406, -0.18770225, -0.03103266, -0.03549755, 0.0067509, 0.10225491, 0.00916313]","[1.4858395, 4.7839346, 0.88917416, 3.1874638, 4.177613, 2.1061103, 0.442358, 3.2812617, 2.1550052, 1.5708528]"
19,"[-0.85696465, 4.2433124, -0.56250972, 1.0751147, -0.18598914, 0.95751864, 0.13231686, -0.18909907, 0.27191982, -0.091711722, 0.23877159, -0.26878649, 0.0022507422, 0.13075253, 0.2203221, 0.085908398, -0.040584296, 0.0027838573, 0.076705828, -0.065519452, -0.052575819]","[3.6391978, 1.0145375, 3.8658853, 1.633787, 0.73943037, 4.7486253, 3.9903533, 1.0239977, 3.854797, 4.4521646]"
20,"[-0.63473827, 2.1866164, -0.38015413, -0.48933417, 0.56119406, 1.8253975, 0.06521589, -0.20990384, 0.17993858, 0.15135887, 0.1378271, -0.08921735, -0.09357113, -0.13232613, 0.03016538, -0.08815493, 0.02046303, 0.015555, -0.04600897, 0.04973484, -0.02489001]","[4.294477, 2.5226283, 2.2595725, 4.092405, 1.703396, 2.6289244, 1.8303084, 1.959267, 3.0407834, 2.7402964]"
21,"[1.1464984, -5.0238056, 2.33275, 2.7908645, -2.0446265, -2.4254181, -0.4064066, 0.70060146, -0.4515047, -0.11954748, -0.4832795, -0.16146784, -0.13510089, -0.22190785, -0.06725582, -0.08760935, 0.03343257, 0.01232254, -0.15741728, -0.06958915, 0.03049959]","[0.73504764, 1.4951606, 2.6008868, 0.61028516, 3.1456654, 0.52519, 2.5409822, 4.253152, 1.0402448, 0.8270738]"
22,"[-0.46473628, 2.7148545, -0.98121893, -0.6661496, -2.6993551, -0.6400238, -0.02138459, 0.09639617, -0.34012538, 0.24606207, -0.13544606, 0.01529336, 0.00365886, 0.14708951, 0.09913022, 0.17510203, -0.1347971, -0.06504839, -0.06513725, -0.01716712, -0.08605535]","[0.31125307, 3.4106789, 4.3987474, 1.0446234, 2.806747, 1.4129639, 2.4369683, 1.9873068, 3.1730711, 4.030134]"
23,"[0.45880544, -4.4266334, 6.0562139, 2.3099682, 2.7920933, -0.66953588, 0.56114691, -0.5343498, -0.075039588, -0.36378908, -0.0014592074, 0.22973867, 0.29211006, -0.24037302, 0.13834116, -0.30975717, -0.17344704, -0.024792738, 0.09756811, 0.06421259, -0.1026412]","[4.8096204, 1.9958377, 0.40510228, 4.009816, 2.4647493, 4.540188, 3.2959793, 4.7127166, 0.2610237, 1.9479872]"
24,"[1.0312302, -6.1856503, 1.0297803, 2.3097172, 0.80561876, 2.1252866, -0.90388066, -0.47180545, 0.38946411, 0.19426063, -0.32387713, -0.4229973, 0.056913551, -0.071300037, 0.014414882, -0.0017050533, 0.077521466, -0.0078997687, 0.0023070648, -0.042042527, 0.044102482]","[3.0262241, 4.3919644, 3.1197655, 2.1475387, 0.43345284, 3.1166556, 1.2076722, 2.968207, 1.779192, 0.25911912]"
25,"[-0.9974851, 5.0833778, 0.53195369, -0.79512727, -1.2047673, -1.2710072, 0.13327244, 0.60301632, 0.22949177, -0.22851983, 0.1888999, 0.0010055453, 0.15747483, 0.038272165, 0.18026409, 0.018342759, -0.15698656, 0.011888377, 0.037578359, 0.014638793, 0.091622286]","[2.1235375, 0.5738634, 1.5607016, 3.551219, 4.93235, 1.3503716, 4.395488, 0.59843975, 4.9005966, 3.338068]"
26,"[2.5917091, -12.856934, 0.1771339, -0.79255384, 1.4250362, 1.6316195, 0.019818516, 0.23550081, -0.10761278, 0.27783817, 0.00032255426, 0.23887999, -0.18131173, -0.24773997, 0.34083572, -0.14497325, -0.12949786, 0.008506231, -0.06412445, 0.025508877, 0.22872546]","[2.0324965, 3.3345566, 0.48441324, 3.8249283, 1.9710885, 0.64117056, 0.9223457, 0.9203056, 0.66545665, 0.4820584]"
27,"[-1.2423921, 5.6106191, 1.8970973, 1.2279499, -0.27814683, 0.54175216, -0.029666541, 0.063704021, -0.19336709, -0.14950663, 0.037445027, -0.0036381781, 0.05850571, 0.19487616, 0.1019407, 0.085712761, 0.075486578, 0.050471686, 0.079392269, -0.040596966, -0.041518219]","[3.0714786, 2.0579844, 4.9392, 0.2715287, 2.9988654, 2.7974274, 4.701721, 3.389764, 3.5772574, 3.655267]"
28,"[-1.4741194, 5.9860435, 1.9585038, -1.262613, 1.9306628, 0.5217248, -0.07911462, -0.2715047, -0.0455645, 0.10700249, 0.19685972, 0.25309765, 0.26617453, 0.08321533, -0.03424128, -0.15662387, 0.05098971, 0.06752599, -0.04083473, -0.04067895, 0.06436855]","[4.596757, 4.3988724, 1.791316, 2.6080298, 4.499283, 4.875679, 2.1543136, 3.901268, 4.5573955, 4.226568]"
29,"[1.7721906, -3.49901, -4.449985, 3.147969, -9.2071, -5.2721663, 0.02076009, -1.0977118, -0.6654234, 0.6382023, 0.6204361, -0.5607276, 0.04305373, -0.29123646, -0.1535894, -0.24875095, 0.4014096, 0.37374952, 0.18516304, -0.04517475, 0.0530332]","[0.44015166, 0.44324982, 3.797609, 1.3013816, 0.48055834, 2.2763164, 3.4901383, 2.0204945, 1.3863754, 2.4743152]"
30,"[-0.24980998, 2.2825463, -2.9987118, 1.8751585, -1.6494489, 1.408138, -0.22082624, -0.15271482, -0.2017749, 0.1600566, -0.20488186, 0.20087983, -0.09001088, 0.00998329, 0.19615963, 0.06854288, -0.08733181, -0.10037202, -0.0993935, -0.00310565, -0.13164175]","[0.7931119, 4.856, 4.4121265, 2.373552, 1.1602368, 1.2849855, 1.5546746, 4.5406194, 4.0866523, 2.9743576]"
31,"[-0.7092082, 1.5790895, 3.0927045, -0.09256685, 1.5720509, -0.10004114, -0.10591449, 0.08205835, 0.21409401, -0.1469084, 0.04234462, -0.06334199, 0.06265289, -0.10710654, -0.20994341, -0.1520949, -0.04994854, 0.07552456, 0.05266156, 0.03135421, 0.02337512]","[4.290354, 1.3216547, 0.991779, 3.698596, 3.9223988, 3.2098143, 3.0004728, 2.131959, 2.437211, 1.1922823]"
32,"[1.5254817, -9.1590824, -1.444213, -13.212423, 1.8980764, 2.8832221, -0.42051908, -0.54078782, -1.1056476, -1.7148309, -0.010220077, 0.3099671, 0.061634656, 0.44113123, -0.15159804, 0.053782489, 0.048356317, 0.35203546, 0.25771779, -0.22627127, -0.050307132]","[3.733187, 2.6475012, 3.122713, 1.113398, 3.490638, 4.5205708, 0.11823504, 0.76635367, 0.903229, 1.6046442]"
33,"[-0.41456208, 3.128644, -1.6488938, 2.6740892, -1.9927498, 0.16803303, 0.21094196, -0.01575976, -0.07886162, -0.20447697, 0.08778283, 0.11670202, -0.20066637, -0.04185099, 0.17480516, 0.01026733, -0.10996746, -0.0316158, 0.07276799, 0.05177769, -0.08058595]","[1.6255074, 1.6009479, 2.3742151, 4.9856, 1.526572, 1.3064473, 4.1595798, 3.063718, 2.8416982, 4.952037]"
34,"[-0.83752996, 3.4590256, 0.6616461, 0.12091982, -0.4664938, 0.72831696, -0.25724658, -0.11827767, -0.09793847, 0.0296657, -0.14925334, 0.12961559, -0.05035334, 0.01072288, 0.059014, -0.01703319, 0.02316938, -0.06439266, -0.06146379, 0.02653112, -0.02608448]","[1.7042848, 4.066131, 2.7546098, 3.3838854, 2.566988, 2.329243, 1.882956, 4.5905046, 3.8119936, 2.048829]"
35,"[-0.7213613, 2.7403069, 1.1314709, -0.6104909, 0.29712301, -0.56610507, 0.4163566, 0.20415798, 0.4494646, -0.32185483, 0.07292409, -0.09622087, -0.05779004, 0.15854183, -0.05511881, -0.05710668, -0.01709963, 0.00491952, -0.00789316, -0.07355385, 0.02909926]","[3.31316, 0.24587175, 1.9540454, 2.123168, 2.3012843, 4.6246376, 2.6051087, 2.5477247, 2.1317303, 3.9228559]"
36,"[1.4945459, -6.429999, -6.2779593, -5.633218, -0.21001938, 6.0885367, -0.13757545, -1.183092, 0.02965284, -0.7610446, 0.01795, 0.27283835, -0.35373655, -0.20180702, -0.11229547, -0.01148662, 0.22973835, 0.55439544, -0.44583458, -0.0918943, -0.0948526]","[3.9551396, 3.6365871, 3.4336758, 4.7751493, 0.1961394, 2.760033, 0.5140558, 0.2894266, 0.9835373, 3.576222]"
37,"[-0.05396437, 0.05238321, 1.0858259, 1.5158539, 1.7568328, -3.3645816, -0.83266324, 0.5819799, -0.19323167, -0.04345694, -0.45012915, -0.08615746, -0.05592491, -0.11008947, -0.12281927, -0.06931251, -0.08181822, 0.20603791, -0.15672177, 0.06645676, -0.01741884]","[1.2142648, 2.374292, 0.8478671, 0.95962685, 4.636151, 0.43554547, 4.0720572, 2.3583214, 3.0395854, 0.37230983]"
38,"[0.59908867, -3.888777, -0.49333662, -4.159254, 0.71211743, -2.9515834, 0.79374707, 0.1573633, -0.32516435, 0.26966566, -0.22689705, -0.13469596, -0.02255786, 0.24975097, -0.22592923, 0.11517134, -0.16537017, -0.05859781, -0.03287052, -0.04748762, 0.05391065]","[0.5284382, 2.7744863, 1.6683071, 0.42881346, 4.206109, 1.944134, 1.1930953, 1.3901116, 0.37244225, 4.573293]"
39,"[-0.8161915, 3.3998861, 1.3698492, 2.8221781, -0.02949264, 1.5561621, -0.25792566, -0.37784082, 0.13628843, -0.22061604, 0.02803336, -0.1301517, -0.11632532, -0.02440814, 0.08304601, 0.04225576, 0.08558111, 0.06660875, 0.13678502, -0.01176778, -0.00592957]","[4.6047215, 1.7474539, 3.3972776, 4.177961, 0.984187, 3.7735898, 4.4602075, 3.8066127, 3.3054113, 1.4632577]"
40,"[-0.44555777, 1.9846072, -1.1650878, 0.3778444, 4.5487704, -2.9609718, -0.48456523, -0.4285096, 0.17029873, 0.09498794, -0.00985086, 0.25011885, -0.0588511, -0.2422665, 0.08146999, 0.01742628, -0.09163747, -0.03075536, 0.02955447, -0.03555703, -0.00646559]","[2.537399, 4.5775785, 0.23870079, 1.7841529, 1.8750737, 3.7424774, 2.2838495, 3.8456538, 4.8519406, 0.7076647]"
41,"[-0.435574, 1.5801965, 1.5991497, 0.5652409, -1.986211, 0.6481982, 0.41289005, 0.6294892, 0.04299449, -0.16200136, 0.01925277, -0.05171053, -0.2228404, -0.15721986, -0.03492729, 0.1859957, -0.00684608, 0.00288843, 0.04639252, -0.0204281, 0.00469827]","[2.479497, 0.67704266, 4.6229196, 2.9973254, 3.4975939, 0.7352111, 3.3339362, 1.4711196, 1.6341149, 2.7729654]"
42,"[-0.11524005, -0.18331769, 1.4834902, 3.8141115, 1.3934027, -0.2923414, -0.4907831, -0.5790416, -0.14085951, -0.11705252, -0.25735646, -0.26132256, -0.06130565, 0.1135442, -0.08148005, -0.02596847, -0.0610281, 0.0836862, 0.04580115, -0.08041596, -0.05361861]","[2.2601116, 4.5689087, 2.0629463, 1.2566571, 0.6555224, 4.0422616, 4.9952707, 3.7624018, 1.953997, 1.0914643]"
43,"[-0.5451627, 1.866509, -0.77290744, -5.629582, -1.1140876, 1.4612019, 0.11821094, 0.4739793, 0.41788885, -0.01295914, 0.02122713, 0.14411677, 0.05753833, -0.04997546, 0.05385707, 0.02507621, -0.0260269, 0.09420045, 0.0165215, 0.04702021, 0.03445221]","[2.7003765, 0.9451473, 2.666432, 4.8094525, 4.6545587, 1.6259259, 0.7875811, 1.4031237, 3.8542333, 3.175862]"
44,"[-0.7810188, 3.3898587, -0.88732743, 0.65996426, 2.6912751, -0.06413368, 0.16697118, 0.1974749, -0.358956, 0.1555129, 0.25065973, -0.15608911, -0.01563789, -0.00872902, 0.12954023, -0.18372181, -0.03118948, 0.02976204, 0.04027565, 0.08088966, 0.05789753]","[4.539732, 2.9119093, 0.94393736, 2.3074033, 3.109393, 0.92866224, 3.488862, 1.2018826, 2.9696612, 4.7307267]"
45,"[0.039475247, -0.80046415, 2.3007991, 0.22341722, -3.4288926, -0.76252204, 0.080974489, -0.17131442, 0.044411309, -0.11051739, -0.20349522, 0.026702061, -0.12483421, 0.044748895, -0.041273691, 0.065993488, 0.13992471, -0.18245521, -0.087748513, 0.06842424, 0.0031347801]","[0.6663562, 1.7988752, 3.7831059, 3.7508402, 2.247738, 3.4239526, 2.2853508, 3.480335, 1.2835176, 1.817957]"
46,"[-0.6307555, 2.7362146, -0.6760402, -1.2440265, -0.969735, 0.7277942, 0.06563777, -0.27597663, 0.12015139, 0.25598618, 0.23191431, -0.29423726, 0.06932917, 0.04414101, 0.07173274, 0.18354942, -0.18721443, -0.11951538, -0.07534893, 0.04488581, -0.00334132]","[1.2024395, 3.404323, 3.3025973, 2.7976694, 1.3286394, 4.479346, 3.1674075, 0.1087, 3.4378653, 3.50349]"
47,"[2.5131712, -12.4367151, 8.79461002, 1.05121803, 2.47590971, -0.130413115, 0.121581584, 0.217514247, -0.0599525794, 0.102502055, 0.425928622, 0.409129739, 0.660154164, 0.0661101863, 0.832494497, -0.317430258, -0.168007314, 0.00839462131, -0.138163075, -0.144082189, -0.100092866]","[4.045866, 2.2533395, 1.656161, 1.2065936, 3.397659, 2.6058495, 1.4507512, 2.8495827, 0.1897752, 0.56679916]"
48,"[-0.8072915, 2.9175436, 3.0162582, 2.3999236, -0.43191668, 1.7727109, -0.07889178, 0.23777175, -0.6050806, -0.04449848, -0.08837992, 0.24620472, -0.24969608, -0.25215274, -0.01877307, 0.12527934, 0.07268619, -0.00975353, 0.12560223, -0.0275594, 0.06948825]","[3.1539457, 3.948417, 4.441725, 3.9576147, 3.8250473, 0.25904348, 4.181862, 4.7470393, 1.8228134, 2.2936072]"
49,"[1.4215133, -3.4743369, -8.871621, -5.4876056, 3.9345865, -7.1085887, 0.158407, 0.47294223, 0.5699015, 0.04262394, 0.11454633, 0.29424518, -0.11184391, 0.13480985, 0.59850883, 0.8321203, 0.28202704, -0.09019119, 0.6093254, -0.01174482, -0.02580742]","[1.8505267, 0.1067, 0.1048, 0.5793036, 1.0942298, 3.2097697, 0.3553017, 2.148975, 4.998, 4.9573]"
50,"[-0.9140141, 3.2311277, 2.0193448, -2.6315618, -1.3889486, 0.63006747, -0.12927732, 0.22888637, 0.19470179, 0.19701166, 0.12212224, -0.14309688, 0.2731967, 0.03296771, -0.13223079, 0.27070144, -0.08226467, -0.06917986, -0.04613216, 0.05026687, 0.04246946]","[1.3805599, 2.6252518, 4.769032, 1.993518, 4.9573, 3.2156756, 2.7386343, 0.5184607, 3.7664127, 1.3747351]"
51,"[1.6292405, -5.044054, -7.3729773, 5.8364697, 1.849423, 1.1341273, 0.9407621, -0.05185776, 0.30451152, -0.2225402, 0.09152475, 0.22850354, 0.10854751, 0.20939028, -0.42729926, -0.13029131, 0.08821549, -0.0637478, -0.00887413, 0.11328062, 0.04989489]","[3.6157906, 1.5464219, 0.53185064, 3.240544, 0.31183368, 1.0478303, 1.8549377, 2.704143, 0.61412275, 4.293835]"
52,"[-0.6070565, 1.7943118, 2.0493224, 2.7752035, 1.4081229, 0.96499634, -0.06747884, -0.07841474, -0.5494826, 0.01906944, -0.12198493, -0.13974072, -0.11255875, 0.13242207, -0.07883652, -0.03952787, 0.07328369, 0.09648908, 0.07441459, -0.03138657, -0.03630282]","[4.098041, 4.7353635, 3.5114455, 0.550364, 2.4800572, 1.4177821, 3.945874, 4.5253644, 1.4772407, 2.62604]"
53,"[-0.0324100778, 0.0474412143, -1.31779587, -5.14341879, -2.85519743, -0.741104484, -0.237312168, 0.118728064, 0.497210294, 0.0479937978, -0.222036541, 0.17147626, 0.0327729248, 0.171593606, 0.04510919, 0.000856575556, -0.0813179836, 0.034141399, 0.0353409648, 0.0928228498, 0.0683357641]","[0.9127175, 1.1324608, 1.9177545, 4.3217597, 2.7316313, 4.1894007, 0.7251777, 1.8319044, 4.4135156, 0.94436556]"
54,"[-0.6521006, 3.3083405, 1.2660133, 1.0091858, -1.9401151, -1.9418819, -0.03819522, -0.34090376, -0.333047, -0.1228335, -0.13582596, 0.2892893, -0.10497457, 0.12466552, -0.03834447, -0.05107746, -0.06830866, -0.06839593, -0.08226098, 0.03148254, 0.01411826]","[0.1883117, 4.4023514, 1.2026463, 4.697726, 3.3119316, 2.5857763, 4.5905375, 4.4560304, 2.336616, 3.8859074]"
55,"[-0.10155398, 1.0787472, -3.9180813, -0.41971439, 0.24922273, 2.0057056, -0.027919022, 0.70236242, 0.11276028, 0.12645295, 0.030384857, -0.27391988, -0.035081539, -0.13727552, 0.25378236, -0.095078662, 0.014038421, 0.0022028163, -0.035981178, -0.080460906, -0.1434235]","[4.941622, 0.6798421, 4.24952, 0.74212074, 1.7777324, 0.66078395, 1.1188293, 1.7448826, 4.270169, 2.03674]"
56,"[0.49539888, -3.0951276, 0.38877493, 3.078899, 0.33176804, 1.9010969, -0.9539955, -0.18866509, 0.36103594, 0.15971981, -0.16895957, -0.5412952, -0.0465422, -0.23946732, -0.12560773, 0.10596994, -0.0420993, 0.05659132, 0.03688002, 0.0218721, 0.07906618]","[3.0362945, 3.409617, 2.679038, 3.028, 0.90951127, 1.9522058, 3.0713058, 1.0213159, 2.598918, 0.1456]"
57,"[-0.64032626, 1.3217988, 3.816259, -0.8123852, -0.18333009, -0.13393545, 0.44349828, -0.03120381, 0.06546218, -0.14635365, -0.05910611, 0.09599148, 0.03965905, 0.2000536, -0.27774757, 0.02311226, 0.01801766, -0.08015941, -0.02677852, -0.01131677, -0.03336341]","[2.192017, 2.2151618, 2.9770927, 2.0343509, 4.229445, 4.9719515, 2.4149132, 3.3471408, 0.9781889, 3.3820662]"
58,"[0.61303425, -4.8880596, 5.3165121, 0.48210675, -0.0042280331, 0.42498463, -0.72309333, 0.031610005, 0.18844178, -0.013211172, -0.2160165, -0.026816413, 0.17688303, -0.087263353, -0.012867892, -0.056473467, -0.0014051571, -0.051613487, -0.028859407, 0.072598711, -0.073879786]","[2.1304507, 2.8369775, 2.2838683, 2.8205225, 2.9418976, 3.0940547, 1.5200158, 3.635018, 1.3505061, 0.39695746]"
59,"[-0.08663088, 2.2927313, -4.421122, 2.4494212, -0.538726, 1.5296075, 0.08792999, 0.89379764, -0.31483665, 0.10218537, 0.12377848, 0.06838842, 0.00577539, -0.383214, 0.25176266, -0.03775964, -0.23925456, -0.08347968, 0.08393984, -0.11061263, -0.20991796]","[2.9393184, 1.5957371, 3.182479, 1.7585876, 2.0513172, 0.1134, 2.9928784, 1.0783695, 4.569573, 3.1006534]"
60,"[0.5234983, -2.1006134, -6.8488994, -5.0286465, 1.9743427, 3.7868061, -0.19933075, -0.65545201, 0.14160678, 0.12869199, -0.17588857, 0.29708481, -0.16849463, -0.06170661, 0.2324504, -0.42524773, 0.18796599, -0.031466998, 0.17097975, 0.013107952, 0.0055710082]","[4.9783, 4.8151, 1.0630425, 4.4897513, 0.6517315, 2.195915, 0.17642431, 1.4057274, 3.835695, 3.5559778]"
61,"[0.35510865, -1.3333824, 4.63433, 0.6790971, -5.664248, -4.0012302, 0.17615646, -0.4724055, -0.48880228, -0.07877033, 0.06724572, 0.02500661, 0.18657073, -0.05033504, -0.19884941, -0.20464915, 0.38652104, -0.21064475, 0.01134475, -0.06029694, 0.01955586]","[0.1836274, 1.3954228, 3.8247895, 1.1812997, 4.333555, 4.5955753, 4.5286803, 3.8202217, 0.7314923, 1.9863863]"
62,"[-0.63894206, 1.858252, 0.62794685, -3.6322649, -0.47547078, 0.18838799, -0.03787327, 0.05080681, -0.0344313, 0.30664763, -0.18129873, 0.03590402, 0.1270532, 0.26328462, -0.11112412, 0.09492329, -0.0376625, -0.09284263, -0.08317105, -0.0568576, 0.00864161]","[1.0160607, 4.1895294, 3.672404, 0.9603348, 3.9656453, 3.6233232, 0.98481965, 2.3774962, 2.8108993, 2.7744186]"
63,"[1.359824, -5.909373, 2.6930308, 6.656754, -0.5681349, 0.9643395, -0.24715668, 0.19143641, 0.05125398, -0.5481264, -0.09596221, -0.08213012, -0.13761497, -0.28687245, 0.23542508, -0.0413713, 0.06012147, 0.11974066, 0.06351678, -0.04204014, 0.20835441]","[4.3881044, 0.4182611, 1.6330088, 4.5717745, 1.207198, 0.9075332, 4.6553, 4.9997, 0.78768164, 0.80592424]"
