Iteration,test_preds,estimated_params
11,"[-0.29030105, -0.065230645, 4.153305, 1.4455174, 1.2249417, -1.2570034, 0.41224685, 0.017042492, -0.17743455, -0.31566483, -0.16236156, 0.028572379, -0.016583009, 0.11889393, -0.22266795, -0.12568009, -0.02239428, 0.075534105, -0.05518527, -0.036558688, -0.051169362]","[2.6082437, 1.9431688, 1.8151263, 1.1028459, 3.9021566, 2.8350754, 3.7077203, 4.7625217, 0.62916654, 2.9097297]"
12,"[-0.97564846, 2.5020468, 2.3280628, -2.9075713, 0.36091846, 2.583676, 0.3221126, -0.2754902, -0.011476728, 0.39020857, 0.09794166, 0.15414889, 0.044723377, -0.013316235, -0.22157313, 0.029487478, 0.2630375, 0.04583701, -0.10654049, 0.0072133592, -0.046458635]","[4.522028, 4.776045, 4.551185, 3.824877, 3.5981731, 4.5544157, 1.0183966, 2.53591, 1.4332317, 4.935697]"
13,"[0.2337513, 1.0948069, -3.5200846, 0.8429609, -2.4345686, -4.195511, -0.15403713, -0.020558208, 0.12962109, 0.027919048, 0.20136772, -0.28508103, 0.031222152, 0.021334253, 0.20480528, 0.0070003313, -0.28184268, 0.0055213915, 0.08345267, 0.07650599, 0.064385034]","[0.52049416, 0.96147966, 0.62107104, 2.5668387, 1.472607, 2.2505515, 4.9395, 0.2394025, 4.67575, 1.7327943]"
14,"[0.25392753, -1.1373066, -4.256992, -2.9217339, 0.09919813, 0.9459975, 0.044047516, 0.2393515, -0.24695109, 0.39886513, -0.4411847, 0.08924137, -0.18123403, 0.18687297, 0.15003285, -0.11275568, -0.010151739, -0.10689003, 0.09888619, -0.036776036, -0.064060695]","[1.3373781, 3.8235934, 2.5253134, 1.438765, 2.1095357, 0.81084573, 0.2180692, 3.5486774, 2.5977237, 3.6708133]"
15,"[-0.9605771, 3.7053227, 2.6260376, 0.531552, -0.28303292, 0.2044248, -0.32685322, 0.3763697, 0.44533378, -0.3277091, 0.01673506, -0.23468593, 0.13247894, -0.04956217, -0.028047549, 0.03657051, 0.065867536, 0.06296698, 0.121781364, -0.051535096, 0.02513807]","[3.9357507, 0.13616073, 3.136887, 2.3758302, 2.9595973, 3.9041288, 4.223414, 1.4887425, 4.1932034, 0.45632464]"
16,"[-0.53851813, 1.2117105, 0.3101198, -3.2830484, 4.466524, -2.2882745, -0.028544948, 0.021824347, 0.027898002, 0.3343918, 0.13074432, 0.0021529286, 0.18717147, 0.016622342, -0.20434172, 0.029121976, -0.12490174, 0.09653831, -0.05448471, -0.21372834, 0.121687405]","[3.4163558, 3.575258, 1.2920302, 0.17337506, 4.4505315, 4.063911, 1.5198622, 1.5383518, 2.6745205, 2.5328672]"
17,"[0.41099232, -1.1883463, -1.5426168, 4.079049, -1.9829651, 1.5666718, 0.54252124, -0.41461867, 0.00032105955, -0.14516288, -0.009709873, 0.04286168, -0.320424, 0.07755455, 0.00073756854, 0.14324057, 0.019615822, 0.016657254, -0.07765157, 0.043097254, 0.021699347]","[1.6614544, 2.3380296, 4.191979, 3.8995273, 0.56138074, 1.9183939, 2.8294008, 3.8670442, 0.75572914, 4.135932]"
18,"[-0.11639816, -1.3127193, 0.42320403, -3.8141854, 1.2897518, -0.011962222, -0.095796265, -0.02187532, 0.025569005, 0.3169647, -0.37693167, 0.22187583, -0.0706087, 0.06945877, -0.13438174, -0.1783694, -0.030737353, -0.032337144, -0.0050705145, 0.09160253, 0.008353054]","[1.5593268, 4.646922, 0.95665133, 3.0159993, 4.1164947, 2.144808, 0.46776387, 3.1211183, 2.175837, 1.5547864]"
19,"[-0.8595498, 4.239789, -0.60229576, 1.1477481, -0.16519839, 0.90714806, 0.14090401, -0.18137461, 0.2735624, -0.093852594, 0.23393081, -0.27434266, 0.014226966, 0.13472597, 0.20829661, 0.07286213, -0.038829215, -0.010033015, 0.071712546, -0.07071337, -0.062266577]","[3.6482122, 1.0206773, 3.9226184, 1.6900746, 0.72759664, 4.8700256, 3.9213912, 1.0566732, 3.885934, 4.375346]"
20,"[-0.6289376, 2.1916451, -0.40126923, -0.45362234, 0.58588475, 1.8030722, 0.061108984, -0.18015791, 0.15929313, 0.14450045, 0.13589051, -0.08835947, -0.092260405, -0.12972838, 0.03003907, -0.08536198, 0.030904433, -0.00918519, -0.045079693, 0.033943612, -0.024911761]","[4.2629294, 2.5465097, 2.1887665, 4.3127613, 1.6476619, 2.7705317, 1.8426732, 1.9010664, 3.0546124, 2.7228796]"
21,"[1.1925064, -5.078859, 2.2062912, 2.7318106, -2.1951425, -2.4366586, -0.40929648, 0.61478543, -0.460538, -0.08712443, -0.4925283, -0.14515662, -0.10824024, -0.23455441, -0.089909494, -0.13396834, 0.042066563, 0.020498032, -0.176716, -0.093428716, 0.012311899]","[0.8235342, 1.3850032, 2.5453284, 0.61706257, 3.2780383, 0.4491313, 2.7795765, 3.8623538, 1.058827, 0.8003449]"
22,"[-0.4462585, 2.6184604, -1.0612906, -0.69569033, -2.8685164, -0.69418675, -0.00886703, 0.082831085, -0.34123826, 0.27382788, -0.12133855, 0.024874458, -0.007357457, 0.15434943, 0.09177535, 0.17557792, -0.14236562, -0.057259344, -0.057051245, -0.019109776, -0.06864804]","[0.35202485, 3.3452232, 4.42165, 0.93153536, 2.8393283, 1.4125824, 2.3984306, 2.094557, 3.2451253, 3.9253504]"
23,"[0.44697848, -4.460334, 6.0913777, 2.2679062, 2.8290272, -0.7024496, 0.5660901, -0.52224714, -0.054241933, -0.34855685, -0.010532481, 0.23854697, 0.2779402, -0.28285268, 0.119732775, -0.32080206, -0.1584588, -0.020943424, 0.10424811, 0.08565872, -0.1209307]","[4.700559, 2.1495123, 0.37085104, 4.2018147, 2.4333117, 4.5660987, 3.3886154, 4.6372957, 0.2639453, 1.9573846]"
24,"[1.00432, -6.149993, 1.0303395, 2.3489456, 0.6945898, 2.193889, -0.9447295, -0.47280422, 0.39538863, 0.20431985, -0.27114326, -0.38155812, 0.027570624, -0.043094777, 0.004934223, -0.008152459, 0.08034576, 0.0014042339, -0.020158086, -0.05515912, 0.006189366]","[3.1086, 4.30166, 3.0562336, 2.0523603, 0.4266841, 3.1629636, 1.1991055, 2.968685, 1.756793, 0.27403358]"
25,"[-1.0121315, 5.083089, 0.5519585, -0.79850376, -1.0576541, -1.2259154, 0.17047733, 0.620522, 0.2715455, -0.21079929, 0.19677234, 0.016274193, 0.14030479, 0.021388087, 0.18210916, 0.004881417, -0.15085791, 0.018143546, 0.052073814, 0.01848155, 0.102790155]","[2.0621786, 0.60237557, 1.8067633, 3.0275435, 4.8490324, 1.4223341, 4.288451, 0.71445674, 4.895739, 3.3186247]"
26,"[2.702033, -13.1440325, 0.40401638, -0.972777, 1.414702, 1.6313866, -0.06692114, 0.23356795, -0.13434702, 0.25338754, 0.11823163, 0.22406723, -0.21968628, -0.14696132, 0.42003998, -0.20723487, -0.024829973, 0.021570377, -0.105755605, 0.00020308164, 0.25058928]","[2.024317, 3.3478827, 0.42507973, 4.06732, 1.9980879, 0.5677937, 0.9223109, 0.96531403, 0.6563588, 0.5318386]"
27,"[-1.2512964, 5.623197, 1.9250965, 1.2310925, -0.3252593, 0.56477433, -0.020773731, 0.06359935, -0.18959525, -0.14506105, 0.021595338, 0.008659618, 0.05859893, 0.18131591, 0.07569522, 0.07978774, 0.07917635, 0.054446403, 0.08804325, -0.04327239, -0.034330502]","[3.0972464, 2.0428424, 4.827168, 0.28954497, 2.9440236, 2.8708808, 4.7317066, 3.2861266, 3.6072521, 3.6195939]"
28,"[-1.472252, 5.9798665, 1.9436047, -1.2817144, 1.8672823, 0.5015744, -0.071818255, -0.26379576, -0.069985166, 0.13334927, 0.22224946, 0.24863148, 0.2760623, 0.08137297, -0.027061837, -0.15178524, 0.04726958, 0.08566262, -0.04257017, -0.03848015, 0.0677591]","[4.940225, 4.114868, 1.7702284, 2.6083448, 4.4460564, 4.9925, 1.9640461, 4.410018, 4.6038923, 4.1038804]"
29,"[1.6117564, -3.320315, -4.190805, 3.1110096, -8.349356, -4.7191725, 0.10159421, -0.9076586, -0.47095433, 0.41938138, 0.47656003, -0.57582176, -0.014887556, -0.13445419, -0.13054237, -0.18280956, 0.35060707, 0.22775134, 0.117108606, 0.01266736, 0.06338894]","[0.31467816, 0.51453876, 3.4399858, 1.7708834, 0.5420021, 2.117289, 3.7860854, 1.7971463, 1.4486415, 2.3998308]"
30,"[-0.23910359, 2.2054327, -3.0742984, 1.9153134, -1.6324362, 1.412527, -0.2240214, -0.18837196, -0.21370837, 0.18185236, -0.19999872, 0.18258438, -0.10220571, 0.011467271, 0.1864055, 0.08573045, -0.09427549, -0.07919625, -0.10953483, -0.021844834, -0.12078122]","[0.777848, 4.8247027, 4.3999295, 2.43768, 1.2294239, 1.2320039, 1.5606663, 4.536592, 4.131104, 2.9604328]"
31,"[-0.6967986, 1.5639284, 3.0822568, -0.12898369, 1.5885285, -0.096594095, -0.11003392, 0.084513895, 0.20688812, -0.12287786, 0.039425988, -0.06423387, 0.057343483, -0.11173908, -0.20209908, -0.15265998, -0.029708872, 0.066106, 0.06437325, 0.024601795, 0.020498367]","[4.297568, 1.2652851, 1.0007429, 3.6986241, 3.884334, 3.27934, 3.011499, 2.1719575, 2.4277627, 1.2030175]"
32,"[1.4236281, -8.826508, -1.085732, -12.533452, 1.6866211, 2.8258297, -0.30982944, -0.49724013, -0.86900747, -1.268062, -0.081038065, 0.34813076, 0.0143593345, 0.36675873, -0.16375259, 0.015496369, 0.112652645, 0.33773813, 0.29556757, -0.19793248, -0.104075186]","[3.8421926, 2.4847586, 3.0201583, 1.0745015, 3.6631038, 4.3133373, 0.115569256, 0.66840833, 0.94108534, 1.556998]"
33,"[-0.4165534, 3.1385336, -1.6882792, 2.683407, -1.9716522, 0.24496603, 0.21417972, 0.006507717, -0.07703168, -0.20112441, 0.08886758, 0.134979, -0.20051922, -0.041751124, 0.18800871, 0.024138931, -0.11669687, -0.039890893, 0.044980366, 0.044859122, -0.059976894]","[1.5851538, 1.5888844, 2.3229632, 4.9856, 1.5148277, 1.3559903, 4.2564116, 2.9589155, 2.8204324, 4.9512906]"
34,"[-0.8401835, 3.4587436, 0.63158464, 0.10189485, -0.47937906, 0.73078024, -0.25932267, -0.10894609, -0.108064175, 0.022774976, -0.14605264, 0.12922697, -0.04553419, 0.009650494, 0.05899612, -0.0056062317, 0.008572463, -0.066110685, -0.07215555, 0.028734507, -0.032516163]","[1.7418733, 4.014949, 2.7640731, 3.362331, 2.5334544, 2.4023147, 1.8674941, 4.6811, 3.7917209, 2.0515494]"
35,"[-0.7062115, 2.7316124, 1.1053728, -0.5680129, 0.2669728, -0.5762455, 0.4244457, 0.20228475, 0.4554991, -0.341319, 0.06988972, -0.09416443, -0.071096204, 0.15765172, -0.054530546, -0.0638553, -0.02450793, -0.014621713, -0.013688261, -0.07041658, 0.023142632]","[3.3165638, 0.2738481, 1.9757793, 2.0720422, 2.3367214, 4.6363316, 2.6388333, 2.4337838, 2.1557918, 3.8565063]"
36,"[1.5536693, -6.722431, -6.6040926, -5.7300134, -0.093938164, 6.046372, -0.15132986, -1.1977313, -0.06684213, -0.99331474, 0.15529317, 0.27039263, -0.2971659, -0.22489361, -0.14877668, -0.016531983, 0.28668025, 0.47482416, -0.5568992, -0.024934528, -0.073590815]","[4.0165906, 3.727755, 3.973852, 4.6742673, 0.21117526, 2.7103407, 0.46784577, 0.36595836, 1.1405946, 3.1788123]"
37,"[-0.04538195, 0.0011978947, 1.0006965, 1.4945667, 1.7237921, -3.366187, -0.8170067, 0.6015569, -0.22236583, -0.0399859, -0.44303712, -0.12433369, -0.027743096, -0.06275793, -0.1271631, -0.117786124, -0.08548009, 0.24225412, -0.19211105, 0.1138488, -0.010685375]","[1.2243873, 2.3778186, 0.72908574, 1.16901, 4.6954055, 0.44414997, 4.2177095, 2.3245335, 3.0881615, 0.33234838]"
38,"[0.5605038, -3.7347062, -0.39523688, -4.028633, 0.62165016, -2.9244387, 0.80614835, 0.16527443, -0.307063, 0.30980104, -0.24122187, -0.14430845, -0.023749884, 0.3037113, -0.24689524, 0.09748731, -0.21228659, 0.009421794, -0.038253848, -0.055288453, 0.037378307]","[0.49556434, 2.8676555, 1.4185253, 0.6529893, 4.3797, 1.7926424, 1.2941837, 1.1784766, 0.39530364, 4.4045177]"
39,"[-0.8302869, 3.3824742, 1.3557757, 2.8590963, -0.054056644, 1.5856274, -0.26953608, -0.3810167, 0.12956865, -0.22237523, 0.032481257, -0.119736224, -0.10668154, -0.017399538, 0.08931752, 0.03869708, 0.07341057, 0.07469005, 0.13260673, -0.008337664, -0.011765118]","[4.62096, 1.7027197, 3.3127735, 4.245449, 0.9931201, 3.7961073, 4.5271497, 3.6345158, 3.2915041, 1.4844202]"
40,"[-0.45351627, 1.9702281, -1.1416216, 0.31052288, 4.588519, -2.9332204, -0.48475462, -0.45436957, 0.18733822, 0.08767803, -0.032036025, 0.28546798, -0.053911358, -0.26047358, 0.07163475, 0.06319626, -0.089395635, -0.07808533, 0.04297112, -0.010810582, -0.015260803]","[2.5702899, 4.3646, 0.29364383, 1.568621, 1.8456749, 3.7087002, 2.3373268, 3.782184, 4.791309, 0.76639855]"
41,"[-0.43078193, 1.5482295, 1.5780838, 0.52656025, -2.0085473, 0.6147851, 0.42784497, 0.6681297, 0.045671266, -0.15961224, 0.024721105, -0.056833502, -0.22798719, -0.18025814, -0.021298604, 0.18179111, 0.018912084, -0.014443867, 0.05285874, -0.031191276, 0.021921787]","[2.4551547, 0.7473906, 4.6239586, 3.0637343, 3.4268596, 0.8105832, 3.3856409, 1.4432707, 1.6453626, 2.7628849]"
42,"[-0.10004627, -0.24557206, 1.463052, 3.823765, 1.3859464, -0.24281943, -0.49263546, -0.5954777, -0.12552863, -0.12923047, -0.257496, -0.28505653, -0.052865736, 0.14049345, -0.08791364, 0.0020083482, -0.07096748, 0.059960485, 0.071058586, -0.0758331, -0.06182094]","[2.2335227, 4.576628, 1.97818, 1.3307339, 0.74138725, 3.814969, 4.94335, 4.071875, 1.9577802, 1.1083229]"
43,"[-0.5300479, 1.8303239, -0.8308297, -5.7202644, -1.1883454, 1.4020352, 0.120900914, 0.46803766, 0.38679233, 0.001378902, 0.024861133, 0.13751064, 0.082857326, -0.028280752, 0.058492865, 0.040472113, -0.031961482, 0.11323279, 0.08039624, 0.08054658, 0.036967978]","[2.8454683, 0.87427497, 2.6027079, 4.962191, 4.6034775, 1.6506912, 0.78765917, 1.4235135, 3.8863726, 3.0780256]"
44,"[-0.78811675, 3.4060726, -0.87563664, 0.64337313, 2.6624327, -0.05098669, 0.16032098, 0.19816516, -0.35184819, 0.13781312, 0.23492949, -0.14402905, -0.014952664, -0.021908768, 0.122326955, -0.1934515, -0.0435887, 0.030009484, 0.04333119, 0.06686027, 0.0697285]","[4.5317597, 3.0064325, 0.9703889, 2.2035563, 3.0845954, 0.9431954, 3.533132, 1.140096, 2.9175768, 4.839488]"
45,"[0.055641152, -0.9306762, 2.3776574, 0.24912576, -3.4551046, -0.80533457, 0.07633985, -0.153148, 0.02306189, -0.13614073, -0.20548071, 0.012366552, -0.11004274, 0.059550017, -0.03491061, 0.075764924, 0.14198604, -0.18152517, -0.09106801, 0.075493306, 0.011408965]","[0.6711949, 1.8207573, 3.589886, 4.150723, 2.2396646, 3.4269154, 2.256423, 3.5284398, 1.3248452, 1.8434807]"
46,"[-0.6285225, 2.7209935, -0.6798765, -1.2061574, -0.93728316, 0.72830266, 0.07117177, -0.27237105, 0.14018516, 0.25113624, 0.2126764, -0.2976867, 0.05844146, 0.044433612, 0.043331522, 0.17095962, -0.18389, -0.12656757, -0.060421504, 0.046365637, -0.008032165]","[1.1427726, 3.518244, 3.341742, 2.7800763, 1.3643851, 4.426602, 3.1561503, 0.1087, 3.4685597, 3.4784124]"
47,"[2.63579, -12.668518, 8.958646, 1.1452438, 2.4509385, -0.0554959, 0.047438394, 0.2408655, -0.057820603, 0.14845838, 0.50872654, 0.3850842, 0.613438, 0.15693831, 0.8444987, -0.31993824, -0.14418098, 0.021618152, -0.13276118, -0.13872194, -0.12106669]","[3.9910464, 2.238014, 1.4584125, 1.4031384, 3.5017726, 2.5511847, 1.3874489, 3.0056372, 0.18708718, 0.60302454]"
48,"[-0.8083395, 2.9129338, 3.0063999, 2.3506727, -0.45925757, 1.7861087, -0.08435141, 0.24369982, -0.6076493, -0.0568971, -0.077654734, 0.25575796, -0.23167735, -0.26094687, -0.036920447, 0.1234639, 0.057883848, -0.037320215, 0.13040848, -0.02003309, 0.06722368]","[3.1823947, 3.9606037, 4.4095745, 3.926511, 3.7949178, 0.27674335, 4.2531657, 4.6776686, 1.8171866, 2.2910197]"
49,"[1.3828139, -3.2155004, -9.121465, -5.504386, 4.547422, -7.7564354, 0.09523308, 0.4281576, 0.76934296, 0.07349482, 0.21058552, 0.5676876, -0.21044743, -0.23576944, 0.6962911, 1.1324962, 0.53262484, -0.31090614, 0.5903055, -0.06094273, -0.02509633]","[1.8114997, 0.1067, 0.35126504, 0.35315746, 1.0956575, 3.0659077, 0.27227017, 2.3726897, 4.568638, 4.7328215]"
50,"[-0.9156971, 3.2037504, 2.0381045, -2.6348119, -1.4140455, 0.58479357, -0.12665233, 0.24622287, 0.19368917, 0.2317712, 0.11611649, -0.14118826, 0.27353698, 0.03871567, -0.13431789, 0.26602966, -0.0848864, -0.04201133, -0.035242792, 0.05081881, 0.03133101]","[1.4317583, 2.5744264, 4.8685975, 1.9091122, 4.810783, 3.4172366, 2.6987796, 0.5357566, 3.7707975, 1.4101387]"
51,"[1.617167, -4.976932, -7.119616, 5.6511025, 1.7765102, 1.1157826, 0.9030786, -0.088863246, 0.33951855, -0.21988223, 0.108528055, 0.22155757, 0.118893206, 0.17675705, -0.42956755, -0.14310564, 0.11009498, -0.046469126, -0.027472511, 0.12503019, 0.079510175]","[3.5783985, 1.5945638, 0.59055203, 3.0211654, 0.29851058, 1.0651778, 1.8373139, 2.8103173, 0.565939, 4.5086985]"
52,"[-0.6126246, 1.8181057, 2.0288749, 2.7756763, 1.3979543, 0.9785565, -0.05637591, -0.0528583, -0.55262023, 0.030797748, -0.1210713, -0.1496566, -0.11321716, 0.10985688, -0.078871824, -0.043429248, 0.06299835, 0.094501376, 0.07469336, -0.04037171, -0.015574804]","[4.0593467, 4.79655, 3.520646, 0.5359492, 2.4195879, 1.5086701, 3.9231224, 4.6143456, 1.4718436, 2.6202369]"
53,"[-0.012367357, -0.058368262, -1.4153707, -5.205179, -3.0113811, -0.86499625, -0.24288553, 0.09338549, 0.4679385, 0.09553849, -0.20513411, 0.16760214, 0.051661395, 0.16102633, 0.04037172, -0.0028032179, -0.06932988, 0.06767338, 0.05501379, 0.14029315, 0.058776967]","[1.013225, 1.0976341, 2.0299973, 4.163734, 2.7208843, 4.2233715, 0.66155124, 2.0160196, 4.42419, 0.9383661]"
54,"[-0.67449737, 3.3563926, 1.2434138, 1.0020255, -2.009681, -1.9399507, -0.03212321, -0.35179973, -0.36093262, -0.08356756, -0.117048614, 0.3072228, -0.10952792, 0.101613864, -0.041294485, -0.05347165, -0.074972674, -0.08531856, -0.09351899, 0.02790133, 0.0036551794]","[0.22641711, 4.1487036, 1.262313, 4.4025965, 3.2397568, 2.696924, 4.5748305, 4.3698745, 2.3513205, 3.7497277]"
55,"[-0.10111613, 1.0002261, -3.9277978, -0.43499428, 0.25932375, 2.0275512, -0.06777916, 0.6894924, 0.11554442, 0.120975055, 0.023928944, -0.2660502, -0.02280427, -0.14528713, 0.2369273, -0.09870062, 0.03953887, 0.015209755, -0.01596642, -0.09796921, -0.15135625]","[4.8830366, 0.69115376, 4.2597966, 0.73281914, 1.7936758, 0.6516292, 1.1643599, 1.6888003, 4.1647096, 2.2908428]"
56,"[0.49086466, -3.0934317, 0.46455866, 3.0782542, 0.28882122, 1.940527, -0.9441136, -0.18884066, 0.3343665, 0.14912708, -0.14896369, -0.5162546, -0.027287766, -0.2549115, -0.08702073, 0.07841214, -0.029840084, 0.046716318, 0.020117717, 0.015585454, 0.051787436]","[3.0539222, 3.3616, 2.6699467, 2.9285705, 0.87644196, 1.9986992, 3.0856373, 0.9659603, 2.6176682, 0.1456]"
57,"[-0.65894413, 1.3631926, 3.887397, -0.81276095, -0.17323452, -0.10027411, 0.44794795, -0.030687427, 0.04898182, -0.16014548, -0.055811066, 0.08041909, 0.043857176, 0.2099192, -0.27587, 0.027519241, 0.017614905, -0.07838581, -0.012671982, -0.004315161, -0.03324726]","[2.1555252, 2.2238507, 2.7712028, 2.3007522, 4.216046, 4.8334384, 2.3894026, 3.378235, 0.99743295, 3.346992]"
58,"[0.5997841, -4.946292, 5.355006, 0.45489118, -0.00995849, 0.41326758, -0.75413543, 0.060227793, 0.18717976, -0.007897353, -0.20653665, -0.026716152, 0.16777974, -0.08467136, -0.0022457528, -0.08347516, -0.011079392, -0.072213754, -0.022642132, 0.06079622, -0.09994953]","[2.1063423, 2.8885837, 2.1631973, 3.0387797, 2.9582045, 3.0281112, 1.5754753, 3.5486412, 1.3376791, 0.41424516]"
59,"[-0.11558795, 2.3159473, -4.3973594, 2.4900322, -0.542941, 1.5303956, 0.08386781, 0.9069554, -0.32338026, 0.13036774, 0.107611544, 0.06318955, -0.004721642, -0.39303672, 0.2597724, -0.039091654, -0.24514581, -0.07748957, 0.07165244, -0.10178404, -0.19085816]","[2.9693696, 1.5569353, 3.1581166, 1.7705538, 2.050105, 0.1134, 2.9067955, 1.1580609, 4.5094404, 3.244952]"
60,"[0.5861172, -2.3486204, -6.96553, -5.4328694, 1.8291539, 3.9415944, -0.27841678, -0.7035524, 0.06233938, -0.086013556, -0.17776306, 0.39677444, -0.14864907, 0.023687739, 0.2200797, -0.3770103, 0.14458275, 0.05589209, 0.24840827, 0.049551617, 0.046869095]","[4.9783, 4.8151, 1.1275185, 4.1917686, 0.58959025, 2.3143513, 0.20401105, 1.4192417, 3.601337, 4.1364813]"
61,"[0.4008889, -1.4343556, 4.6775007, 0.7252599, -5.5652204, -3.978563, 0.1822041, -0.38943577, -0.39207888, -0.13213217, 0.027018383, -0.0007392058, 0.17565568, -0.02245388, -0.2185079, -0.16876018, 0.34061375, -0.22625561, -0.012688122, -0.016044358, -0.0010264961]","[0.22034553, 1.2660708, 4.1757884, 0.703027, 4.353678, 4.6202407, 4.26296, 4.136128, 0.6945813, 2.0940433]"
62,"[-0.63100433, 1.8218699, 0.6518017, -3.6710129, -0.483918, 0.17222741, -0.033287264, 0.035467204, -0.035598308, 0.30639514, -0.20053126, 0.048206784, 0.13032459, 0.24939607, -0.11913737, 0.09114157, -0.038829602, -0.07996022, -0.06776159, -0.048078835, 0.0074956687]","[1.0539764, 4.107132, 3.8146338, 0.8032056, 3.8871896, 3.6532948, 0.99205965, 2.3623633, 2.8242393, 2.802616]"
63,"[1.4048233, -5.9727597, 2.4856548, 6.630381, -0.4097491, 1.018007, -0.24219084, 0.21728845, 0.08540273, -0.56249, -0.13470559, -0.07713463, -0.08806314, -0.28702116, 0.22921328, -0.041192316, 0.06023786, 0.09888091, 0.05430239, -0.05102553, 0.21190515]","[4.141575, 0.49445087, 1.6912682, 4.654171, 1.2414484, 0.9122424, 4.9844, 4.8368006, 0.78082585, 0.80128986]"
