Iteration,test_preds,estimated_params
11,"[np.float32(0.48738074), np.float32(-4.3698273), np.float32(-0.24078655), np.float32(0.31301367), np.float32(1.6234989), np.float32(0.50414443), np.float32(0.5133165), np.float32(0.42142904), np.float32(-0.050441757), np.float32(-0.27601343), np.float32(-0.04849793), np.float32(-0.38794565), np.float32(0.046264663), np.float32(-0.09254351), np.float32(-0.18660542), np.float32(0.0061140954), np.float32(0.099329546), np.float32(-0.03837475), np.float32(0.0533), np.float32(-0.049273074), np.float32(-0.012024708)]","[np.float32(2.1946042), np.float32(2.382507), np.float32(1.3825513), np.float32(0.97527796), np.float32(1.1331788), np.float32(1.2677131), np.float32(1.1413226), np.float32(1.3691275), np.float32(1.0831859), np.float32(1.2530023)]"
12,"[np.float32(0.38193417), np.float32(-3.9307628), np.float32(-0.0637974), np.float32(-0.038710654), np.float32(2.1289952), np.float32(0.9770084), np.float32(0.45656392), np.float32(0.332772), np.float32(-0.020970583), np.float32(-0.27295756), np.float32(-0.1471045), np.float32(-0.4154271), np.float32(-0.023543552), np.float32(-0.056114376), np.float32(-0.18953513), np.float32(0.031333763), np.float32(0.16662818), np.float32(-0.042402), np.float32(0.04160203), np.float32(-0.08840722), np.float32(0.02923087)]","[np.float32(1.8784233), np.float32(4.7138133), np.float32(1.5249974), np.float32(0.9252285), np.float32(1.2240342), np.float32(1.2107064), np.float32(1.2491264), np.float32(1.0046386), np.float32(1.1467812), np.float32(1.3273327)]"
13,"[np.float32(0.455823), np.float32(-4.2785473), np.float32(0.034371585), np.float32(-0.0067953467), np.float32(1.6852298), np.float32(0.80892146), np.float32(0.5232076), np.float32(0.35834917), np.float32(-0.034378737), np.float32(-0.29596362), np.float32(-0.06999482), np.float32(-0.39654756), np.float32(0.0053702593), np.float32(-0.07091291), np.float32(-0.20884773), np.float32(0.009031169), np.float32(0.12195375), np.float32(-0.045372948), np.float32(0.042854775), np.float32(-0.07247014), np.float32(0.012858331)]","[np.float32(2.153639), np.float32(2.7884858), np.float32(0.9764358), np.float32(1.5610895), np.float32(1.3054016), np.float32(1.0570906), np.float32(1.0604582), np.float32(1.3035951), np.float32(1.198702), np.float32(1.2375598)]"
14,"[np.float32(0.39857066), np.float32(-4.0100107), np.float32(-0.22164033), np.float32(0.31414866), np.float32(2.2536845), np.float32(0.9751588), np.float32(0.45888048), np.float32(0.38726473), np.float32(-0.025331452), np.float32(-0.23149149), np.float32(-0.08735667), np.float32(-0.41802484), np.float32(0.017258227), np.float32(-0.03167969), np.float32(-0.17609583), np.float32(0.08046368), np.float32(0.1964819), np.float32(-0.018409222), np.float32(0.095976606), np.float32(-0.079779685), np.float32(0.041058086)]","[np.float32(3.6696382), np.float32(2.4584458), np.float32(1.4144843), np.float32(0.9756492), np.float32(1.2058129), np.float32(1.1277655), np.float32(1.119233), np.float32(1.2980329), np.float32(1.0566341), np.float32(1.3087339)]"
15,"[np.float32(0.43009093), np.float32(-4.2554173), np.float32(-0.00739792), np.float32(0.27225536), np.float32(2.4065764), np.float32(1.0602758), np.float32(0.44507456), np.float32(0.37371087), np.float32(0.026620895), np.float32(-0.29576626), np.float32(-0.17625475), np.float32(-0.4084497), np.float32(-0.01032263), np.float32(-0.053220928), np.float32(-0.14946072), np.float32(0.027872719), np.float32(0.18221737), np.float32(-0.04584056), np.float32(0.040316503), np.float32(-0.0883304), np.float32(0.039499983)]","[np.float32(2.2230377), np.float32(4.6837373), np.float32(1.3078401), np.float32(1.0476333), np.float32(1.0653253), np.float32(1.2179217), np.float32(1.2103279), np.float32(1.0892302), np.float32(1.1517006), np.float32(1.2396541)]"
16,"[np.float32(0.3141858), np.float32(-3.4814267), np.float32(-0.11205682), np.float32(0.13679427), np.float32(2.2794135), np.float32(0.7903019), np.float32(0.41380996), np.float32(0.2991207), np.float32(0.00039714575), np.float32(-0.25224036), np.float32(-0.1896424), np.float32(-0.40526482), np.float32(-0.0159536), np.float32(-0.083640516), np.float32(-0.15987176), np.float32(0.02297575), np.float32(0.16709492), np.float32(-0.022533268), np.float32(0.02522831), np.float32(-0.07357604), np.float32(0.018813074)]","[np.float32(2.3185897), np.float32(4.464825), np.float32(1.4502296), np.float32(0.9355159), np.float32(1.2111616), np.float32(1.3219115), np.float32(1.2354369), np.float32(1.2484053), np.float32(1.1585935), np.float32(1.3714434)]"
17,"[np.float32(0.40616274), np.float32(-4.02358), np.float32(-0.1917871), np.float32(0.23063993), np.float32(2.2401788), np.float32(0.6936394), np.float32(0.44045132), np.float32(0.3827152), np.float32(-0.03311336), np.float32(-0.24184845), np.float32(-0.11588866), np.float32(-0.4125435), np.float32(-0.011838689), np.float32(-0.05401236), np.float32(-0.192114), np.float32(0.03652542), np.float32(0.15963703), np.float32(-0.036742747), np.float32(0.060053952), np.float32(-0.078098625), np.float32(0.020675391)]","[np.float32(2.636002), np.float32(3.3734164), np.float32(1.4644256), np.float32(0.826703), np.float32(1.2283432), np.float32(1.1966221), np.float32(1.1691701), np.float32(1.274395), np.float32(1.0186588), np.float32(1.400209)]"
18,"[np.float32(0.45303738), np.float32(-4.245965), np.float32(-0.3219025), np.float32(0.00998795), np.float32(1.8196585), np.float32(0.551077), np.float32(0.50851077), np.float32(0.40181875), np.float32(-0.027127057), np.float32(-0.26933393), np.float32(-0.08241065), np.float32(-0.37926495), np.float32(0.03382185), np.float32(-0.079321444), np.float32(-0.18915394), np.float32(0.008452885), np.float32(0.12995224), np.float32(-0.043030858), np.float32(0.033913728), np.float32(-0.054013103), np.float32(0.015627332)]","[np.float32(2.2059429), np.float32(2.7708664), np.float32(0.91166925), np.float32(1.511176), np.float32(1.2914488), np.float32(1.2298478), np.float32(1.0858934), np.float32(1.371649), np.float32(1.1137449), np.float32(1.2478201)]"
19,"[np.float32(0.37921378), np.float32(-3.8814697), np.float32(0.05431673), np.float32(0.20951366), np.float32(2.1559577), np.float32(0.9434771), np.float32(0.46019977), np.float32(0.32357106), np.float32(-0.007643983), np.float32(-0.28238222), np.float32(-0.110115424), np.float32(-0.40521044), np.float32(-0.0047890544), np.float32(-0.060189933), np.float32(-0.19395457), np.float32(0.030480206), np.float32(0.15928668), np.float32(-0.028758436), np.float32(0.051663727), np.float32(-0.089381635), np.float32(0.029316291)]","[np.float32(2.8155851), np.float32(3.2633674), np.float32(0.9917995), np.float32(1.4895029), np.float32(1.3065468), np.float32(1.0314102), np.float32(1.0780854), np.float32(1.3928878), np.float32(1.2341825), np.float32(1.2561756)]"
20,"[np.float32(0.38859445), np.float32(-3.8883429), np.float32(-0.13623175), np.float32(0.47033876), np.float32(2.1587882), np.float32(0.9899365), np.float32(0.44533095), np.float32(0.3662117), np.float32(-0.01029931), np.float32(-0.25357077), np.float32(-0.09463228), np.float32(-0.4106306), np.float32(0.032033652), np.float32(-0.050347358), np.float32(-0.17395131), np.float32(0.06148894), np.float32(0.1781232), np.float32(-0.016189158), np.float32(0.07764645), np.float32(-0.08022067), np.float32(0.02954936)]","[np.float32(3.508894), np.float32(2.5449278), np.float32(1.2256335), np.float32(1.2354856), np.float32(1.1836417), np.float32(1.1281861), np.float32(1.1378834), np.float32(1.387685), np.float32(1.1324521), np.float32(1.2579321)]"
21,"[np.float32(0.50624067), np.float32(-3.9452887), np.float32(-0.70495915), np.float32(-0.07269943), np.float32(-1.655081), np.float32(1.2276568), np.float32(0.7398349), np.float32(0.35483965), np.float32(-0.05390753), np.float32(-0.14388558), np.float32(0.22560322), np.float32(-0.2709327), np.float32(0.026989236), np.float32(0.02658303), np.float32(-0.116562486), np.float32(-0.019640818), np.float32(-0.0064622015), np.float32(0.043700486), np.float32(-0.005025372), np.float32(0.10273307), np.float32(-0.1362958)]","[np.float32(1.2574948), np.float32(1.1061848), np.float32(2.169101), np.float32(3.0525966), np.float32(1.2167932), np.float32(1.2774398), np.float32(1.2127599), np.float32(1.3212981), np.float32(1.1007282), np.float32(1.2837404)]"
22,"[np.float32(0.4738053), np.float32(-3.796013), np.float32(-0.32618135), np.float32(-0.46957076), np.float32(-1.7399888), np.float32(1.4113224), np.float32(0.8004365), np.float32(0.25246125), np.float32(-0.056414872), np.float32(-0.18915713), np.float32(0.21142606), np.float32(-0.28764445), np.float32(0.047999166), np.float32(0.056755334), np.float32(-0.117890224), np.float32(-0.0277411), np.float32(-0.015657872), np.float32(0.06347734), np.float32(-0.005431831), np.float32(0.09546991), np.float32(-0.14428553)]","[np.float32(1.3655545), np.float32(1.0070438), np.float32(2.5842288), np.float32(2.9590552), np.float32(1.1857185), np.float32(1.3080368), np.float32(1.0434371), np.float32(1.3417765), np.float32(1.2602009), np.float32(1.2608385)]"
23,"[np.float32(0.501648), np.float32(-3.9155684), np.float32(-0.7531909), np.float32(-0.39434087), np.float32(-1.9156066), np.float32(1.5933444), np.float32(0.7866174), np.float32(0.2723544), np.float32(-0.123550296), np.float32(-0.22284862), np.float32(0.19840688), np.float32(-0.29654336), np.float32(0.029404193), np.float32(0.0919925), np.float32(-0.089680284), np.float32(-0.027389906), np.float32(-0.049915195), np.float32(0.034335792), np.float32(0.003205493), np.float32(0.08321523), np.float32(-0.15984026)]","[np.float32(1.3590305), np.float32(0.9945535), np.float32(3.5568264), np.float32(2.5253437), np.float32(1.2109498), np.float32(1.2910794), np.float32(1.017881), np.float32(1.3729931), np.float32(1.194546), np.float32(1.164525)]"
24,"[np.float32(0.5570365), np.float32(-4.345782), np.float32(-0.6400298), np.float32(-0.087438405), np.float32(-1.5179973), np.float32(1.3285787), np.float32(0.7600131), np.float32(0.34685037), np.float32(-0.12572785), np.float32(-0.24771708), np.float32(0.18650909), np.float32(-0.33654964), np.float32(0.08039156), np.float32(0.025053859), np.float32(-0.08795774), np.float32(-0.0016850382), np.float32(-0.0178864), np.float32(-0.0010756552), np.float32(0.015987158), np.float32(0.08408037), np.float32(-0.1330261)]","[np.float32(1.3264574), np.float32(1.0926776), np.float32(2.6478868), np.float32(2.3543568), np.float32(1.0821435), np.float32(1.331901), np.float32(1.1278571), np.float32(1.2701561), np.float32(1.1640733), np.float32(1.1379607)]"
25,"[np.float32(0.50362283), np.float32(-3.888342), np.float32(-0.58909845), np.float32(-0.14813197), np.float32(-1.9075829), np.float32(1.6467392), np.float32(0.7371597), np.float32(0.27982795), np.float32(-0.07885371), np.float32(-0.23302938), np.float32(0.176739), np.float32(-0.30974317), np.float32(0.06636132), np.float32(0.07415439), np.float32(-0.078416795), np.float32(-0.045607228), np.float32(-0.06861237), np.float32(0.05611579), np.float32(0.0032784939), np.float32(0.08329704), np.float32(-0.15028009)]","[np.float32(1.4013405), np.float32(0.9916522), np.float32(3.5935304), np.float32(2.578476), np.float32(1.0622517), np.float32(1.3580266), np.float32(1.0611111), np.float32(1.399842), np.float32(1.2083296), np.float32(1.1763197)]"
26,"[np.float32(0.45979816), np.float32(-3.6421084), np.float32(-0.33700827), np.float32(-0.049741387), np.float32(-1.5191532), np.float32(1.0864166), np.float32(0.6655059), np.float32(0.2615157), np.float32(-0.12584618), np.float32(-0.19699945), np.float32(0.2008144), np.float32(-0.33556002), np.float32(0.06080155), np.float32(0.015813172), np.float32(-0.13093054), np.float32(-0.02689698), np.float32(-0.009787425), np.float32(0.031009406), np.float32(-0.0062230453), np.float32(0.07303055), np.float32(-0.1156321)]","[np.float32(1.3338361), np.float32(1.0676703), np.float32(2.4439414), np.float32(2.5448437), np.float32(1.2013348), np.float32(1.2975974), np.float32(1.2301834), np.float32(1.3376839), np.float32(1.2378182), np.float32(1.2683451)]"
27,"[np.float32(0.5341285), np.float32(-4.027146), np.float32(-0.7622524), np.float32(-0.1150462), np.float32(-2.1080477), np.float32(1.7739899), np.float32(0.76943004), np.float32(0.32728124), np.float32(-0.10129671), np.float32(-0.19540766), np.float32(0.18253714), np.float32(-0.30458224), np.float32(-0.0008532554), np.float32(0.10357672), np.float32(-0.08316819), np.float32(-0.044951405), np.float32(-0.06378335), np.float32(0.04610774), np.float32(-0.009272948), np.float32(0.07838234), np.float32(-0.17847838)]","[np.float32(1.2443329), np.float32(1.0841408), np.float32(3.9143806), np.float32(2.6194754), np.float32(1.152129), np.float32(1.2101918), np.float32(1.0787035), np.float32(1.345262), np.float32(1.0864081), np.float32(1.2432343)]"
28,"[np.float32(0.5091255), np.float32(-4.023525), np.float32(-0.60233897), np.float32(-0.19095457), np.float32(-1.5250403), np.float32(1.3538536), np.float32(0.7594547), np.float32(0.32557034), np.float32(-0.059019245), np.float32(-0.19406813), np.float32(0.20285596), np.float32(-0.28538865), np.float32(0.053311534), np.float32(0.029565051), np.float32(-0.1131714), np.float32(-0.017949954), np.float32(-0.013535172), np.float32(0.036908865), np.float32(-0.000499323), np.float32(0.096999735), np.float32(-0.13507706)]","[np.float32(1.3576279), np.float32(1.1035622), np.float32(2.285568), np.float32(2.9080722), np.float32(1.1589143), np.float32(1.3100971), np.float32(1.1259534), np.float32(1.3135473), np.float32(1.178239), np.float32(1.2097536)]"
29,"[np.float32(0.49137324), np.float32(-3.7396765), np.float32(-0.72393054), np.float32(-0.08419055), np.float32(-1.970036), np.float32(1.5305017), np.float32(0.7268229), np.float32(0.30674475), np.float32(-0.08109927), np.float32(-0.1697016), np.float32(0.18561186), np.float32(-0.28691226), np.float32(0.0114367455), np.float32(0.08529186), np.float32(-0.09723267), np.float32(-0.043349307), np.float32(-0.042104185), np.float32(0.0596952), np.float32(-0.014774933), np.float32(0.09006618), np.float32(-0.17337768)]","[np.float32(1.2204511), np.float32(1.146055), np.float32(3.2434747), np.float32(2.8179712), np.float32(1.1981877), np.float32(1.2703393), np.float32(1.1846467), np.float32(1.3233503), np.float32(1.1103675), np.float32(1.2847599)]"
30,"[np.float32(0.5075518), np.float32(-3.918618), np.float32(-0.9448747), np.float32(-0.16326356), np.float32(-1.8751816), np.float32(1.6819539), np.float32(0.7600307), np.float32(0.33656675), np.float32(-0.05056514), np.float32(-0.20255032), np.float32(0.16597342), np.float32(-0.26729324), np.float32(0.04530731), np.float32(0.08307843), np.float32(-0.07065372), np.float32(-0.041229032), np.float32(-0.061328277), np.float32(0.057154894), np.float32(-0.0007585436), np.float32(0.10421206), np.float32(-0.1809057)]","[np.float32(1.3295776), np.float32(1.1148624), np.float32(3.3718157), np.float32(2.831558), np.float32(1.1125376), np.float32(1.373323), np.float32(1.1036184), np.float32(1.3384309), np.float32(1.1198295), np.float32(1.197633)]"
31,"[np.float32(0.4501711), np.float32(-3.6467018), np.float32(-0.4298088), np.float32(-0.41915366), np.float32(-1.579522), np.float32(1.3528482), np.float32(0.759743), np.float32(0.2584287), np.float32(-0.08597882), np.float32(-0.17057417), np.float32(0.18730693), np.float32(-0.30600017), np.float32(0.050539836), np.float32(0.051156476), np.float32(-0.123367116), np.float32(-0.027895972), np.float32(-0.009880662), np.float32(0.057949707), np.float32(-0.010048538), np.float32(0.090631634), np.float32(-0.13799548)]","[np.float32(1.3321861), np.float32(1.1401585), np.float32(2.5778596), np.float32(2.8524463), np.float32(1.2192888), np.float32(1.3346297), np.float32(1.1290605), np.float32(1.2743759), np.float32(1.2134008), np.float32(1.3073615)]"
32,"[np.float32(0.47875863), np.float32(-3.6156423), np.float32(-0.83540523), np.float32(0.036828518), np.float32(-2.0797684), np.float32(1.8162677), np.float32(0.7228974), np.float32(0.29978392), np.float32(-0.011307165), np.float32(-0.18824187), np.float32(0.19633265), np.float32(-0.2467831), np.float32(0.037888512), np.float32(0.14273113), np.float32(-0.06996007), np.float32(-0.04334492), np.float32(-0.076003745), np.float32(0.08967678), np.float32(0.004506737), np.float32(0.09986225), np.float32(-0.20323639)]","[np.float32(1.434963), np.float32(0.9665632), np.float32(3.8269982), np.float32(3.069015), np.float32(1.1136153), np.float32(1.3067769), np.float32(1.1738328), np.float32(1.3495712), np.float32(1.1761601), np.float32(1.1794814)]"
33,"[np.float32(0.49208653), np.float32(-3.8486886), np.float32(-0.18420935), np.float32(-0.31940126), np.float32(-1.8835338), np.float32(1.4714695), np.float32(0.7799921), np.float32(0.24915436), np.float32(-0.08775096), np.float32(-0.20517388), np.float32(0.17614442), np.float32(-0.32702985), np.float32(0.031568058), np.float32(0.064010695), np.float32(-0.11426076), np.float32(-0.034595475), np.float32(-0.017807238), np.float32(0.053715184), np.float32(-0.017170995), np.float32(0.08182285), np.float32(-0.1554507)]","[np.float32(1.1885755), np.float32(1.1550831), np.float32(2.9332602), np.float32(2.724221), np.float32(1.1410372), np.float32(1.2591825), np.float32(1.0937175), np.float32(1.2864118), np.float32(1.2459514), np.float32(1.2921718)]"
34,"[np.float32(0.4777968), np.float32(-3.5007477), np.float32(-0.43646675), np.float32(0.07136059), np.float32(-2.4958432), np.float32(1.8710935), np.float32(0.72947097), np.float32(0.26879904), np.float32(0.033987835), np.float32(-0.17008169), np.float32(0.18317787), np.float32(-0.24947348), np.float32(0.009092838), np.float32(0.15856376), np.float32(-0.07054345), np.float32(-0.06563465), np.float32(-0.080372095), np.float32(0.12624295), np.float32(-0.017291874), np.float32(0.097500965), np.float32(-0.22531414)]","[np.float32(1.2196282), np.float32(1.0159076), np.float32(4.2304187), np.float32(3.2852235), np.float32(1.0699259), np.float32(1.2590938), np.float32(1.2048961), np.float32(1.3382553), np.float32(1.1992136), np.float32(1.291506)]"
35,"[np.float32(0.44345617), np.float32(-3.3633728), np.float32(-0.52329725), np.float32(-0.03727144), np.float32(-2.2265496), np.float32(1.8220887), np.float32(0.70505786), np.float32(0.2454454), np.float32(-0.046733588), np.float32(-0.17213425), np.float32(0.17154951), np.float32(-0.28735894), np.float32(0.012447044), np.float32(0.13807368), np.float32(-0.093501195), np.float32(-0.05491149), np.float32(-0.06592728), np.float32(0.10223886), np.float32(-0.014503121), np.float32(0.08307367), np.float32(-0.19680665)]","[np.float32(1.2431916), np.float32(1.1149272), np.float32(4.19707), np.float32(2.9201472), np.float32(1.1546731), np.float32(1.2511114), np.float32(1.2332295), np.float32(1.2816825), np.float32(1.1802542), np.float32(1.3165396)]"
36,"[np.float32(0.58079326), np.float32(-4.5046024), np.float32(-0.15659207), np.float32(0.031789005), np.float32(-1.410063), np.float32(0.9859371), np.float32(0.7398379), np.float32(0.33445397), np.float32(-0.10729126), np.float32(-0.26021284), np.float32(0.21482964), np.float32(-0.33581945), np.float32(0.039768115), np.float32(-0.031685725), np.float32(-0.13407868), np.float32(-0.009275354), np.float32(0.005878672), np.float32(-0.017899588), np.float32(0.0016624704), np.float32(0.0661584), np.float32(-0.10379623)]","[np.float32(1.1053592), np.float32(1.2415423), np.float32(1.8466285), np.float32(2.491283), np.float32(1.1429216), np.float32(1.1681197), np.float32(1.1801382), np.float32(1.2680777), np.float32(1.2478566), np.float32(1.1530855)]"
37,"[np.float32(0.4348578), np.float32(-3.3204727), np.float32(-0.7292783), np.float32(0.0807696), np.float32(-2.0527463), np.float32(1.8828249), np.float32(0.6678161), np.float32(0.24314302), np.float32(-0.025740542), np.float32(-0.22764292), np.float32(0.18010451), np.float32(-0.24525574), np.float32(0.02287136), np.float32(0.1477626), np.float32(-0.09131685), np.float32(-0.054113798), np.float32(-0.08061871), np.float32(0.09148252), np.float32(-0.0011993349), np.float32(0.083785504), np.float32(-0.19848889)]","[np.float32(1.3779075), np.float32(1.104913), np.float32(3.9724493), np.float32(3.113908), np.float32(1.1672078), np.float32(1.2438306), np.float32(1.2273184), np.float32(1.3305169), np.float32(1.2781247), np.float32(1.1320297)]"
38,"[np.float32(0.4355569), np.float32(-3.2222428), np.float32(-0.504256), np.float32(0.05150336), np.float32(-2.418785), np.float32(1.8746779), np.float32(0.6914441), np.float32(0.23564512), np.float32(0.017107524), np.float32(-0.17791119), np.float32(0.18278477), np.float32(-0.23199399), np.float32(-0.019516014), np.float32(0.16718571), np.float32(-0.092116594), np.float32(-0.07668141), np.float32(-0.08173701), np.float32(0.12542172), np.float32(-0.025859177), np.float32(0.091183215), np.float32(-0.22365794)]","[np.float32(1.1542331), np.float32(1.1668601), np.float32(4.1863217), np.float32(3.4379091), np.float32(1.1713036), np.float32(1.2016734), np.float32(1.2659682), np.float32(1.3063728), np.float32(1.2397436), np.float32(1.2709852)]"
