Iteration,test_preds,estimated_params
12,"[np.float32(0.4786933), np.float32(-4.4184823), np.float32(0.04024431), np.float32(-0.023152351), np.float32(1.7997327), np.float32(0.49377045), np.float32(0.5324504), np.float32(0.36237442), np.float32(-0.029159993), np.float32(-0.31030232), np.float32(-0.06371873), np.float32(-0.38088518), np.float32(0.017553434), np.float32(-0.07674724), np.float32(-0.20440997), np.float32(0.002813749), np.float32(0.11260183), np.float32(-0.04758379), np.float32(0.047843397), np.float32(-0.070448376), np.float32(0.01302401)]","[np.float32(2.0411184), np.float32(2.733634), np.float32(0.8905968), np.float32(1.4388002), np.float32(1.3115423), np.float32(1.0961657), np.float32(1.0667943), np.float32(1.3250844), np.float32(1.2192779), np.float32(1.1919314)]"
13,"[np.float32(0.6105596), np.float32(-4.8951526), np.float32(-0.127999), np.float32(0.08812797), np.float32(0.057572126), np.float32(-0.338652), np.float32(0.669745), np.float32(0.4359479), np.float32(-0.10657261), np.float32(-0.2306358), np.float32(0.1502223), np.float32(-0.35187083), np.float32(0.0738579), np.float32(-0.12392913), np.float32(-0.1766423), np.float32(-0.0012637004), np.float32(0.020798735), np.float32(-0.050608158), np.float32(0.04876563), np.float32(0.027976207), np.float32(-0.06386298)]","[np.float32(1.2039695), np.float32(1.3909054), np.float32(1.564503), np.float32(0.8252235), np.float32(1.1249049), np.float32(1.3806473), np.float32(1.3040675), np.float32(1.2435452), np.float32(1.0807196), np.float32(1.2782571)]"
14,"[np.float32(0.57045496), np.float32(-4.7603755), np.float32(0.41852993), np.float32(0.2430399), np.float32(0.856094), np.float32(0.054715574), np.float32(0.611143), np.float32(0.3982696), np.float32(-0.051634222), np.float32(-0.24715212), np.float32(0.063488916), np.float32(-0.37913948), np.float32(0.057826646), np.float32(-0.102761194), np.float32(-0.19655743), np.float32(-0.014431991), np.float32(0.045561597), np.float32(-0.037015498), np.float32(0.054579362), np.float32(-0.0053893104), np.float32(-0.028465576)]","[np.float32(1.4144232), np.float32(1.9321592), np.float32(1.1126972), np.float32(1.1901798), np.float32(1.1113822), np.float32(1.1962715), np.float32(1.2635463), np.float32(1.2304838), np.float32(1.1808786), np.float32(1.3186828)]"
15,"[np.float32(0.53031343), np.float32(-4.5992517), np.float32(-0.18817723), np.float32(-0.108391166), np.float32(1.0062225), np.float32(-0.006928742), np.float32(0.6298118), np.float32(0.37998098), np.float32(-0.093430966), np.float32(-0.24433161), np.float32(0.12945707), np.float32(-0.34793967), np.float32(0.10249637), np.float32(-0.054079443), np.float32(-0.19390073), np.float32(0.071745604), np.float32(0.07086477), np.float32(-0.04949987), np.float32(0.116775125), np.float32(0.004948318), np.float32(-0.006646499)]","[np.float32(2.1801453), np.float32(1.2479311), np.float32(1.4754814), np.float32(0.7921187), np.float32(1.2069683), np.float32(1.3404652), np.float32(1.2088623), np.float32(1.1746507), np.float32(1.1912148), np.float32(1.1619396)]"
16,"[np.float32(0.49861628), np.float32(-4.3638477), np.float32(-0.08671488), np.float32(0.09058976), np.float32(1.0158283), np.float32(0.24413463), np.float32(0.575127), np.float32(0.35921234), np.float32(-0.0882875), np.float32(-0.26430544), np.float32(0.08450791), np.float32(-0.3581437), np.float32(0.066690594), np.float32(-0.06095761), np.float32(-0.21201155), np.float32(0.05196981), np.float32(0.07705672), np.float32(-0.044342786), np.float32(0.089067474), np.float32(-0.0044649094), np.float32(-0.008838799)]","[np.float32(2.0735362), np.float32(1.6094896), np.float32(1.0347921), np.float32(1.4121941), np.float32(1.3380948), np.float32(1.1299281), np.float32(1.209165), np.float32(1.2810367), np.float32(1.2479047), np.float32(1.149135)]"
17,"[np.float32(0.6482096), np.float32(-5.406027), np.float32(0.2764608), np.float32(-0.377267), np.float32(0.51143235), np.float32(-0.10464662), np.float32(0.8133911), np.float32(0.4295805), np.float32(-0.08786833), np.float32(-0.2120369), np.float32(0.21862459), np.float32(-0.3643104), np.float32(0.03955639), np.float32(-0.07218446), np.float32(-0.1836749), np.float32(0.03152053), np.float32(0.048958644), np.float32(-0.058626905), np.float32(0.11071993), np.float32(-0.0012474656), np.float32(-0.009240136)]","[np.float32(1.4223673), np.float32(1.3755848), np.float32(1.495362), np.float32(0.7572892), np.float32(1.1358798), np.float32(1.239349), np.float32(1.2676904), np.float32(0.8876196), np.float32(1.1229979), np.float32(1.2764336)]"
18,"[np.float32(0.6696686), np.float32(-5.344392), np.float32(-0.055065557), np.float32(-0.07181764), np.float32(-0.027032495), np.float32(-0.2157012), np.float32(0.74653643), np.float32(0.45864725), np.float32(-0.10812281), np.float32(-0.25104058), np.float32(0.18029371), np.float32(-0.3451666), np.float32(0.036163002), np.float32(-0.101568446), np.float32(-0.17916644), np.float32(0.008855417), np.float32(0.031839013), np.float32(-0.07125808), np.float32(0.060667932), np.float32(0.028594837), np.float32(-0.05259701)]","[np.float32(1.0912368), np.float32(1.4426396), np.float32(1.4683765), np.float32(0.91458946), np.float32(1.1520965), np.float32(1.2621502), np.float32(1.2361003), np.float32(1.1512902), np.float32(1.0999594), np.float32(1.21811)]"
19,"[np.float32(0.61207855), np.float32(-5.013784), np.float32(-0.24584302), np.float32(-0.000657022), np.float32(0.3023035), np.float32(-0.21120489), np.float32(0.7062094), np.float32(0.45182776), np.float32(-0.10186085), np.float32(-0.22060518), np.float32(0.21206956), np.float32(-0.34466076), np.float32(0.11054578), np.float32(-0.082942724), np.float32(-0.1574435), np.float32(0.047050893), np.float32(0.05205494), np.float32(-0.056792036), np.float32(0.088216335), np.float32(0.041179366), np.float32(-0.032474414)]","[np.float32(1.4717461), np.float32(1.2471445), np.float32(1.1170217), np.float32(1.2465686), np.float32(1.1822095), np.float32(1.3322628), np.float32(1.3701335), np.float32(1.0854701), np.float32(1.12146), np.float32(1.1897888)]"
20,"[np.float32(0.5452096), np.float32(-4.659699), np.float32(0.12438731), np.float32(0.24812901), np.float32(1.1385803), np.float32(0.40127552), np.float32(0.57420015), np.float32(0.40625858), np.float32(-0.06393696), np.float32(-0.24830721), np.float32(0.050355554), np.float32(-0.38466957), np.float32(0.051376194), np.float32(-0.060421824), np.float32(-0.20787562), np.float32(0.033779204), np.float32(0.08051083), np.float32(-0.041431934), np.float32(0.08247247), np.float32(-0.012183949), np.float32(-0.0062783286)]","[np.float32(2.002458), np.float32(1.8050574), np.float32(0.99563587), np.float32(1.4389925), np.float32(1.2381932), np.float32(1.0539412), np.float32(1.2106961), np.float32(1.2357666), np.float32(1.1799763), np.float32(1.2121491)]"
21,"[np.float32(0.74384016), np.float32(-5.9698534), np.float32(0.74249405), np.float32(-0.2604015), np.float32(0.84020245), np.float32(-0.97836727), np.float32(0.8356936), np.float32(0.4542207), np.float32(-0.007155843), np.float32(-0.21889031), np.float32(0.23223767), np.float32(-0.33371866), np.float32(0.06661448), np.float32(-0.059531093), np.float32(-0.1531024), np.float32(0.004743263), np.float32(0.05403602), np.float32(-0.053839415), np.float32(0.096964635), np.float32(0.01556915), np.float32(0.008593433)]","[np.float32(1.143991), np.float32(1.3875935), np.float32(0.8838662), np.float32(0.9238564), np.float32(1.0339562), np.float32(1.3078808), np.float32(1.3108743), np.float32(0.95204276), np.float32(1.195503), np.float32(1.2537527)]"
22,"[np.float32(0.64380026), np.float32(-5.233666), np.float32(-0.025727749), np.float32(-0.31933755), np.float32(-0.4155322), np.float32(0.24760288), np.float32(0.82763916), np.float32(0.43394732), np.float32(-0.11295865), np.float32(-0.20437342), np.float32(0.24025176), np.float32(-0.36065847), np.float32(0.037630513), np.float32(-0.08718151), np.float32(-0.16181993), np.float32(0.033347636), np.float32(0.05782549), np.float32(-0.06433149), np.float32(0.049663566), np.float32(0.04636021), np.float32(-0.037839737)]","[np.float32(1.0415789), np.float32(1.4370775), np.float32(1.16277), np.float32(1.7303756), np.float32(1.2543607), np.float32(1.1527628), np.float32(1.2957305), np.float32(0.9610488), np.float32(1.1169565), np.float32(1.2532786)]"
23,"[np.float32(0.6366566), np.float32(-5.0690336), np.float32(-0.20418543), np.float32(-0.20767629), np.float32(-0.8555962), np.float32(0.4677994), np.float32(0.78899634), np.float32(0.39834964), np.float32(-0.13076785), np.float32(-0.2786178), np.float32(0.19884285), np.float32(-0.35307974), np.float32(0.060495898), np.float32(-0.090125114), np.float32(-0.14305383), np.float32(0.03079655), np.float32(0.036486417), np.float32(-0.06701739), np.float32(0.036414474), np.float32(0.05539853), np.float32(-0.074513994)]","[np.float32(0.942216), np.float32(1.4687917), np.float32(1.4293463), np.float32(1.8698643), np.float32(1.2044634), np.float32(1.1997199), np.float32(1.2907588), np.float32(1.0094166), np.float32(1.1918114), np.float32(1.125391)]"
24,"[np.float32(0.64486295), np.float32(-5.1967845), np.float32(0.13282433), np.float32(-0.2701397), np.float32(-0.51011765), np.float32(0.109726995), np.float32(0.8231723), np.float32(0.4200488), np.float32(-0.090876736), np.float32(-0.20378631), np.float32(0.2443246), np.float32(-0.36203945), np.float32(0.076788254), np.float32(-0.09947926), np.float32(-0.1407554), np.float32(0.028672293), np.float32(0.055668697), np.float32(-0.052420825), np.float32(0.05080361), np.float32(0.052330848), np.float32(-0.033314332)]","[np.float32(1.0377909), np.float32(1.3450218), np.float32(1.1101152), np.float32(1.7623487), np.float32(1.1516209), np.float32(1.2570626), np.float32(1.285138), np.float32(1.026523), np.float32(1.1464257), np.float32(1.2779256)]"
25,"[np.float32(0.62411475), np.float32(-5.0042353), np.float32(-0.24008963), np.float32(-0.15614438), np.float32(-0.7772939), np.float32(0.5694961), np.float32(0.7954706), np.float32(0.41897726), np.float32(-0.14458619), np.float32(-0.22974974), np.float32(0.23668353), np.float32(-0.36512855), np.float32(0.046888262), np.float32(-0.0842974), np.float32(-0.15273955), np.float32(0.029370353), np.float32(0.03214389), np.float32(-0.058544397), np.float32(0.043912143), np.float32(0.04578046), np.float32(-0.069281965)]","[np.float32(1.0732733), np.float32(1.3781435), np.float32(1.4905379), np.float32(1.8469025), np.float32(1.2485032), np.float32(1.1332253), np.float32(1.2638019), np.float32(1.0471772), np.float32(1.1277399), np.float32(1.2004311)]"
26,"[np.float32(0.615345), np.float32(-4.897273), np.float32(-0.16975209), np.float32(-0.030979753), np.float32(-0.70141566), np.float32(0.11575684), np.float32(0.7356379), np.float32(0.3984531), np.float32(-0.12318846), np.float32(-0.24512209), np.float32(0.24026662), np.float32(-0.35093272), np.float32(0.07870444), np.float32(-0.088597596), np.float32(-0.14472352), np.float32(0.045078702), np.float32(0.058183994), np.float32(-0.06136635), np.float32(0.036331907), np.float32(0.06445885), np.float32(-0.05969714)]","[np.float32(1.1011689), np.float32(1.2258478), np.float32(1.2657307), np.float32(1.7652664), np.float32(1.1958922), np.float32(1.267803), np.float32(1.297603), np.float32(1.1818874), np.float32(1.1879388), np.float32(1.1613859)]"
27,"[np.float32(0.62054783), np.float32(-4.945661), np.float32(0.10434081), np.float32(0.22013068), np.float32(-0.23593849), np.float32(-0.07514387), np.float32(0.68001974), np.float32(0.39658648), np.float32(-0.13750741), np.float32(-0.26526403), np.float32(0.18671045), np.float32(-0.3902628), np.float32(0.08690409), np.float32(-0.13313833), np.float32(-0.17070928), np.float32(0.031930998), np.float32(0.008675814), np.float32(-0.05398336), np.float32(0.07791213), np.float32(0.008863494), np.float32(-0.085538656)]","[np.float32(1.2502791), np.float32(1.231808), np.float32(2.054151), np.float32(0.6158042), np.float32(1.0381477), np.float32(1.3232803), np.float32(1.2944458), np.float32(1.2194105), np.float32(1.1399655), np.float32(1.2451494)]"
28,"[np.float32(0.68172294), np.float32(-5.3899317), np.float32(0.41300103), np.float32(-0.041427612), np.float32(-0.10981973), np.float32(-0.5807672), np.float32(0.76680166), np.float32(0.42889863), np.float32(-0.054862253), np.float32(-0.21971764), np.float32(0.24073543), np.float32(-0.343752), np.float32(0.057799153), np.float32(-0.09623494), np.float32(-0.15357755), np.float32(0.013804823), np.float32(0.06337841), np.float32(-0.057930127), np.float32(0.05161033), np.float32(0.040450394), np.float32(-0.02080302)]","[np.float32(0.9764613), np.float32(1.3518463), np.float32(0.8564135), np.float32(1.4713941), np.float32(1.1382716), np.float32(1.2583703), np.float32(1.324084), np.float32(1.1405491), np.float32(1.2017101), np.float32(1.2557163)]"
29,"[np.float32(0.625352), np.float32(-4.937994), np.float32(0.21896529), np.float32(0.24710691), np.float32(-0.3870483), np.float32(-0.2601751), np.float32(0.6866041), np.float32(0.3862209), np.float32(-0.14556047), np.float32(-0.25275), np.float32(0.21967208), np.float32(-0.3936778), np.float32(0.06285873), np.float32(-0.13429599), np.float32(-0.17627968), np.float32(0.03323976), np.float32(0.010512069), np.float32(-0.05372803), np.float32(0.07897064), np.float32(-0.00015885383), np.float32(-0.093110494)]","[np.float32(1.2192359), np.float32(1.1202486), np.float32(2.082439), np.float32(0.5464596), np.float32(1.0599244), np.float32(1.2978185), np.float32(1.2740921), np.float32(1.2955109), np.float32(1.1642371), np.float32(1.2543342)]"
30,"[np.float32(0.66350526), np.float32(-5.2963257), np.float32(0.11183436), np.float32(0.13593024), np.float32(0.16183063), np.float32(-0.3068893), np.float32(0.7056697), np.float32(0.43932503), np.float32(-0.06174875), np.float32(-0.27684036), np.float32(0.19741626), np.float32(-0.3354248), np.float32(0.10265297), np.float32(-0.09384024), np.float32(-0.15419315), np.float32(0.019429289), np.float32(0.046954907), np.float32(-0.06493823), np.float32(0.061238423), np.float32(0.04677235), np.float32(-0.027061082)]","[np.float32(1.2280372), np.float32(1.3362895), np.float32(0.9593917), np.float32(1.399328), np.float32(1.0598774), np.float32(1.3332636), np.float32(1.3043611), np.float32(1.1839262), np.float32(1.2133042), np.float32(1.1358862)]"
31,"[np.float32(0.6765947), np.float32(-5.446294), np.float32(0.20018409), np.float32(-0.29975522), np.float32(0.25385517), np.float32(-0.7560958), np.float32(0.78208065), np.float32(0.41253063), np.float32(-0.095484674), np.float32(-0.25820643), np.float32(0.19609924), np.float32(-0.3425261), np.float32(0.06423967), np.float32(-0.09804544), np.float32(-0.16842686), np.float32(0.024340644), np.float32(0.02870208), np.float32(-0.06111245), np.float32(0.09464115), np.float32(0.010570355), np.float32(-0.054419577)]","[np.float32(1.0755643), np.float32(1.3649502), np.float32(1.5563262), np.float32(0.5557654), np.float32(1.084013), np.float32(1.413518), np.float32(1.3303044), np.float32(0.9929864), np.float32(1.1668905), np.float32(1.2141879)]"
32,"[np.float32(0.62605387), np.float32(-4.9822426), np.float32(-0.23875707), np.float32(-0.00076669455), np.float32(-0.58637583), np.float32(0.1394028), np.float32(0.7317453), np.float32(0.43055034), np.float32(-0.1544055), np.float32(-0.24420752), np.float32(0.19484086), np.float32(-0.37544683), np.float32(0.06413716), np.float32(-0.12112337), np.float32(-0.16177627), np.float32(0.030163348), np.float32(0.020695567), np.float32(-0.062551856), np.float32(0.058996327), np.float32(0.028594475), np.float32(-0.084454514)]","[np.float32(1.083875), np.float32(1.3289175), np.float32(1.7554255), np.float32(1.098481), np.float32(1.1787289), np.float32(1.260359), np.float32(1.2909006), np.float32(1.1486393), np.float32(1.1026027), np.float32(1.2146382)]"
33,"[np.float32(0.54655206), np.float32(-4.4315844), np.float32(0.0073396415), np.float32(-0.06261599), np.float32(-0.7687974), np.float32(0.2729278), np.float32(0.6928959), np.float32(0.3260203), np.float32(-0.13777441), np.float32(-0.24109128), np.float32(0.2237817), np.float32(-0.3617228), np.float32(0.059775144), np.float32(-0.08714792), np.float32(-0.17464972), np.float32(0.027262293), np.float32(0.044364046), np.float32(-0.048102558), np.float32(0.019525126), np.float32(0.04908169), np.float32(-0.067126006)]","[np.float32(1.1479528), np.float32(1.2500707), np.float32(1.3995315), np.float32(1.8600206), np.float32(1.2594728), np.float32(1.2175637), np.float32(1.2774599), np.float32(1.2274692), np.float32(1.2626474), np.float32(1.2111061)]"
34,"[np.float32(0.6155397), np.float32(-5.015093), np.float32(-0.040218294), np.float32(-0.46437043), np.float32(-0.6603343), np.float32(0.34656802), np.float32(0.81828237), np.float32(0.38041955), np.float32(-0.09467086), np.float32(-0.24225208), np.float32(0.19161656), np.float32(-0.35075408), np.float32(0.09014048), np.float32(-0.10587293), np.float32(-0.13889153), np.float32(0.02290339), np.float32(0.043474875), np.float32(-0.05123405), np.float32(0.032443717), np.float32(0.065079704), np.float32(-0.042296965)]","[np.float32(0.98571676), np.float32(1.4614682), np.float32(1.210603), np.float32(1.985932), np.float32(1.1707144), np.float32(1.3126221), np.float32(1.2650009), np.float32(0.98035914), np.float32(1.1953237), np.float32(1.2062619)]"
35,"[np.float32(0.5731595), np.float32(-4.540436), np.float32(-0.207578), np.float32(-0.20286351), np.float32(-1.2237947), np.float32(0.7999159), np.float32(0.77614677), np.float32(0.37209582), np.float32(-0.08079691), np.float32(-0.19234657), np.float32(0.20066468), np.float32(-0.3346837), np.float32(0.06281693), np.float32(-0.0681026), np.float32(-0.12760524), np.float32(-0.015083857), np.float32(0.016590163), np.float32(-0.006767586), np.float32(-0.0020607486), np.float32(0.081581), np.float32(-0.07531756)]","[np.float32(1.1152419), np.float32(1.2546288), np.float32(1.5844779), np.float32(2.528129), np.float32(1.1358641), np.float32(1.2954316), np.float32(1.1527904), np.float32(1.2652607), np.float32(1.1500486), np.float32(1.2832017)]"
36,"[np.float32(0.6690002), np.float32(-5.320135), np.float32(0.15898356), np.float32(-0.10744238), np.float32(0.0379245), np.float32(-0.626725), np.float32(0.750059), np.float32(0.40603018), np.float32(-0.12567155), np.float32(-0.26908886), np.float32(0.18714474), np.float32(-0.35946232), np.float32(0.057258435), np.float32(-0.12498185), np.float32(-0.17305288), np.float32(0.01956515), np.float32(0.0075783357), np.float32(-0.05775167), np.float32(0.0928531), np.float32(0.00030052662), np.float32(-0.0804891)]","[np.float32(1.1254134), np.float32(1.268671), np.float32(1.8636607), np.float32(0.44913507), np.float32(1.0674989), np.float32(1.3934141), np.float32(1.2068392), np.float32(1.215191), np.float32(1.1411738), np.float32(1.2296759)]"
37,"[np.float32(0.6487271), np.float32(-5.2002316), np.float32(-0.43972486), np.float32(-0.29359567), np.float32(-0.72069085), np.float32(0.32699654), np.float32(0.79881096), np.float32(0.43714958), np.float32(-0.17629546), np.float32(-0.28318083), np.float32(0.19172744), np.float32(-0.3535906), np.float32(0.032802925), np.float32(-0.121753395), np.float32(-0.16445056), np.float32(0.026273169), np.float32(0.009779304), np.float32(-0.08315739), np.float32(0.06677182), np.float32(0.024679027), np.float32(-0.08177735)]","[np.float32(1.1055647), np.float32(1.2868794), np.float32(2.4124167), np.float32(0.662157), np.float32(1.1687182), np.float32(1.3078697), np.float32(1.0544806), np.float32(1.2741314), np.float32(1.0791543), np.float32(1.1637001)]"
38,"[np.float32(0.69031256), np.float32(-5.391712), np.float32(0.15600632), np.float32(0.17768419), np.float32(-0.40986663), np.float32(-0.16765726), np.float32(0.7533751), np.float32(0.4464844), np.float32(-0.09158509), np.float32(-0.2629556), np.float32(0.24656586), np.float32(-0.35039306), np.float32(0.046211354), np.float32(-0.098152995), np.float32(-0.15734094), np.float32(0.017630883), np.float32(0.04086279), np.float32(-0.06793505), np.float32(0.057885796), np.float32(0.033360228), np.float32(-0.04990401)]","[np.float32(1.085183), np.float32(1.2308046), np.float32(1.1795052), np.float32(1.3690273), np.float32(1.0929756), np.float32(1.2129496), np.float32(1.2455822), np.float32(1.2417449), np.float32(1.1909982), np.float32(1.1570698)]"
