Iteration,test_preds,estimated_params
22,"[np.float32(2.4626315), np.float32(-10.096567), np.float32(-4.2739587), np.float32(-0.76113313), np.float32(-2.75982), np.float32(-0.46984684), np.float32(0.16029131), np.float32(0.088032424), np.float32(0.05978574), np.float32(0.17376888), np.float32(-0.13941848), np.float32(-0.25766397), np.float32(-0.03668189), np.float32(0.02725333), np.float32(-0.06001693), np.float32(0.10625753), np.float32(-0.082217276), np.float32(0.17415154), np.float32(0.06290193), np.float32(-0.017250776), np.float32(0.017737411)]","[np.float32(1.0473201), np.float32(0.97862136), np.float32(1.8510958), np.float32(2.0846994), np.float32(1.0444463), np.float32(0.9418734), np.float32(0.9488401), np.float32(1.0766855), np.float32(1.0050961), np.float32(0.9948702)]"
23,"[np.float32(2.3955114), np.float32(-9.867012), np.float32(-3.9525282), np.float32(-0.75263083), np.float32(-3.322501), np.float32(0.015567303), np.float32(0.16879144), np.float32(0.05412501), np.float32(0.10395495), np.float32(0.19963217), np.float32(-0.115647554), np.float32(-0.18230088), np.float32(-0.06109023), np.float32(-0.008418977), np.float32(-0.024323285), np.float32(0.13784139), np.float32(-0.08328687), np.float32(0.2429192), np.float32(0.03203626), np.float32(-0.002046354), np.float32(0.02245446)]","[np.float32(1.0412664), np.float32(0.9863505), np.float32(2.1561277), np.float32(2.4861383), np.float32(1.0548902), np.float32(0.9334732), np.float32(0.9565914), np.float32(1.0686784), np.float32(1.0017928), np.float32(0.995688)]"
24,"[np.float32(2.4800339), np.float32(-10.149421), np.float32(-4.3680167), np.float32(-0.7579788), np.float32(-2.5926569), np.float32(-0.6187586), np.float32(0.1516765), np.float32(0.108976066), np.float32(0.0377367), np.float32(0.17137778), np.float32(-0.14816695), np.float32(-0.29459968), np.float32(-0.02634108), np.float32(0.04852882), np.float32(-0.06969392), np.float32(0.1063385), np.float32(-0.0756849), np.float32(0.15138161), np.float32(0.069699496), np.float32(-0.028173264), np.float32(0.013885248)]","[np.float32(1.0489677), np.float32(0.97680545), np.float32(1.8325852), np.float32(1.9147677), np.float32(1.0400978), np.float32(0.94379026), np.float32(0.94677794), np.float32(1.0777041), np.float32(1.0064179), np.float32(0.99348634)]"
25,"[np.float32(2.4388566), np.float32(-10.002541), np.float32(-4.216562), np.float32(-0.7385257), np.float32(-2.853795), np.float32(-0.40072942), np.float32(0.1402834), np.float32(0.1226255), np.float32(0.031604983), np.float32(0.19448566), np.float32(-0.14648485), np.float32(-0.30816913), np.float32(-0.02892384), np.float32(0.06422001), np.float32(-0.054750532), np.float32(0.1342738), np.float32(-0.067405045), np.float32(0.16673121), np.float32(0.054526903), np.float32(-0.045987397), np.float32(0.009453148)]","[np.float32(1.0418735), np.float32(0.9813791), np.float32(2.205622), np.float32(1.8199967), np.float32(1.0487552), np.float32(0.9365042), np.float32(0.9515607), np.float32(1.0745769), np.float32(1.0058734), np.float32(0.9906205)]"
26,"[np.float32(2.3701072), np.float32(-9.7731905), np.float32(-3.8551097), np.float32(-0.7399557), np.float32(-3.486694), np.float32(0.15208459), np.float32(0.16189346), np.float32(0.059604436), np.float32(0.10417296), np.float32(0.21532303), np.float32(-0.112151146), np.float32(-0.18402927), np.float32(-0.06465781), np.float32(-0.0034276843), np.float32(-0.012877077), np.float32(0.16105124), np.float32(-0.07542722), np.float32(0.25646847), np.float32(0.020566542), np.float32(-0.01020854), np.float32(0.01902572)]","[np.float32(1.039359), np.float32(0.98785806), np.float32(2.4400582), np.float32(2.4318078), np.float32(1.0584794), np.float32(0.9315341), np.float32(0.9602834), np.float32(1.0659109), np.float32(1.0032172), np.float32(0.9934864)]"
27,"[np.float32(2.4924026), np.float32(-10.190648), np.float32(-4.420853), np.float32(-0.7605818), np.float32(-2.5002413), np.float32(-0.698252), np.float32(0.15161589), np.float32(0.11162847), np.float32(0.03357643), np.float32(0.16673413), np.float32(-0.15028548), np.float32(-0.30065042), np.float32(-0.023374021), np.float32(0.050626278), np.float32(-0.074525386), np.float32(0.102254994), np.float32(-0.0746315), np.float32(0.14305598), np.float32(0.074215576), np.float32(-0.02669708), np.float32(0.013523065)]","[np.float32(1.0491611), np.float32(0.9742225), np.float32(1.7616656), np.float32(1.896588), np.float32(1.0400122), np.float32(0.94262576), np.float32(0.9451786), np.float32(1.0797627), np.float32(1.0065435), np.float32(0.99254745)]"
28,"[np.float32(2.461062), np.float32(-10.079437), np.float32(-4.3073025), np.float32(-0.74591136), np.float32(-2.69654), np.float32(-0.5347551), np.float32(0.14240916), np.float32(0.12362075), np.float32(0.027024604), np.float32(0.18384132), np.float32(-0.15018833), np.float32(-0.31452602), np.float32(-0.024303526), np.float32(0.06500685), np.float32(-0.06428996), np.float32(0.121060975), np.float32(-0.06992227), np.float32(0.15374064), np.float32(0.06269699), np.float32(-0.042312764), np.float32(0.010492608)]","[np.float32(1.0464149), np.float32(0.97781), np.float32(2.034909), np.float32(1.8113995), np.float32(1.0434526), np.float32(0.9408687), np.float32(0.94807756), np.float32(1.0787884), np.float32(1.0083535), np.float32(0.99125636)]"
29,"[np.float32(2.4588346), np.float32(-10.077526), np.float32(-4.2792664), np.float32(-0.75233454), np.float32(-2.7479582), np.float32(-0.48568714), np.float32(0.15069497), np.float32(0.10635558), np.float32(0.04330623), np.float32(0.18019754), np.float32(-0.14475143), np.float32(-0.28675014), np.float32(-0.030822515), np.float32(0.046815217), np.float32(-0.061234057), np.float32(0.11518102), np.float32(-0.075900905), np.float32(0.16502498), np.float32(0.061738923), np.float32(-0.031221833), np.float32(0.0139306635)]","[np.float32(1.0465851), np.float32(0.9779743), np.float32(1.963248), np.float32(1.9427994), np.float32(1.0447049), np.float32(0.9394393), np.float32(0.9487149), np.float32(1.0769601), np.float32(1.0071601), np.float32(0.99207014)]"
30,"[np.float32(2.465161), np.float32(-10.0985565), np.float32(-4.307684), np.float32(-0.7533771), np.float32(-2.697908), np.float32(-0.5289462), np.float32(0.15017793), np.float32(0.10883939), np.float32(0.040059738), np.float32(0.17792073), np.float32(-0.1463629), np.float32(-0.29189837), np.float32(-0.028852314), np.float32(0.049183697), np.float32(-0.06406465), np.float32(0.112961665), np.float32(-0.07544174), np.float32(0.15990391), np.float32(0.06414747), np.float32(-0.0315635), np.float32(0.013620287)]","[np.float32(1.0464491), np.float32(0.9780156), np.float32(1.9331926), np.float32(1.9174255), np.float32(1.0421686), np.float32(0.9415299), np.float32(0.9479614), np.float32(1.0779673), np.float32(1.0072705), np.float32(0.99230343)]"
31,"[np.float32(2.459159), np.float32(-10.0863285), np.float32(-4.2532406), np.float32(-0.76237833), np.float32(-2.7968745), np.float32(-0.43665075), np.float32(0.1627616), np.float32(0.08240816), np.float32(0.065604635), np.float32(0.17394984), np.float32(-0.13707983), np.float32(-0.24767455), np.float32(-0.039247185), np.float32(0.021468967), np.float32(-0.057760924), np.float32(0.10581858), np.float32(-0.08388865), np.float32(0.17994827), np.float32(0.06136743), np.float32(-0.013756886), np.float32(0.018821687)]","[np.float32(1.047093), np.float32(0.97930485), np.float32(1.8477653), np.float32(2.1334538), np.float32(1.0423776), np.float32(0.9387525), np.float32(0.9493128), np.float32(1.075048), np.float32(1.0037386), np.float32(0.99691343)]"
32,"[np.float32(2.4128067), np.float32(-9.920004), np.float32(-4.0731606), np.float32(-0.7423175), np.float32(-3.1072297), np.float32(-0.1762985), np.float32(0.15250161), np.float32(0.091058284), np.float32(0.065873355), np.float32(0.19955415), np.float32(-0.1321007), np.float32(-0.25033087), np.float32(-0.04516375), np.float32(0.030742735), np.float32(-0.038640916), np.float32(0.13959573), np.float32(-0.07386782), np.float32(0.2029663), np.float32(0.042827003), np.float32(-0.028277405), np.float32(0.014647834)]","[np.float32(1.0420794), np.float32(0.9832992), np.float32(2.2485762), np.float32(2.0853477), np.float32(1.0512805), np.float32(0.93657166), np.float32(0.9545992), np.float32(1.071848), np.float32(1.0049503), np.float32(0.9934444)]"
33,"[np.float32(2.418432), np.float32(-9.929937), np.float32(-4.1383724), np.float32(-0.72919846), np.float32(-2.9886894), np.float32(-0.28703237), np.float32(0.13606924), np.float32(0.12605846), np.float32(0.031947285), np.float32(0.20574838), np.float32(-0.14414716), np.float32(-0.30900562), np.float32(-0.031552345), np.float32(0.068250686), np.float32(-0.04639396), np.float32(0.1484866), np.float32(-0.06323524), np.float32(0.17701772), np.float32(0.04658082), np.float32(-0.05165409), np.float32(0.0072585344)]","[np.float32(1.0424778), np.float32(0.9832964), np.float32(2.4081268), np.float32(1.7849786), np.float32(1.0512292), np.float32(0.9364394), np.float32(0.9524189), np.float32(1.0755934), np.float32(1.0076534), np.float32(0.99029064)]"
34,"[np.float32(2.5443895), np.float32(-10.344451), np.float32(-4.682226), np.float32(-0.7523557), np.float32(-2.0407088), np.float32(-1.1075331), np.float32(0.12985668), np.float32(0.16577077), np.float32(-0.0210139), np.float32(0.16054228), np.float32(-0.16965657), np.float32(-0.38799405), np.float32(0.004974067), np.float32(0.10536376), np.float32(-0.09762439), np.float32(0.1049314), np.float32(-0.052163526), np.float32(0.0945614), np.float32(0.087549284), np.float32(-0.042759407), np.float32(0.00410692)]","[np.float32(1.051632), np.float32(0.9713066), np.float32(1.6305064), np.float32(1.5883672), np.float32(1.0372269), np.float32(0.9446627), np.float32(0.9378111), np.float32(1.0895628), np.float32(1.013486), np.float32(0.98797923)]"
35,"[np.float32(2.3855085), np.float32(-9.826203), np.float32(-3.9382994), np.float32(-0.7394265), np.float32(-3.3422086), np.float32(0.026962161), np.float32(0.15723583), np.float32(0.0736109), np.float32(0.08778469), np.float32(0.21006173), np.float32(-0.120606005), np.float32(-0.21294606), np.float32(-0.05672562), np.float32(0.011828512), np.float32(-0.022826046), np.float32(0.15383634), np.float32(-0.07398679), np.float32(0.23431145), np.float32(0.029305875), np.float32(-0.018957376), np.float32(0.016712897)]","[np.float32(1.0424266), np.float32(0.98348516), np.float32(2.3932853), np.float32(2.257703), np.float32(1.056163), np.float32(0.93245053), np.float32(0.95733213), np.float32(1.068637), np.float32(1.00384), np.float32(0.9928477)]"
36,"[np.float32(2.4092853), np.float32(-9.90282), np.float32(-4.079569), np.float32(-0.7335837), np.float32(-3.092978), np.float32(-0.19323492), np.float32(0.14373478), np.float32(0.10778272), np.float32(0.050781667), np.float32(0.20573667), np.float32(-0.1368711), np.float32(-0.27710307), np.float32(-0.039971292), np.float32(0.048603952), np.float32(-0.039643764), np.float32(0.14832062), np.float32(-0.06761147), np.float32(0.1940018), np.float32(0.04221423), np.float32(-0.040782858), np.float32(0.010558825)]","[np.float32(1.0413349), np.float32(0.9831986), np.float32(2.389408), np.float32(1.9361978), np.float32(1.0518605), np.float32(0.93509984), np.float32(0.9543465), np.float32(1.072925), np.float32(1.0058072), np.float32(0.9924755)]"
37,"[np.float32(2.4673433), np.float32(-10.104639), np.float32(-4.321068), np.float32(-0.7523756), np.float32(-2.6740975), np.float32(-0.550612), np.float32(0.14835945), np.float32(0.11296728), np.float32(0.035873428), np.float32(0.1780495), np.float32(-0.14788514), np.float32(-0.29889613), np.float32(-0.026994199), np.float32(0.053479612), np.float32(-0.06547204), np.float32(0.11351993), np.float32(-0.07410826), np.float32(0.15628341), np.float32(0.06497354), np.float32(-0.033899534), np.float32(0.012861356)]","[np.float32(1.0472536), np.float32(0.97826505), np.float32(1.9396379), np.float32(1.8867846), np.float32(1.0422776), np.float32(0.94193155), np.float32(0.94725394), np.float32(1.0803506), np.float32(1.0069054), np.float32(0.99297255)]"
38,"[np.float32(2.3885722), np.float32(-9.835255), np.float32(-3.9634576), np.float32(-0.73636615), np.float32(-3.2972515), np.float32(-0.013309479), np.float32(0.15310688), np.float32(0.08284119), np.float32(0.078401245), np.float32(0.21055591), np.float32(-0.12457472), np.float32(-0.22976902), np.float32(-0.05285552), np.float32(0.021847963), np.float32(-0.025999337), np.float32(0.15443423), np.float32(-0.07177225), np.float32(0.22521728), np.float32(0.031504743), np.float32(-0.025609262), np.float32(0.014722835)]","[np.float32(1.0403425), np.float32(0.9851887), np.float32(2.4298227), np.float32(2.1626365), np.float32(1.0552238), np.float32(0.93245006), np.float32(0.95604205), np.float32(1.069944), np.float32(1.0044483), np.float32(0.9924595)]"
