Iteration,test_preds,estimated_params
11,"[np.float32(2.8522162), np.float32(-11.229114), np.float32(-5.921573), np.float32(-0.8014783), np.float32(-0.42569983), np.float32(-3.0333836), np.float32(0.006599337), np.float32(0.20041516), np.float32(-0.26409167), np.float32(0.22998285), np.float32(-0.23965752), np.float32(-0.5262881), np.float32(0.10891959), np.float32(0.24348527), np.float32(-0.16130957), np.float32(0.19726104), np.float32(0.07334907), np.float32(-0.015436649), np.float32(0.11687821), np.float32(0.03234534), np.float32(-0.021141019)]","[np.float32(0.71885026), np.float32(1.1796615), np.float32(0.97753805), np.float32(1.0711942), np.float32(1.0161351), np.float32(0.9702584), np.float32(0.9113837), np.float32(1.1256326), np.float32(1.0336869), np.float32(0.9717354)]"
12,"[np.float32(2.7855196), np.float32(-11.038153), np.float32(-5.7626247), np.float32(-0.71071386), np.float32(-0.03339386), np.float32(-2.779952), np.float32(0.10256027), np.float32(0.36942768), np.float32(-0.09080443), np.float32(0.094709486), np.float32(-0.18031567), np.float32(-0.57611233), np.float32(0.077079475), np.float32(0.22638416), np.float32(-0.14260995), np.float32(0.17752221), np.float32(0.108831465), np.float32(-0.004609525), np.float32(0.12036319), np.float32(0.0149525255), np.float32(-0.036829464)]","[np.float32(1.1920704), np.float32(0.8418743), np.float32(0.9657439), np.float32(1.0845667), np.float32(1.0256895), np.float32(0.96483254), np.float32(0.9129342), np.float32(1.1214601), np.float32(1.037884), np.float32(0.9666683)]"
13,"[np.float32(2.7583735), np.float32(-10.965693), np.float32(-5.701598), np.float32(-0.67846024), np.float32(0.11926818), np.float32(-2.6797776), np.float32(0.14265455), np.float32(0.4460473), np.float32(-0.013991758), np.float32(0.033463433), np.float32(-0.16328293), np.float32(-0.5932455), np.float32(0.062197775), np.float32(0.22346413), np.float32(-0.13338497), np.float32(0.1724809), np.float32(0.1201136), np.float32(-0.003997445), np.float32(0.11925196), np.float32(0.0067607313), np.float32(-0.042328015)]","[np.float32(1.36853), np.float32(0.7287982), np.float32(0.9606893), np.float32(1.09107), np.float32(1.0273964), np.float32(0.96218854), np.float32(0.9199055), np.float32(1.1116318), np.float32(1.039038), np.float32(0.96490633)]"
14,"[np.float32(3.2183208), np.float32(-11.798508), np.float32(-6.602147), np.float32(-1.0723715), np.float32(-2.501877), np.float32(-4.5467863), np.float32(0.061495975), np.float32(0.16371918), np.float32(-0.28130186), np.float32(0.2736714), np.float32(-0.015959918), np.float32(-0.6254216), np.float32(0.1736952), np.float32(0.16586976), np.float32(-0.21661597), np.float32(0.18306066), np.float32(0.105102584), np.float32(0.14383394), np.float32(0.21919167), np.float32(0.03366552), np.float32(-0.07471015)]","[np.float32(0.6760034), np.float32(0.53001267), np.float32(0.98995376), np.float32(1.0618055), np.float32(0.98799044), np.float32(1.0015281), np.float32(0.89101326), np.float32(1.1526674), np.float32(1.0427729), np.float32(0.96538997)]"
15,"[np.float32(2.800113), np.float32(-11.048752), np.float32(-5.7850957), np.float32(-0.7190565), np.float32(-0.11458063), np.float32(-2.8442497), np.float32(0.12940946), np.float32(0.41426837), np.float32(-0.044797927), np.float32(0.059737206), np.float32(-0.16116029), np.float32(-0.5904492), np.float32(0.073350966), np.float32(0.22407773), np.float32(-0.14119959), np.float32(0.17812473), np.float32(0.11266157), np.float32(0.0059164762), np.float32(0.12647842), np.float32(0.0117022395), np.float32(-0.044476494)]","[np.float32(1.256628), np.float32(0.7393336), np.float32(0.9634298), np.float32(1.0873442), np.float32(1.0260696), np.float32(0.965451), np.float32(0.9162625), np.float32(1.1175966), np.float32(1.0365611), np.float32(0.96760887)]"
16,"[np.float32(2.8370152), np.float32(-11.120909), np.float32(-5.8586674), np.float32(-0.7543638), np.float32(-0.3216467), np.float32(-2.9901757), np.float32(0.1195146), np.float32(0.38917142), np.float32(-0.06909351), np.float32(0.08073017), np.float32(-0.157547), np.float32(-0.5890872), np.float32(0.08283684), np.float32(0.22411901), np.float32(-0.14797163), np.float32(0.18277363), np.float32(0.10673338), np.float32(0.015352696), np.float32(0.1332065), np.float32(0.015650734), np.float32(-0.046803735)]","[np.float32(1.1724329), np.float32(0.73729014), np.float32(0.96624637), np.float32(1.0849149), np.float32(1.023541), np.float32(0.9665436), np.float32(0.9120946), np.float32(1.1232361), np.float32(1.0364195), np.float32(0.96789724)]"
17,"[np.float32(2.8586984), np.float32(-11.188847), np.float32(-5.9117556), np.float32(-0.7850758), np.float32(-0.44473183), np.float32(-3.0672307), np.float32(0.0746973), np.float32(0.30760968), np.float32(-0.15195568), np.float32(0.14617117), np.float32(-0.1815387), np.float32(-0.5679499), np.float32(0.09751594), np.float32(0.2297242), np.float32(-0.15693909), np.float32(0.18939777), np.float32(0.09291592), np.float32(0.011459827), np.float32(0.13220298), np.float32(0.024496734), np.float32(-0.039956108)]","[np.float32(0.98628694), np.float32(0.8701791), np.float32(0.96860105), np.float32(1.0828174), np.float32(1.0230591), np.float32(0.9671905), np.float32(0.90892404), np.float32(1.1286291), np.float32(1.0358951), np.float32(0.9685694)]"
18,"[np.float32(2.4693985), np.float32(-10.4718685), np.float32(-5.157749), np.float32(-0.415683), np.float32(1.7140083), np.float32(-1.5235803), np.float32(0.074688), np.float32(0.3702307), np.float32(-0.09497638), np.float32(0.078904554), np.float32(-0.24805269), np.float32(-0.5429615), np.float32(0.02322352), np.float32(0.21671864), np.float32(-0.09640002), np.float32(0.1235614), np.float32(0.15878344), np.float32(-0.11560273), np.float32(0.048886314), np.float32(-0.011689544), np.float32(0.014572941)]","[np.float32(1.5475127), np.float32(1.4633964), np.float32(0.957839), np.float32(1.0908773), np.float32(1.0214884), np.float32(0.96987617), np.float32(0.9543547), np.float32(1.0678247), np.float32(1.0333958), np.float32(0.97149813)]"
19,"[np.float32(2.6825387), np.float32(-10.867231), np.float32(-5.5693784), np.float32(-0.6199314), np.float32(0.5378325), np.float32(-2.3642955), np.float32(0.07435854), np.float32(0.33880186), np.float32(-0.124500416), np.float32(0.11440158), np.float32(-0.21982169), np.float32(-0.55361474), np.float32(0.06357002), np.float32(0.2273475), np.float32(-0.1300089), np.float32(0.16342962), np.float32(0.11793731), np.float32(-0.04564929), np.float32(0.09412583), np.float32(0.010271251), np.float32(-0.01600866)]","[np.float32(1.2347251), np.float32(1.0805897), np.float32(0.9663576), np.float32(1.0860388), np.float32(1.0257715), np.float32(0.964775), np.float32(0.9214974), np.float32(1.1089377), np.float32(1.0357352), np.float32(0.9680539)]"
20,"[np.float32(2.6551938), np.float32(-10.79081), np.float32(-5.506908), np.float32(-0.58629143), np.float32(0.6935762), np.float32(-2.2639108), np.float32(0.11890164), np.float32(0.4210242), np.float32(-0.041997455), np.float32(0.04987608), np.float32(-0.19640017), np.float32(-0.5746465), np.float32(0.048558176), np.float32(0.22336745), np.float32(-0.12145984), np.float32(0.15799813), np.float32(0.13041125), np.float32(-0.04065773), np.float32(0.09541056), np.float32(0.002452284), np.float32(-0.024051879)]","[np.float32(1.4516814), np.float32(0.9169792), np.float32(0.9580365), np.float32(1.0924691), np.float32(1.0300522), np.float32(0.96139073), np.float32(0.92762077), np.float32(1.1023282), np.float32(1.0356637), np.float32(0.9676557)]"
21,"[np.float32(2.8094866), np.float32(-11.095001), np.float32(-5.871658), np.float32(-0.70945174), np.float32(0.037764788), np.float32(-2.9595325), np.float32(0.050806344), np.float32(0.35584027), np.float32(-0.18113418), np.float32(0.15083328), np.float32(-0.20755076), np.float32(-0.61436146), np.float32(0.105342686), np.float32(0.27776998), np.float32(-0.15253013), np.float32(0.19220328), np.float32(0.11641231), np.float32(-0.0037686527), np.float32(0.10386956), np.float32(0.008252174), np.float32(-0.03640179)]","[np.float32(1.0620643), np.float32(0.9502816), np.float32(1.0383257), np.float32(0.9364248), np.float32(1.0274225), np.float32(0.9637147), np.float32(0.910845), np.float32(1.1267114), np.float32(1.0428376), np.float32(0.9617144)]"
22,"[np.float32(2.975309), np.float32(-11.636009), np.float32(-6.5003076), np.float32(-0.7486107), np.float32(1.1575165), np.float32(-3.8948588), np.float32(0.076295), np.float32(0.31395307), np.float32(-0.13665955), np.float32(0.11387333), np.float32(-0.17592508), np.float32(-0.51214945), np.float32(0.0856916), np.float32(0.18178195), np.float32(-0.14758173), np.float32(0.2767498), np.float32(0.22279526), np.float32(-0.081316054), np.float32(0.17093468), np.float32(0.13293794), np.float32(-0.049722314)]","[np.float32(1.0733908), np.float32(0.9326704), np.float32(0.50177175), np.float32(1.1252406), np.float32(1.0189892), np.float32(0.9792302), np.float32(0.89856595), np.float32(1.1412644), np.float32(1.0464284), np.float32(0.959468)]"
23,"[np.float32(2.7804193), np.float32(-11.0404415), np.float32(-5.7085743), np.float32(-0.73859817), np.float32(-0.24951458), np.float32(-2.6818926), np.float32(0.08375852), np.float32(0.28754407), np.float32(-0.12731086), np.float32(0.13382988), np.float32(-0.19281268), np.float32(-0.53017765), np.float32(0.074454516), np.float32(0.20268139), np.float32(-0.14455703), np.float32(0.1696527), np.float32(0.08446103), np.float32(-0.008189023), np.float32(0.12434039), np.float32(0.02211997), np.float32(-0.026577763)]","[np.float32(1.0632143), np.float32(0.95334345), np.float32(0.9590241), np.float32(1.1689608), np.float32(1.0247492), np.float32(0.96285397), np.float32(0.912456), np.float32(1.1206656), np.float32(1.0324448), np.float32(0.9719554)]"
24,"[np.float32(2.7936077), np.float32(-11.096102), np.float32(-5.745494), np.float32(-0.751499), np.float32(-0.18547344), np.float32(-2.7243204), np.float32(0.096255794), np.float32(0.2639011), np.float32(-0.10752985), np.float32(0.123560935), np.float32(-0.18539613), np.float32(-0.49567896), np.float32(0.06455678), np.float32(0.17192468), np.float32(-0.1427195), np.float32(0.16980766), np.float32(0.08705966), np.float32(-0.018229127), np.float32(0.1380546), np.float32(0.042215146), np.float32(-0.025098704)]","[np.float32(1.0646669), np.float32(0.951126), np.float32(0.8536934), np.float32(1.2670219), np.float32(1.0245528), np.float32(0.96278423), np.float32(0.9124081), np.float32(1.1204782), np.float32(1.0295554), np.float32(0.97486836)]"
25,"[np.float32(2.7362225), np.float32(-10.905472), np.float32(-5.532664), np.float32(-0.73506397), np.float32(-0.5596204), np.float32(-2.4151373), np.float32(0.08441587), np.float32(0.28282782), np.float32(-0.12508121), np.float32(0.14063808), np.float32(-0.19577032), np.float32(-0.53425765), np.float32(0.071169645), np.float32(0.20822108), np.float32(-0.14177755), np.float32(0.15010045), np.float32(0.055965215), np.float32(0.008454382), np.float32(0.113487326), np.float32(-0.0025286674), np.float32(-0.02184641)]","[np.float32(1.0620815), np.float32(0.95312876), np.float32(1.0907272), np.float32(1.1679561), np.float32(1.0244747), np.float32(0.96128035), np.float32(0.91528255), np.float32(1.1180569), np.float32(1.0306551), np.float32(0.9734395)]"
26,"[np.float32(2.7253847), np.float32(-10.862314), np.float32(-5.507161), np.float32(-0.72399837), np.float32(-0.60481167), np.float32(-2.385183), np.float32(0.07383548), np.float32(0.30356917), np.float32(-0.14245947), np.float32(0.14921932), np.float32(-0.20205772), np.float32(-0.5650941), np.float32(0.079790086), np.float32(0.2357449), np.float32(-0.1430288), np.float32(0.14904267), np.float32(0.05390747), np.float32(0.014848381), np.float32(0.103254445), np.float32(-0.018624574), np.float32(-0.02313722)]","[np.float32(1.0606401), np.float32(0.95667124), np.float32(1.1799796), np.float32(1.0918775), np.float32(1.0283574), np.float32(0.9589644), np.float32(0.9160791), np.float32(1.1202493), np.float32(1.0335248), np.float32(0.97056276)]"
27,"[np.float32(2.899786), np.float32(-11.3731), np.float32(-6.22311), np.float32(-0.719385), np.float32(0.6599215), np.float32(-3.491573), np.float32(0.05350876), np.float32(0.35540402), np.float32(-0.17510517), np.float32(0.13689564), np.float32(-0.19691664), np.float32(-0.58816504), np.float32(0.10599789), np.float32(0.2528867), np.float32(-0.15378755), np.float32(0.23874283), np.float32(0.17787826), np.float32(-0.035886914), np.float32(0.12785593), np.float32(0.066132665), np.float32(-0.0457426)]","[np.float32(1.0688142), np.float32(0.9433312), np.float32(0.7665804), np.float32(0.9739464), np.float32(1.0219873), np.float32(0.97567374), np.float32(0.9034798), np.float32(1.1365166), np.float32(1.0464156), np.float32(0.9594752)]"
28,"[np.float32(2.7887473), np.float32(-11.05366), np.float32(-5.758359), np.float32(-0.7282368), np.float32(-0.16200542), np.float32(-2.7678876), np.float32(0.07212925), np.float32(0.3115195), np.float32(-0.14644706), np.float32(0.1399649), np.float32(-0.19827491), np.float32(-0.560482), np.float32(0.08527234), np.float32(0.22938445), np.float32(-0.14743802), np.float32(0.17679806), np.float32(0.09456819), np.float32(-0.006545007), np.float32(0.11691185), np.float32(0.015858993), np.float32(-0.029897183)]","[np.float32(1.0650142), np.float32(0.9494875), np.float32(0.99110776), np.float32(1.0846334), np.float32(1.0227077), np.float32(0.96571046), np.float32(0.91104895), np.float32(1.1252196), np.float32(1.0343237), np.float32(0.9699465)]"
29,"[np.float32(2.5588946), np.float32(-10.392208), np.float32(-4.741888), np.float32(-0.75506693), np.float32(-1.9384886), np.float32(-1.194877), np.float32(0.13030167), np.float32(0.16759533), np.float32(-0.023967713), np.float32(0.15523247), np.float32(-0.1710248), np.float32(-0.39167538), np.float32(0.00806731), np.float32(0.10656035), np.float32(-0.102213025), np.float32(0.10083913), np.float32(-0.049685046), np.float32(0.08777377), np.float32(0.09170986), np.float32(-0.037725966), np.float32(0.003781803)]","[np.float32(1.052875), np.float32(0.9702686), np.float32(1.5380093), np.float32(1.5955012), np.float32(1.0365046), np.float32(0.9458934), np.float32(0.93645746), np.float32(1.0913391), np.float32(1.0147831), np.float32(0.9867511)]"
30,"[np.float32(2.6040094), np.float32(-10.527921), np.float32(-4.9473133), np.float32(-0.752135), np.float32(-1.5828571), np.float32(-1.5073135), np.float32(0.11943737), np.float32(0.19726855), np.float32(-0.0527391), np.float32(0.14773543), np.float32(-0.18008369), np.float32(-0.4346885), np.float32(0.025955081), np.float32(0.13513371), np.float32(-0.11642012), np.float32(0.102925755), np.float32(-0.0297025), np.float32(0.061959356), np.float32(0.10016595), np.float32(-0.03293452), np.float32(-0.0018053725)]","[np.float32(1.0551326), np.float32(0.96727425), np.float32(1.3739617), np.float32(1.4812547), np.float32(1.0358244), np.float32(0.9488494), np.float32(0.9306655), np.float32(1.0992395), np.float32(1.0187544), np.float32(0.9840052)]"
31,"[np.float32(2.9599235), np.float32(-11.586079), np.float32(-6.442792), np.float32(-0.7443493), np.float32(1.0510483), np.float32(-3.805314), np.float32(0.07370548), np.float32(0.3189104), np.float32(-0.14201565), np.float32(0.11634886), np.float32(-0.17973953), np.float32(-0.52424175), np.float32(0.08904353), np.float32(0.19339871), np.float32(-0.14924875), np.float32(0.2648489), np.float32(0.21150024), np.float32(-0.07285568), np.float32(0.16378197), np.float32(0.12180011), np.float32(-0.048225172)]","[np.float32(1.0714668), np.float32(0.9343331), np.float32(0.53635293), np.float32(1.1120903), np.float32(1.0203922), np.float32(0.97802883), np.float32(0.9013267), np.float32(1.1381327), np.float32(1.0457124), np.float32(0.9594091)]"
32,"[np.float32(3.0058303), np.float32(-11.743827), np.float32(-6.603894), np.float32(-0.76570845), np.float32(1.3576933), np.float32(-4.0572367), np.float32(0.08926912), np.float32(0.2874107), np.float32(-0.112288475), np.float32(0.1056658), np.float32(-0.1632272), np.float32(-0.46473008), np.float32(0.06991583), np.float32(0.13671073), np.float32(-0.14105481), np.float32(0.30362383), np.float32(0.24329564), np.float32(-0.104301095), np.float32(0.19341263), np.float32(0.16029462), np.float32(-0.051401123)]","[np.float32(1.0750457), np.float32(0.93114537), np.float32(0.4269712), np.float32(1.1826758), np.float32(1.0152379), np.float32(0.9812754), np.float32(0.89777994), np.float32(1.1411859), np.float32(1.0433825), np.float32(0.9618042)]"
33,"[np.float32(2.6207252), np.float32(-10.566924), np.float32(-5.0393944), np.float32(-0.74150264), np.float32(-1.4207021), np.float32(-1.65836), np.float32(0.104887724), np.float32(0.22897679), np.float32(-0.08038907), np.float32(0.15269019), np.float32(-0.1878618), np.float32(-0.4779844), np.float32(0.040231377), np.float32(0.16805965), np.float32(-0.12221715), np.float32(0.11379099), np.float32(-0.013844773), np.float32(0.050946206), np.float32(0.098023444), np.float32(-0.041239344), np.float32(-0.0071747676)]","[np.float32(1.0539469), np.float32(0.96701), np.float32(1.3973727), np.float32(1.3458443), np.float32(1.0364208), np.float32(0.94723636), np.float32(0.9296225), np.float32(1.1021277), np.float32(1.0230666), np.float32(0.97999287)]"
34,"[np.float32(2.8432684), np.float32(-11.181362), np.float32(-6.0253987), np.float32(-0.6975217), np.float32(0.31088352), np.float32(-3.2094603), np.float32(0.035708785), np.float32(0.38786656), np.float32(-0.20453176), np.float32(0.15654206), np.float32(-0.21187234), np.float32(-0.64683545), np.float32(0.11985099), np.float32(0.30744976), np.float32(-0.1561498), np.float32(0.21399227), np.float32(0.1451489), np.float32(-0.006209016), np.float32(0.09810239), np.float32(0.0146018565), np.float32(-0.043010242)]","[np.float32(1.0640733), np.float32(0.94680893), np.float32(1.0238467), np.float32(0.83415854), np.float32(1.0277457), np.float32(0.96438134), np.float32(0.9068808), np.float32(1.1329608), np.float32(1.0486783), np.float32(0.95569766)]"
35,"[np.float32(2.6630182), np.float32(-10.705539), np.float32(-5.2008986), np.float32(-0.7514268), np.float32(-1.1420636), np.float32(-1.8919327), np.float32(0.11058551), np.float32(0.22305048), np.float32(-0.07621685), np.float32(0.13830724), np.float32(-0.18537146), np.float32(-0.46548554), np.float32(0.042008847), np.float32(0.1547719), np.float32(-0.12891847), np.float32(0.114806116), np.float32(0.0014540702), np.float32(0.03470847), np.float32(0.11165384), np.float32(-0.014962316), np.float32(-0.008635968)]","[np.float32(1.0583478), np.float32(0.96174866), np.float32(1.1885645), np.float32(1.3874469), np.float32(1.0288553), np.float32(0.95531505), np.float32(0.92323995), np.float32(1.1077477), np.float32(1.0225005), np.float32(0.98076886)]"
36,"[np.float32(2.7293994), np.float32(-10.904832), np.float32(-5.4754186), np.float32(-0.7530349), np.float32(-0.65966403), np.float32(-2.3113277), np.float32(0.10438387), np.float32(0.24194902), np.float32(-0.09136742), np.float32(0.12953636), np.float32(-0.18544227), np.float32(-0.47932318), np.float32(0.052965164), np.float32(0.16116899), np.float32(-0.13672966), np.float32(0.14118154), np.float32(0.043389156), np.float32(0.006294161), np.float32(0.12637007), np.float32(0.013541438), np.float32(-0.016694512)]","[np.float32(1.0617101), np.float32(0.95607907), np.float32(1.0114139), np.float32(1.323743), np.float32(1.0245335), np.float32(0.96051407), np.float32(0.91649467), np.float32(1.1152043), np.float32(1.0244577), np.float32(0.97889405)]"
37,"[np.float32(2.753632), np.float32(-10.95874), np.float32(-5.6013865), np.float32(-0.73673266), np.float32(-0.4384389), np.float32(-2.5193052), np.float32(0.08438118), np.float32(0.28422213), np.float32(-0.12562142), np.float32(0.1377533), np.float32(-0.19454563), np.float32(-0.5320698), np.float32(0.072295815), np.float32(0.20547447), np.float32(-0.14291653), np.float32(0.15761277), np.float32(0.0669879), np.float32(0.0018607378), np.float32(0.11789327), np.float32(0.007255636), np.float32(-0.023641005)]","[np.float32(1.0616596), np.float32(0.9552374), np.float32(1.0380538), np.float32(1.1661301), np.float32(1.0233663), np.float32(0.9629336), np.float32(0.91430223), np.float32(1.1188712), np.float32(1.0305711), np.float32(0.9730088)]"
38,"[np.float32(2.8617172), np.float32(-11.249567), np.float32(-6.07979), np.float32(-0.71068937), np.float32(0.40706766), np.float32(-3.2807262), np.float32(0.047669932), np.float32(0.36476234), np.float32(-0.18496639), np.float32(0.14598727), np.float32(-0.20384246), np.float32(-0.6109886), np.float32(0.1098032), np.float32(0.27413875), np.float32(-0.1543267), np.float32(0.22089167), np.float32(0.15369324), np.float32(-0.01902622), np.float32(0.11307727), np.float32(0.03688681), np.float32(-0.04273976)]","[np.float32(1.0639371), np.float32(0.94587123), np.float32(0.9037796), np.float32(0.92454726), np.float32(1.0231186), np.float32(0.96970695), np.float32(0.9066036), np.float32(1.1317749), np.float32(1.046376), np.float32(0.95975304)]"
