Iteration,test_preds,estimated_params
11,"[np.float32(5.128742), np.float32(-18.623608), np.float32(-8.25963), np.float32(-2.2155135), np.float32(1.223976), np.float32(-1.489106), np.float32(0.40582114), np.float32(-0.28995693), np.float32(-1.2871764), np.float32(-0.7661795), np.float32(1.1245661), np.float32(-2.2265599), np.float32(0.18009186), np.float32(-1.8389392), np.float32(-0.69787127), np.float32(-0.7691702), np.float32(-0.9936714), np.float32(-2.3067908), np.float32(-0.73077416), np.float32(0.37381062), np.float32(0.15281272)]","[np.float32(1.5349026), np.float32(1.5488915), np.float32(1.0148567), np.float32(0.99045956), np.float32(1.0072794), np.float32(0.9725152), np.float32(1.0128834), np.float32(0.99791723), np.float32(0.9944215), np.float32(1.0002213)]"
12,"[np.float32(5.1771), np.float32(-18.65453), np.float32(-8.310508), np.float32(-2.2629805), np.float32(0.9820688), np.float32(-1.6649046), np.float32(0.43019637), np.float32(-0.275436), np.float32(-1.2916594), np.float32(-0.80017674), np.float32(1.199484), np.float32(-2.2833362), np.float32(0.16138083), np.float32(-1.8582251), np.float32(-0.7084044), np.float32(-0.7297754), np.float32(-1.0430801), np.float32(-2.2836924), np.float32(-0.74186695), np.float32(0.41463196), np.float32(0.123669386)]","[np.float32(1.5662745), np.float32(1.3201282), np.float32(1.0058216), np.float32(0.9995627), np.float32(1.0140094), np.float32(0.96241444), np.float32(1.0166698), np.float32(0.9982543), np.float32(0.9957065), np.float32(1.0015957)]"
13,"[np.float32(5.2603717), np.float32(-18.82576), np.float32(-8.476454), np.float32(-2.3313575), np.float32(0.57589334), np.float32(-1.9408337), np.float32(0.40916717), np.float32(-0.32095674), np.float32(-1.3447196), np.float32(-0.76927525), np.float32(1.1962249), np.float32(-2.268598), np.float32(0.16421187), np.float32(-1.8569114), np.float32(-0.7235068), np.float32(-0.71661085), np.float32(-1.0626973), np.float32(-2.2821267), np.float32(-0.73961395), np.float32(0.41474196), np.float32(0.1338628)]","[np.float32(1.3950582), np.float32(1.3452749), np.float32(0.99783117), np.float32(1.0099754), np.float32(1.0106916), np.float32(0.96260124), np.float32(1.0130694), np.float32(0.9974132), np.float32(0.9926454), np.float32(1.0001217)]"
14,"[np.float32(5.072836), np.float32(-18.519152), np.float32(-8.155129), np.float32(-2.1631336), np.float32(1.4981652), np.float32(-1.3025905), np.float32(0.4106115), np.float32(-0.2752835), np.float32(-1.2630725), np.float32(-0.7712752), np.float32(1.1166968), np.float32(-2.2270088), np.float32(0.18567732), np.float32(-1.8409379), np.float32(-0.6884283), np.float32(-0.78882015), np.float32(-0.9671496), np.float32(-2.3123868), np.float32(-0.72985387), np.float32(0.36518154), np.float32(0.15352222)]","[np.float32(1.6589257), np.float32(1.5829101), np.float32(1.0146977), np.float32(0.9915758), np.float32(1.008953), np.float32(0.9720265), np.float32(1.0128875), np.float32(0.9980731), np.float32(0.99543285), np.float32(1.0002698)]"
15,"[np.float32(5.781043), np.float32(-19.67174), np.float32(-9.346997), np.float32(-2.7710185), np.float32(-1.9786835), np.float32(-3.7163894), np.float32(0.41029358), np.float32(-0.44872218), np.float32(-1.5639064), np.float32(-0.78817374), np.float32(1.3997847), np.float32(-2.403802), np.float32(0.13280323), np.float32(-1.8916228), np.float32(-0.82490444), np.float32(-0.5136862), np.float32(-1.312292), np.float32(-2.2177858), np.float32(-0.771222), np.float32(0.55885136), np.float32(0.08993432)]","[np.float32(0.79728675), np.float32(0.73649085), np.float32(0.9682974), np.float32(1.0487375), np.float32(1.0065186), np.float32(0.9372762), np.float32(0.98338985), np.float32(0.994834), np.float32(0.9983905), np.float32(1.0017303)]"
16,"[np.float32(4.9163647), np.float32(-18.223705), np.float32(-7.8662252), np.float32(-1.9933438), np.float32(2.2341084), np.float32(-0.8072181), np.float32(0.4055873), np.float32(-0.27885908), np.float32(-1.230917), np.float32(-0.7496226), np.float32(1.0997065), np.float32(-2.2282624), np.float32(0.22182731), np.float32(-1.8606424), np.float32(-0.66645265), np.float32(-0.86670846), np.float32(-0.8601103), np.float32(-2.3286014), np.float32(-0.72369105), np.float32(0.33159372), np.float32(0.16613196)]","[np.float32(2.308779), np.float32(1.6858042), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(1.0), np.float32(1.0)]"
17,"[np.float32(5.427601), np.float32(-19.102781), np.float32(-8.7551), np.float32(-2.4682434), np.float32(-0.20927829), np.float32(-2.4853091), np.float32(0.4055453), np.float32(-0.37283576), np.float32(-1.4250495), np.float32(-0.76357436), np.float32(1.2679921), np.float32(-2.311916), np.float32(0.15421814), np.float32(-1.8795154), np.float32(-0.75632155), np.float32(-0.66155916), np.float32(-1.1362576), np.float32(-2.2644777), np.float32(-0.7509142), np.float32(0.45654395), np.float32(0.1206894)]","[np.float32(1.1909828), np.float32(1.213977), np.float32(0.9993395), np.float32(1.0213388), np.float32(1.0057653), np.float32(0.96578765), np.float32(1.0002925), np.float32(1.0075486), np.float32(1.0036539), np.float32(1.0031426)]"
18,"[np.float32(5.332603), np.float32(-18.905846), np.float32(-8.57224), np.float32(-2.394301), np.float32(0.2247693), np.float32(-2.1896102), np.float32(0.42634192), np.float32(-0.32073122), np.float32(-1.3650407), np.float32(-0.7984816), np.float32(1.2658398), np.float32(-2.3220983), np.float32(0.15101644), np.float32(-1.8748355), np.float32(-0.7395638), np.float32(-0.6723877), np.float32(-1.1151611), np.float32(-2.2640476), np.float32(-0.75399226), np.float32(0.45433688), np.float32(0.11073956)]","[np.float32(1.3662255), np.float32(1.1689624), np.float32(0.968658), np.float32(1.0414823), np.float32(1.0147189), np.float32(0.95532584), np.float32(1.0094235), np.float32(1.0011199), np.float32(0.99359953), np.float32(1.001529)]"
19,"[np.float32(5.3132033), np.float32(-19.076395), np.float32(-8.677584), np.float32(-2.3767507), np.float32(0.2932577), np.float32(-2.1114616), np.float32(0.34055945), np.float32(-0.38688838), np.float32(-1.3919058), np.float32(-0.6732042), np.float32(1.0232264), np.float32(-2.122962), np.float32(0.18915099), np.float32(-1.7926886), np.float32(-0.7204362), np.float32(-0.7552943), np.float32(-1.021301), np.float32(-2.3166587), np.float32(-0.7045634), np.float32(0.34345126), np.float32(0.2020169)]","[np.float32(0.9851456), np.float32(1.8004394), np.float32(1.0142215), np.float32(0.98927057), np.float32(0.9881045), np.float32(0.99376863), np.float32(1.0046686), np.float32(0.9959096), np.float32(0.99166054), np.float32(0.99910146)]"
20,"[np.float32(5.019986), np.float32(-18.45649), np.float32(-8.079802), np.float32(-2.10569), np.float32(1.7642899), np.float32(-1.1131732), np.float32(0.39224094), np.float32(-0.28677627), np.float32(-1.258086), np.float32(-0.75054795), np.float32(1.0612253), np.float32(-2.1913028), np.float32(0.20703377), np.float32(-1.8296806), np.float32(-0.6800716), np.float32(-0.8222684), np.float32(-0.9193169), np.float32(-2.3350906), np.float32(-0.7268127), np.float32(0.33305946), np.float32(0.17709193)]","[np.float32(1.7018993), np.float32(1.7756233), np.float32(1.0), np.float32(1.0), np.float32(1.0099708), np.float32(0.9747225), np.float32(1.0133202), np.float32(0.9966067), np.float32(0.9940711), np.float32(1.0)]"
21,"[np.float32(5.415767), np.float32(-18.428024), np.float32(-8.065367), np.float32(-2.3714838), np.float32(-3.1742225), np.float32(-1.3284339), np.float32(0.3221482), np.float32(-0.4862882), np.float32(-1.3036526), np.float32(-0.56802225), np.float32(1.379291), np.float32(-2.0736723), np.float32(0.037477374), np.float32(-1.8952107), np.float32(-0.68988574), np.float32(-0.13373934), np.float32(-1.0932329), np.float32(-1.8413074), np.float32(-0.83065015), np.float32(0.5380626), np.float32(0.03763733)]","[np.float32(1.022711), np.float32(0.9987732), np.float32(1.5054034), np.float32(1.7176896), np.float32(1.0096724), np.float32(1.0020458), np.float32(1.0072664), np.float32(0.99414414), np.float32(1.0013431), np.float32(1.0018239)]"
22,"[np.float32(5.514882), np.float32(-18.705639), np.float32(-8.292539), np.float32(-2.383124), np.float32(-2.8396883), np.float32(-1.6141765), np.float32(0.3414529), np.float32(-0.5100714), np.float32(-1.3018687), np.float32(-0.58853185), np.float32(1.3722646), np.float32(-2.0792632), np.float32(0.038932234), np.float32(-1.9451194), np.float32(-0.7009108), np.float32(-0.18193637), np.float32(-1.1130805), np.float32(-1.8573939), np.float32(-0.82705504), np.float32(0.5376636), np.float32(0.035015546)]","[np.float32(1.0229043), np.float32(1.0022151), np.float32(1.3859196), np.float32(1.6328627), np.float32(0.99948364), np.float32(1.0181255), np.float32(1.0060338), np.float32(0.9952489), np.float32(1.0028126), np.float32(1.0013089)]"
23,"[np.float32(5.2934065), np.float32(-18.091967), np.float32(-7.768228), np.float32(-2.3396194), np.float32(-3.6020875), np.float32(-0.96004057), np.float32(0.30532706), np.float32(-0.49687397), np.float32(-1.2607709), np.float32(-0.5441612), np.float32(1.3934793), np.float32(-2.010592), np.float32(0.026864678), np.float32(-1.8538563), np.float32(-0.67738855), np.float32(-0.068524145), np.float32(-1.0708039), np.float32(-1.7614992), np.float32(-0.86073554), np.float32(0.5665097), np.float32(0.047643557)]","[np.float32(1.0), np.float32(1.0), np.float32(1.6223257), np.float32(1.9593374), np.float32(1.0213065), np.float32(0.97685975), np.float32(1.0083671), np.float32(0.99274176), np.float32(1.0), np.float32(1.0)]"
24,"[np.float32(5.42322), np.float32(-18.4619), np.float32(-8.072144), np.float32(-2.3712685), np.float32(-3.1778572), np.float32(-1.3218353), np.float32(0.33107224), np.float32(-0.5179027), np.float32(-1.2754374), np.float32(-0.5738352), np.float32(1.3882842), np.float32(-2.0403776), np.float32(0.035574317), np.float32(-1.9101943), np.float32(-0.69557357), np.float32(-0.14157934), np.float32(-1.0975279), np.float32(-1.8108487), np.float32(-0.84418386), np.float32(0.5618046), np.float32(0.044573374)]","[np.float32(1.0238665), np.float32(0.9971462), np.float32(1.4086573), np.float32(1.8663571), np.float32(1.0061467), np.float32(1.0053195), np.float32(1.0072378), np.float32(0.99391985), np.float32(1.0012857), np.float32(1.0015874)]"
25,"[np.float32(5.4738817), np.float32(-18.58578), np.float32(-8.203022), np.float32(-2.3857408), np.float32(-2.9768176), np.float32(-1.5006034), np.float32(0.3288282), np.float32(-0.47973517), np.float32(-1.3260624), np.float32(-0.5783203), np.float32(1.3731295), np.float32(-2.1056938), np.float32(0.041071743), np.float32(-1.9161912), np.float32(-0.69485927), np.float32(-0.16109666), np.float32(-1.1040813), np.float32(-1.8791592), np.float32(-0.820083), np.float32(0.5241929), np.float32(0.032623574)]","[np.float32(0.98865193), np.float32(0.9943066), np.float32(1.0565807), np.float32(1.1018215), np.float32(0.9883573), np.float32(0.9938041), np.float32(0.939836), np.float32(0.686), np.float32(0.80770123), np.float32(0.88399523)]"
26,"[np.float32(5.575479), np.float32(-18.843956), np.float32(-8.474509), np.float32(-2.3873963), np.float32(-2.5252502), np.float32(-1.8905306), np.float32(0.33081293), np.float32(-0.4404704), np.float32(-1.3746125), np.float32(-0.5893097), np.float32(1.3385962), np.float32(-2.1743555), np.float32(0.04910624), np.float32(-1.9349498), np.float32(-0.6942345), np.float32(-0.2002151), np.float32(-1.1105815), np.float32(-1.9405518), np.float32(-0.78800935), np.float32(0.48097605), np.float32(0.013790213)]","[np.float32(1.0219864), np.float32(1.0025799), np.float32(1.3814433), np.float32(1.3898089), np.float32(1.0174956), np.float32(0.99929017), np.float32(1.0040132), np.float32(0.99549305), np.float32(0.98747474), np.float32(0.9970074)]"
27,"[np.float32(5.625738), np.float32(-18.968962), np.float32(-8.615518), np.float32(-2.3718646), np.float32(-2.2640805), np.float32(-2.1125076), np.float32(0.33177063), np.float32(-0.42721754), np.float32(-1.3827667), np.float32(-0.59278333), np.float32(1.3138039), np.float32(-2.188383), np.float32(0.05032295), np.float32(-1.9461432), np.float32(-0.6907557), np.float32(-0.21598952), np.float32(-1.11054), np.float32(-1.9462211), np.float32(-0.7735662), np.float32(0.46131152), np.float32(0.0029413402)]","[np.float32(1.0086318), np.float32(0.9917823), np.float32(1.3327432), np.float32(1.3630283), np.float32(1.004974), np.float32(0.9933663), np.float32(0.99844754), np.float32(0.9966626), np.float32(1.0038271), np.float32(1.0048203)]"
28,"[np.float32(5.458741), np.float32(-18.511053), np.float32(-8.197031), np.float32(-2.3818345), np.float32(-2.969919), np.float32(-1.5146235), np.float32(0.3017293), np.float32(-0.38572556), np.float32(-1.4114773), np.float32(-0.56339526), np.float32(1.343488), np.float32(-2.217958), np.float32(0.05408874), np.float32(-1.8599569), np.float32(-0.68363535), np.float32(-0.15498565), np.float32(-1.0960264), np.float32(-1.9470347), np.float32(-0.7990843), np.float32(0.46765143), np.float32(0.014700592)]","[np.float32(1.0169618), np.float32(1.0089422), np.float32(1.8114464), np.float32(1.179867), np.float32(1.0182776), np.float32(1.0029523), np.float32(1.0065844), np.float32(0.99588645), np.float32(1.0016981), np.float32(1.0013641)]"
29,"[np.float32(5.638071), np.float32(-19.001066), np.float32(-8.645752), np.float32(-2.369531), np.float32(-2.2123191), np.float32(-2.1565576), np.float32(0.3331592), np.float32(-0.42801213), np.float32(-1.3823103), np.float32(-0.59438163), np.float32(1.3101848), np.float32(-2.1886356), np.float32(0.049905688), np.float32(-1.951675), np.float32(-0.6908902), np.float32(-0.22055611), np.float32(-1.1121204), np.float32(-1.9461614), np.float32(-0.7724514), np.float32(0.4589163), np.float32(0.0013983399)]","[np.float32(0.49466163), np.float32(1.6874063), np.float32(1.0753993), np.float32(1.077821), np.float32(1.1203895), np.float32(0.94842225), np.float32(1.0031475), np.float32(0.9945537), np.float32(1.0019829), np.float32(1.0132698)]"
30,"[np.float32(5.5453553), np.float32(-18.761559), np.float32(-8.400939), np.float32(-2.3959303), np.float32(-2.6579309), np.float32(-1.7797729), np.float32(0.32358915), np.float32(-0.42423314), np.float32(-1.3916063), np.float32(-0.5841395), np.float32(1.3452706), np.float32(-2.195187), np.float32(0.053069502), np.float32(-1.9136133), np.float32(-0.69371355), np.float32(-0.1900632), np.float32(-1.1067556), np.float32(-1.9552824), np.float32(-0.78891546), np.float32(0.47983372), np.float32(0.015190721)]","[np.float32(1.0216321), np.float32(1.0062), np.float32(1.4771544), np.float32(1.4057839), np.float32(1.0151035), np.float32(1.0024669), np.float32(1.0044346), np.float32(0.9952277), np.float32(1.0000874), np.float32(1.0010766)]"
31,"[np.float32(5.42544), np.float32(-18.457579), np.float32(-8.085757), np.float32(-2.373688), np.float32(-3.1475842), np.float32(-1.3505535), np.float32(0.32523906), np.float32(-0.49282116), np.float32(-1.3001082), np.float32(-0.57089734), np.float32(1.3806447), np.float32(-2.0701177), np.float32(0.037401706), np.float32(-1.9018176), np.float32(-0.6918181), np.float32(-0.13933642), np.float32(-1.0956829), np.float32(-1.8400272), np.float32(-0.8320539), np.float32(0.5415052), np.float32(0.038588755)]","[np.float32(1.022643), np.float32(0.99700016), np.float32(1.4687887), np.float32(1.7471188), np.float32(1.0088395), np.float32(1.0014651), np.float32(1.0062119), np.float32(0.9943628), np.float32(1.00093), np.float32(1.0012808)]"
32,"[np.float32(5.324552), np.float32(-18.179724), np.float32(-7.8509016), np.float32(-2.3427043), np.float32(-3.4716141), np.float32(-1.0690861), np.float32(0.31065503), np.float32(-0.49818248), np.float32(-1.2634864), np.float32(-0.5506207), np.float32(1.3868489), np.float32(-2.0173185), np.float32(0.030430347), np.float32(-1.8631737), np.float32(-0.68057376), np.float32(-0.0867794), np.float32(-1.0739821), np.float32(-1.772057), np.float32(-0.85032547), np.float32(0.5621321), np.float32(0.044999763)]","[np.float32(1.0206295), np.float32(0.99722165), np.float32(1.5559236), np.float32(1.9203057), np.float32(1.0111625), np.float32(0.99209666), np.float32(1.0074236), np.float32(0.9931662), np.float32(1.0), np.float32(1.0016441)]"
33,"[np.float32(5.4078465), np.float32(-18.41961), np.float32(-8.0359125), np.float32(-2.369351), np.float32(-3.2318852), np.float32(-1.2757599), np.float32(0.32849038), np.float32(-0.5163677), np.float32(-1.2738012), np.float32(-0.57089067), np.float32(1.3901126), np.float32(-2.0370111), np.float32(0.034953564), np.float32(-1.9036205), np.float32(-0.69406074), np.float32(-0.13397531), np.float32(-1.0946647), np.float32(-1.8060665), np.float32(-0.84603107), np.float32(0.56352353), np.float32(0.04547579)]","[np.float32(1.0214065), np.float32(0.99762857), np.float32(1.3903822), np.float32(1.9398102), np.float32(1.0090579), np.float32(1.0009215), np.float32(1.0066478), np.float32(0.9940347), np.float32(1.0023192), np.float32(1.0007681)]"
34,"[np.float32(5.6491704), np.float32(-19.036633), np.float32(-8.657225), np.float32(-2.3653991), np.float32(-2.1957335), np.float32(-2.1672792), np.float32(0.34204215), np.float32(-0.4569925), np.float32(-1.355741), np.float32(-0.59933144), np.float32(1.3137039), np.float32(-2.1562486), np.float32(0.045392156), np.float32(-1.9720937), np.float32(-0.6945394), np.float32(-0.22691484), np.float32(-1.118969), np.float32(-1.9208696), np.float32(-0.7817743), np.float32(0.47199124), np.float32(0.0055173114)]","[np.float32(1.0166705), np.float32(1.0032276), np.float32(1.269286), np.float32(1.3532337), np.float32(1.0135748), np.float32(1.0151179), np.float32(0.99799204), np.float32(0.9927301), np.float32(1.0015538), np.float32(1.0035756)]"
35,"[np.float32(5.2990847), np.float32(-18.106361), np.float32(-7.7771864), np.float32(-2.3450332), np.float32(-3.5977478), np.float32(-0.9658717), np.float32(0.30548412), np.float32(-0.49325585), np.float32(-1.2689099), np.float32(-0.5450463), np.float32(1.394732), np.float32(-2.0208023), np.float32(0.027081579), np.float32(-1.8563002), np.float32(-0.6782381), np.float32(-0.07142815), np.float32(-1.073887), np.float32(-1.7731799), np.float32(-0.860384), np.float32(0.56263185), np.float32(0.047045443)]","[np.float32(1.0), np.float32(1.0), np.float32(1.6377676), np.float32(1.9335685), np.float32(1.0212818), np.float32(0.97790754), np.float32(1.0080823), np.float32(0.9929067), np.float32(1.0), np.float32(1.0)]"
36,"[np.float32(5.664769), np.float32(-19.08343), np.float32(-8.683725), np.float32(-2.3692815), np.float32(-2.165104), np.float32(-2.1930075), np.float32(0.3480938), np.float32(-0.47197333), np.float32(-1.3472221), np.float32(-0.6044253), np.float32(1.3171306), np.float32(-2.1477585), np.float32(0.044955462), np.float32(-1.9858769), np.float32(-0.698884), np.float32(-0.23504606), np.float32(-1.1243193), np.float32(-1.916702), np.float32(-0.78611577), np.float32(0.47992373), np.float32(0.0077013597)]","[np.float32(0.785487), np.float32(0.82296497), np.float32(1.0156913), np.float32(1.0470155), np.float32(0.8128377), np.float32(0.81932265), np.float32(0.8486029), np.float32(0.5845724), np.float32(0.6687648), np.float32(0.8551387)]"
37,"[np.float32(5.3360777), np.float32(-18.194342), np.float32(-7.8536835), np.float32(-2.3665147), np.float32(-3.513552), np.float32(-1.0469867), np.float32(0.30366802), np.float32(-0.46049744), np.float32(-1.3210652), np.float32(-0.54894924), np.float32(1.3895755), np.float32(-2.0881364), np.float32(0.030891448), np.float32(-1.8625724), np.float32(-0.68026495), np.float32(-0.09063718), np.float32(-1.0884762), np.float32(-1.840236), np.float32(-0.8506936), np.float32(0.5297415), np.float32(0.039931394)]","[np.float32(1.0225655), np.float32(0.9971585), np.float32(1.9012249), np.float32(1.536354), np.float32(1.0098046), np.float32(0.9971765), np.float32(1.0092263), np.float32(0.99413645), np.float32(0.9993961), np.float32(1.0)]"
38,"[np.float32(5.3120556), np.float32(-18.12681), np.float32(-7.785769), np.float32(-2.3618577), np.float32(-3.6195369), np.float32(-0.95791316), np.float32(0.3000506), np.float32(-0.46299106), np.float32(-1.3152115), np.float32(-0.54389477), np.float32(1.3943548), np.float32(-2.0788789), np.float32(0.027515352), np.float32(-1.8576506), np.float32(-0.67818236), np.float32(-0.07638137), np.float32(-1.08708), np.float32(-1.8270919), np.float32(-0.86098295), np.float32(0.5346152), np.float32(0.042167507)]","[np.float32(1.0), np.float32(1.0), np.float32(1.9753939), np.float32(1.555571), np.float32(1.0212042), np.float32(0.9804907), np.float32(1.0106745), np.float32(0.9926941), np.float32(1.0), np.float32(1.0)]"
