Iteration,test_preds,estimated_params
11,"[np.float32(0.5041431), np.float32(-4.4212656), np.float32(0.22838894), np.float32(-0.098425984), np.float32(0.8945625), np.float32(0.13584745), np.float32(0.6240152), np.float32(0.3454519), np.float32(-0.057504088), np.float32(-0.26856828), np.float32(0.043686196), np.float32(-0.36663088), np.float32(0.06860435), np.float32(-0.113692164), np.float32(-0.199976), np.float32(-0.0150588155), np.float32(0.05099032), np.float32(-0.033046827), np.float32(0.043489713), np.float32(-0.01274962), np.float32(-0.017241262)]","[np.float32(1.4450597), np.float32(2.0783973), np.float32(1.0059538), np.float32(1.4346094), np.float32(1.2312719), np.float32(1.2425256), np.float32(1.1663306), np.float32(1.2883214), np.float32(1.2496873), np.float32(1.2822548)]"
12,"[np.float32(0.5919578), np.float32(-5.002361), np.float32(0.026261091), np.float32(0.17018735), np.float32(1.2968454), np.float32(0.3180015), np.float32(0.6006344), np.float32(0.43896028), np.float32(-0.06484184), np.float32(-0.27720425), np.float32(0.030164436), np.float32(-0.37671536), np.float32(0.05252622), np.float32(-0.06509487), np.float32(-0.20000505), np.float32(0.02651342), np.float32(0.071855485), np.float32(-0.05327724), np.float32(0.09354006), np.float32(-0.021189377), np.float32(-0.00702966)]","[np.float32(2.034312), np.float32(1.79837), np.float32(1.4314305), np.float32(0.83855575), np.float32(1.1125187), np.float32(1.1745578), np.float32(1.1358979), np.float32(1.2102299), np.float32(1.1169895), np.float32(1.1956184)]"
13,"[np.float32(0.5905478), np.float32(-5.001837), np.float32(-0.1300785), np.float32(0.030183375), np.float32(1.1486359), np.float32(0.23871577), np.float32(0.643185), np.float32(0.4400463), np.float32(-0.062709376), np.float32(-0.29481554), np.float32(0.042890027), np.float32(-0.351803), np.float32(0.067059994), np.float32(-0.09032719), np.float32(-0.18611205), np.float32(0.009327576), np.float32(0.059116706), np.float32(-0.054523155), np.float32(0.082028374), np.float32(-0.012655154), np.float32(-0.008320659)]","[np.float32(1.9173245), np.float32(1.7747611), np.float32(1.4755768), np.float32(0.82326394), np.float32(1.0657103), np.float32(1.3237541), np.float32(1.0538666), np.float32(1.3142898), np.float32(1.1204544), np.float32(1.1735514)]"
14,"[np.float32(0.48212713), np.float32(-4.2495356), np.float32(-0.045568362), np.float32(0.31558466), np.float32(1.258584), np.float32(0.19169277), np.float32(0.52806425), np.float32(0.3567366), np.float32(-0.06651874), np.float32(-0.28977406), np.float32(0.047381043), np.float32(-0.35682052), np.float32(0.0729567), np.float32(-0.07307483), np.float32(-0.20346695), np.float32(0.037763305), np.float32(0.08238351), np.float32(-0.037849933), np.float32(0.078575194), np.float32(-0.013580643), np.float32(-0.009893566)]","[np.float32(2.1315045), np.float32(1.7818608), np.float32(1.1105918), np.float32(1.2137353), np.float32(1.2425243), np.float32(1.1944708), np.float32(1.2447386), np.float32(1.3405151), np.float32(1.2565796), np.float32(1.147007)]"
15,"[np.float32(0.4604205), np.float32(-4.1804724), np.float32(0.23197214), np.float32(-0.17629445), np.float32(1.1518998), np.float32(0.08243841), np.float32(0.5970099), np.float32(0.32304528), np.float32(-0.06452423), np.float32(-0.2388619), np.float32(0.048092715), np.float32(-0.36683676), np.float32(0.05890119), np.float32(-0.08768077), np.float32(-0.21683328), np.float32(0.012846485), np.float32(0.07515147), np.float32(-0.028519332), np.float32(0.06443487), np.float32(-0.01962192), np.float32(-0.0020536706)]","[np.float32(1.7559936), np.float32(1.9845114), np.float32(1.0816574), np.float32(1.2240454), np.float32(1.3371291), np.float32(1.2072284), np.float32(1.1880372), np.float32(1.2441897), np.float32(1.2426847), np.float32(1.3272626)]"
16,"[np.float32(0.4810765), np.float32(-4.352863), np.float32(-0.15261444), np.float32(-0.088561356), np.float32(1.4510295), np.float32(0.3725442), np.float32(0.5582369), np.float32(0.37774146), np.float32(-0.074340746), np.float32(-0.24859086), np.float32(-0.0009127259), np.float32(-0.38003236), np.float32(0.05837603), np.float32(-0.065442204), np.float32(-0.2101546), np.float32(0.03845147), np.float32(0.0959762), np.float32(-0.040654674), np.float32(0.08054338), np.float32(-0.033252433), np.float32(0.0022273138)]","[np.float32(2.2134867), np.float32(1.9586313), np.float32(1.4946597), np.float32(0.84896535), np.float32(1.2304541), np.float32(1.2736105), np.float32(1.1423129), np.float32(1.2162809), np.float32(1.117348), np.float32(1.2757245)]"
17,"[np.float32(0.5851879), np.float32(-4.91368), np.float32(0.20603958), np.float32(0.044573665), np.float32(0.83424735), np.float32(0.15199518), np.float32(0.67429733), np.float32(0.42230672), np.float32(-0.07091756), np.float32(-0.20595244), np.float32(0.13502143), np.float32(-0.3832605), np.float32(0.082467645), np.float32(-0.06878595), np.float32(-0.18538737), np.float32(0.0403385), np.float32(0.061738133), np.float32(-0.03701991), np.float32(0.10960571), np.float32(-0.006018281), np.float32(-0.009876922)]","[np.float32(2.03081), np.float32(1.279637), np.float32(1.5440332), np.float32(0.80218315), np.float32(1.0713234), np.float32(1.2655194), np.float32(1.183076), np.float32(1.1579872), np.float32(1.1120286), np.float32(1.3061987)]"
18,"[np.float32(0.45998394), np.float32(-4.193202), np.float32(0.19148909), np.float32(-0.04412502), np.float32(1.2827722), np.float32(0.27503353), np.float32(0.5718361), np.float32(0.3394906), np.float32(-0.04653208), np.float32(-0.2586634), np.float32(0.006422028), np.float32(-0.3736072), np.float32(0.05037354), np.float32(-0.09660512), np.float32(-0.2074066), np.float32(-0.004870575), np.float32(0.08308573), np.float32(-0.029572278), np.float32(0.04250368), np.float32(-0.027128123), np.float32(-0.001372464)]","[np.float32(1.7048755), np.float32(2.311583), np.float32(0.9381261), np.float32(1.4890765), np.float32(1.3038687), np.float32(1.1760352), np.float32(1.1679816), np.float32(1.2994348), np.float32(1.233456), np.float32(1.3088055)]"
19,"[np.float32(0.56562436), np.float32(-4.9076157), np.float32(-0.117227376), np.float32(-0.062774956), np.float32(1.3425678), np.float32(0.42497152), np.float32(0.6341053), np.float32(0.4242065), np.float32(-0.06752111), np.float32(-0.26876673), np.float32(0.050963014), np.float32(-0.36245134), np.float32(0.05903086), np.float32(-0.057045028), np.float32(-0.20203248), np.float32(0.043035932), np.float32(0.08108699), np.float32(-0.051901713), np.float32(0.10740882), np.float32(-0.020245388), np.float32(0.0144849345)]","[np.float32(2.2150261), np.float32(1.725118), np.float32(1.3781483), np.float32(0.92706907), np.float32(1.1905583), np.float32(1.1770486), np.float32(1.1195103), np.float32(1.1317893), np.float32(1.1275454), np.float32(1.1734091)]"
20,"[np.float32(0.62830067), np.float32(-5.1654944), np.float32(0.5340632), np.float32(-0.109169185), np.float32(0.5181478), np.float32(-0.01830399), np.float32(0.70162046), np.float32(0.38200033), np.float32(-0.06431456), np.float32(-0.2764893), np.float32(0.09748374), np.float32(-0.37465543), np.float32(0.05761975), np.float32(-0.0954936), np.float32(-0.19797464), np.float32(-0.0037122443), np.float32(0.02786173), np.float32(-0.054151207), np.float32(0.07329674), np.float32(-0.008304514), np.float32(-0.03214276)]","[np.float32(1.3442996), np.float32(1.6015195), np.float32(1.5487735), np.float32(0.7757261), np.float32(1.0294524), np.float32(1.2731433), np.float32(1.1795797), np.float32(1.121932), np.float32(1.2218231), np.float32(1.2600908)]"
21,"[np.float32(0.5299608), np.float32(-4.305868), np.float32(-0.02546224), np.float32(-0.07406747), np.float32(-0.9724811), np.float32(0.6625171), np.float32(0.71291757), np.float32(0.30881706), np.float32(-0.15961166), np.float32(-0.23486707), np.float32(0.23006296), np.float32(-0.38378695), np.float32(0.06742743), np.float32(-0.051017582), np.float32(-0.15950504), np.float32(0.034253217), np.float32(0.036410943), np.float32(-0.03428568), np.float32(0.031150855), np.float32(0.04423577), np.float32(-0.08805911)]","[np.float32(1.2325497), np.float32(1.1979363), np.float32(1.8335885), np.float32(1.8248683), np.float32(1.2152475), np.float32(1.2071167), np.float32(1.2822814), np.float32(1.1603656), np.float32(1.2537072), np.float32(1.2354225)]"
22,"[np.float32(0.48749632), np.float32(-3.9088738), np.float32(-0.37080556), np.float32(-0.09295303), np.float32(-1.2642114), np.float32(1.0840397), np.float32(0.6822428), np.float32(0.2847759), np.float32(-0.1203796), np.float32(-0.23447114), np.float32(0.17256495), np.float32(-0.341183), np.float32(0.08079055), np.float32(-0.0064924657), np.float32(-0.12944631), np.float32(-0.011592008), np.float32(-0.00010621548), np.float32(0.010483846), np.float32(-0.0012864023), np.float32(0.07585542), np.float32(-0.10981159)]","[np.float32(1.2887652), np.float32(1.235296), np.float32(2.1256027), np.float32(2.5269885), np.float32(1.1732576), np.float32(1.3128281), np.float32(1.2338511), np.float32(1.2455125), np.float32(1.2441553), np.float32(1.204183)]"
23,"[np.float32(0.58130574), np.float32(-4.8077183), np.float32(0.3066663), np.float32(-0.43954682), np.float32(-0.5801876), np.float32(0.33827457), np.float32(0.80133426), np.float32(0.34787646), np.float32(-0.08212982), np.float32(-0.21793933), np.float32(0.1934565), np.float32(-0.37258577), np.float32(0.09594647), np.float32(-0.10106644), np.float32(-0.15132573), np.float32(0.021074854), np.float32(0.051636115), np.float32(-0.03659597), np.float32(0.03165692), np.float32(0.055888124), np.float32(-0.03722334)]","[np.float32(1.0394471), np.float32(1.4410928), np.float32(1.2079036), np.float32(1.9405082), np.float32(1.1425306), np.float32(1.2970766), np.float32(1.2898362), np.float32(0.97130084), np.float32(1.2401389), np.float32(1.3036283)]"
24,"[np.float32(0.53949845), np.float32(-4.377241), np.float32(-0.08046207), np.float32(-0.03796071), np.float32(-0.9438772), np.float32(0.7035689), np.float32(0.6984532), np.float32(0.32305625), np.float32(-0.15245402), np.float32(-0.2640007), np.float32(0.18719202), np.float32(-0.39022416), np.float32(0.09562302), np.float32(-0.07334013), np.float32(-0.14835572), np.float32(0.022430234), np.float32(0.0077063143), np.float32(-0.035201505), np.float32(0.04660406), np.float32(0.031508476), np.float32(-0.086472794)]","[np.float32(1.1900597), np.float32(1.2864424), np.float32(2.1185358), np.float32(1.4677734), np.float32(1.1522175), np.float32(1.2608131), np.float32(1.305346), np.float32(1.1080495), np.float32(1.2425944), np.float32(1.1959145)]"
25,"[np.float32(0.57712746), np.float32(-4.4153943), np.float32(-0.17660797), np.float32(0.3080418), np.float32(-1.4030377), np.float32(0.85899353), np.float32(0.6784686), np.float32(0.35073805), np.float32(-0.07701893), np.float32(-0.26135316), np.float32(0.20865768), np.float32(-0.32407752), np.float32(0.053350426), np.float32(-0.034089863), np.float32(-0.13259248), np.float32(-0.0046936274), np.float32(0.016631983), np.float32(-0.013091877), np.float32(-0.003436491), np.float32(0.077326275), np.float32(-0.10452083)]","[np.float32(1.1333075), np.float32(1.1869514), np.float32(1.7319605), np.float32(2.5540993), np.float32(1.093999), np.float32(1.2085207), np.float32(1.2663515), np.float32(1.328901), np.float32(1.2604648), np.float32(1.132581)]"
26,"[np.float32(0.5886879), np.float32(-4.5662785), np.float32(-0.32438052), np.float32(-0.001187563), np.float32(-1.3615942), np.float32(0.9273238), np.float32(0.7477588), np.float32(0.36924148), np.float32(-0.12985401), np.float32(-0.22939646), np.float32(0.20978336), np.float32(-0.35405695), np.float32(0.061479203), np.float32(-0.041972384), np.float32(-0.11746162), np.float32(-0.0025336146), np.float32(0.0063064545), np.float32(-0.019795194), np.float32(0.009778276), np.float32(0.06990087), np.float32(-0.10143871)]","[np.float32(1.2264752), np.float32(1.0984573), np.float32(1.9856268), np.float32(2.2482085), np.float32(1.110965), np.float32(1.2621766), np.float32(1.1324455), np.float32(1.3323601), np.float32(1.161008), np.float32(1.1977429)]"
27,"[np.float32(0.6147084), np.float32(-4.8661966), np.float32(-0.2350502), np.float32(-0.19340682), np.float32(-1.172561), np.float32(1.0098474), np.float32(0.81355214), np.float32(0.37877703), np.float32(-0.13313487), np.float32(-0.2535538), np.float32(0.20000695), np.float32(-0.3681928), np.float32(0.06954974), np.float32(-0.048709035), np.float32(-0.11871046), np.float32(0.017521672), np.float32(0.015361875), np.float32(-0.036033735), np.float32(0.032990918), np.float32(0.057546522), np.float32(-0.09687002)]","[np.float32(1.0759426), np.float32(1.3591899), np.float32(1.9320525), np.float32(2.0615058), np.float32(1.1381518), np.float32(1.1865387), np.float32(1.1769539), np.float32(1.08617), np.float32(1.1719673), np.float32(1.1772597)]"
28,"[np.float32(0.62475884), np.float32(-4.9386053), np.float32(-0.18132383), np.float32(-0.20423388), np.float32(-1.0896593), np.float32(0.8387536), np.float32(0.814451), np.float32(0.40091622), np.float32(-0.12533322), np.float32(-0.22548857), np.float32(0.2123397), np.float32(-0.36464342), np.float32(0.0576908), np.float32(-0.07356468), np.float32(-0.12869914), np.float32(0.0075125843), np.float32(0.018906072), np.float32(-0.037044987), np.float32(0.026300833), np.float32(0.057835046), np.float32(-0.08023596)]","[np.float32(1.1455497), np.float32(1.2424022), np.float32(1.7936217), np.float32(1.9772204), np.float32(1.1157553), np.float32(1.2294215), np.float32(1.0892885), np.float32(1.2367761), np.float32(1.1165582), np.float32(1.2422413)]"
29,"[np.float32(0.52455), np.float32(-4.1261854), np.float32(-0.18614352), np.float32(0.014296889), np.float32(-1.315258), np.float32(0.8772814), np.float32(0.6905349), np.float32(0.30625647), np.float32(-0.135389), np.float32(-0.22212304), np.float32(0.20547816), np.float32(-0.34847608), np.float32(0.034676768), np.float32(-0.03266491), np.float32(-0.15078281), np.float32(-0.011488527), np.float32(0.013280526), np.float32(-0.009474158), np.float32(-0.0073280185), np.float32(0.06341371), np.float32(-0.10140139)]","[np.float32(1.127677), np.float32(1.2705159), np.float32(1.8605685), np.float32(2.4457479), np.float32(1.2313938), np.float32(1.1779188), np.float32(1.2486498), np.float32(1.2716932), np.float32(1.2313522), np.float32(1.235399)]"
30,"[np.float32(0.5135358), np.float32(-4.0193014), np.float32(-0.02996105), np.float32(-0.08841729), np.float32(-1.5863488), np.float32(1.0263543), np.float32(0.72814715), np.float32(0.28117228), np.float32(-0.12751488), np.float32(-0.19423233), np.float32(0.22699763), np.float32(-0.35811466), np.float32(0.03632009), np.float32(0.004870802), np.float32(-0.13690212), np.float32(-0.012450919), np.float32(0.01297304), np.float32(0.016526818), np.float32(-0.006588325), np.float32(0.06594457), np.float32(-0.1157558)]","[np.float32(1.2035544), np.float32(1.0934651), np.float32(2.2215586), np.float32(2.4841967), np.float32(1.1730984), np.float32(1.2076899), np.float32(1.1763915), np.float32(1.313099), np.float32(1.2345982), np.float32(1.307568)]"
31,"[np.float32(0.55465615), np.float32(-4.368991), np.float32(-0.15879199), np.float32(-0.07688856), np.float32(-1.3305373), np.float32(0.7123995), np.float32(0.7162406), np.float32(0.32686365), np.float32(-0.16873404), np.float32(-0.23758669), np.float32(0.20152135), np.float32(-0.3802853), np.float32(0.051651947), np.float32(-0.066094995), np.float32(-0.14087407), np.float32(-0.0020861626), np.float32(0.0046396926), np.float32(-0.03072147), np.float32(0.019192427), np.float32(0.03991529), np.float32(-0.09411445)]","[np.float32(1.1267508), np.float32(1.1755519), np.float32(2.1250684), np.float32(1.7927821), np.float32(1.199382), np.float32(1.2278374), np.float32(1.170303), np.float32(1.3141723), np.float32(1.2019783), np.float32(1.236741)]"
32,"[np.float32(0.5843431), np.float32(-4.6260796), np.float32(0.14541051), np.float32(0.084692955), np.float32(-0.94570124), np.float32(0.7331582), np.float32(0.7226998), np.float32(0.35351974), np.float32(-0.095672324), np.float32(-0.24526776), np.float32(0.19419922), np.float32(-0.36811712), np.float32(0.066195674), np.float32(-0.08167529), np.float32(-0.15311266), np.float32(-0.00461594), np.float32(0.022315353), np.float32(-0.028600663), np.float32(0.008380882), np.float32(0.051927697), np.float32(-0.07267372)]","[np.float32(1.1179715), np.float32(1.3506469), np.float32(1.5359776), np.float32(2.1714242), np.float32(1.1150317), np.float32(1.1678598), np.float32(1.2153366), np.float32(1.233461), np.float32(1.2327272), np.float32(1.2343966)]"
33,"[np.float32(0.5066938), np.float32(-4.095896), np.float32(-0.067358136), np.float32(-0.03928709), np.float32(-1.0863981), np.float32(0.63472486), np.float32(0.68522894), np.float32(0.30953074), np.float32(-0.07149345), np.float32(-0.21320967), np.float32(0.20749897), np.float32(-0.32715726), np.float32(0.075677305), np.float32(-0.059178263), np.float32(-0.15450352), np.float32(-0.0015746951), np.float32(0.03409809), np.float32(-0.002737835), np.float32(-0.005682282), np.float32(0.08053711), np.float32(-0.06897628)]","[np.float32(1.1840513), np.float32(1.2289151), np.float32(1.4379026), np.float32(2.6246207), np.float32(1.1733037), np.float32(1.3029681), np.float32(1.2855173), np.float32(1.2684721), np.float32(1.2779155), np.float32(1.2448531)]"
34,"[np.float32(0.58584785), np.float32(-4.672614), np.float32(-0.3509475), np.float32(-0.26016283), np.float32(-1.0554614), np.float32(0.83691245), np.float32(0.7880097), np.float32(0.3892775), np.float32(-0.12522428), np.float32(-0.19644237), np.float32(0.1962808), np.float32(-0.34744138), np.float32(0.03617692), np.float32(-0.052931666), np.float32(-0.14361483), np.float32(0.009285368), np.float32(0.03376899), np.float32(-0.03125803), np.float32(0.0026313663), np.float32(0.075930215), np.float32(-0.08667648)]","[np.float32(0.99323857), np.float32(1.495307), np.float32(1.4940413), np.float32(2.5037193), np.float32(1.2841258), np.float32(1.1469622), np.float32(1.3052818), np.float32(1.00128), np.float32(1.1128632), np.float32(1.2557242)]"
35,"[np.float32(0.61177105), np.float32(-4.8985386), np.float32(-0.06666896), np.float32(-0.010194182), np.float32(-0.5731287), np.float32(0.2019786), np.float32(0.73235875), np.float32(0.3972368), np.float32(-0.08536098), np.float32(-0.25105995), np.float32(0.21539424), np.float32(-0.33733743), np.float32(0.086276196), np.float32(-0.105937615), np.float32(-0.1502387), np.float32(0.017060667), np.float32(0.04256764), np.float32(-0.055277765), np.float32(0.024717286), np.float32(0.06657125), np.float32(-0.03783642)]","[np.float32(1.1523497), np.float32(1.2751988), np.float32(1.1180816), np.float32(2.012283), np.float32(1.1299056), np.float32(1.2971247), np.float32(1.2298012), np.float32(1.2552245), np.float32(1.2158282), np.float32(1.1751627)]"
36,"[np.float32(0.5123006), np.float32(-3.9343166), np.float32(-0.6853585), np.float32(0.14934778), np.float32(-1.5906824), np.float32(1.2811544), np.float32(0.6864102), np.float32(0.35186592), np.float32(-0.09155469), np.float32(-0.17487141), np.float32(0.20375276), np.float32(-0.31229103), np.float32(0.056957968), np.float32(0.03403446), np.float32(-0.103641525), np.float32(-0.026139915), np.float32(-0.024177149), np.float32(0.035452515), np.float32(-9.265542e-05), np.float32(0.08744963), np.float32(-0.13469799)]","[np.float32(1.3569931), np.float32(1.062219), np.float32(2.5723925), np.float32(2.695776), np.float32(1.1344006), np.float32(1.2946578), np.float32(1.2512171), np.float32(1.3229802), np.float32(1.103606), np.float32(1.2513558)]"
37,"[np.float32(0.5384443), np.float32(-4.408098), np.float32(0.05597049), np.float32(-0.19197977), np.float32(-0.77019584), np.float32(0.5630513), np.float32(0.72888833), np.float32(0.33608365), np.float32(-0.10514363), np.float32(-0.2064547), np.float32(0.19423825), np.float32(-0.36165786), np.float32(0.06922542), np.float32(-0.088631675), np.float32(-0.16494077), np.float32(0.003591895), np.float32(0.03710434), np.float32(-0.026068449), np.float32(0.0052203983), np.float32(0.060040615), np.float32(-0.056194186)]","[np.float32(1.1684942), np.float32(1.3537772), np.float32(1.381697), np.float32(2.2124393), np.float32(1.2043192), np.float32(1.2428812), np.float32(1.2077712), np.float32(1.2243483), np.float32(1.2153997), np.float32(1.3015629)]"
38,"[np.float32(0.5175931), np.float32(-4.2367163), np.float32(-0.07933411), np.float32(-0.16297829), np.float32(-0.9377302), np.float32(0.40384364), np.float32(0.71417946), np.float32(0.32472187), np.float32(-0.06612915), np.float32(-0.18912394), np.float32(0.24886978), np.float32(-0.31550756), np.float32(0.07073424), np.float32(-0.059420407), np.float32(-0.1605154), np.float32(0.024748772), np.float32(0.06192855), np.float32(-0.015368387), np.float32(0.002722226), np.float32(0.08811562), np.float32(-0.047521207)]","[np.float32(1.1728946), np.float32(1.1968747), np.float32(1.1923426), np.float32(2.6255183), np.float32(1.2474703), np.float32(1.2901002), np.float32(1.3238164), np.float32(1.1983222), np.float32(1.2676829), np.float32(1.250198)]"
