Iteration,test_preds,estimated_params
11,"[np.float32(-0.058732793), np.float32(-0.5937049), np.float32(0.26491764), np.float32(0.4016345), np.float32(0.7444546), np.float32(-0.080545634), np.float32(0.23318225), np.float32(0.093475156), np.float32(-0.05488828), np.float32(-0.09026488), np.float32(0.027066145), np.float32(-0.30161738), np.float32(0.06909524), np.float32(-0.13486618), np.float32(-0.15620092), np.float32(0.037374422), np.float32(0.07579193), np.float32(0.027313292), np.float32(0.0022783987), np.float32(0.039786253), np.float32(-0.028839622)]","[np.float32(2.0535402), np.float32(2.2466123), np.float32(1.1753937), np.float32(2.1037376), np.float32(1.6180228), np.float32(1.6655582), np.float32(1.9692965), np.float32(1.6777273), np.float32(1.7636652), np.float32(1.7216922)]"
12,"[np.float32(0.16841339), np.float32(-1.9533556), np.float32(-0.17790394), np.float32(0.34466258), np.float32(0.13568072), np.float32(0.19203486), np.float32(0.3291033), np.float32(0.15011851), np.float32(-0.13335313), np.float32(-0.22347787), np.float32(0.085708566), np.float32(-0.34251598), np.float32(0.12704119), np.float32(-0.07969275), np.float32(-0.2008678), np.float32(0.041659407), np.float32(0.08182616), np.float32(0.009065881), np.float32(0.016580516), np.float32(0.03266997), np.float32(-0.044905826)]","[np.float32(1.9801097), np.float32(1.492467), np.float32(1.3761058), np.float32(2.08812), np.float32(1.5318806), np.float32(1.431404), np.float32(1.6719211), np.float32(1.4856832), np.float32(1.5843912), np.float32(1.2739583)]"
13,"[np.float32(0.18693936), np.float32(-2.0943904), np.float32(-0.6001267), np.float32(0.5547822), np.float32(0.24752367), np.float32(0.17246741), np.float32(0.33076927), np.float32(0.24652997), np.float32(-0.07997346), np.float32(-0.16184247), np.float32(0.06322545), np.float32(-0.33403307), np.float32(0.14166312), np.float32(-0.11450888), np.float32(-0.16555747), np.float32(0.011804998), np.float32(0.08765811), np.float32(0.022738934), np.float32(0.0009783544), np.float32(0.036027893), np.float32(-0.0342151)]","[np.float32(1.8226391), np.float32(1.8078988), np.float32(1.2886657), np.float32(2.2204401), np.float32(1.3902471), np.float32(1.6525519), np.float32(1.7910783), np.float32(1.4991515), np.float32(1.2616054), np.float32(1.4152807)]"
14,"[np.float32(0.03608876), np.float32(-1.1952916), np.float32(-0.7111887), np.float32(-0.023661464), np.float32(0.033702105), np.float32(0.18962194), np.float32(0.3473211), np.float32(0.14495066), np.float32(-0.14287384), np.float32(-0.12485777), np.float32(0.078443184), np.float32(-0.29281396), np.float32(0.1069857), np.float32(-0.087555245), np.float32(-0.17932557), np.float32(-0.01197198), np.float32(0.08200204), np.float32(0.038686305), np.float32(-0.0013796575), np.float32(0.026921667), np.float32(-0.037409224)]","[np.float32(1.8310133), np.float32(1.8127626), np.float32(1.5625936), np.float32(2.312922), np.float32(1.8340075), np.float32(1.670368), np.float32(1.6872885), np.float32(1.5742337), np.float32(1.3881768), np.float32(1.5106481)]"
15,"[np.float32(-0.10063249), np.float32(-0.24263105), np.float32(-0.5176104), np.float32(-0.22205308), np.float32(0.06326735), np.float32(-0.11750378), np.float32(0.27792907), np.float32(0.02852565), np.float32(-0.15560243), np.float32(-0.12057276), np.float32(0.08470388), np.float32(-0.24434687), np.float32(0.08813162), np.float32(-0.09411248), np.float32(-0.18183896), np.float32(-0.008087844), np.float32(0.07464999), np.float32(0.019573841), np.float32(-0.002089899), np.float32(0.026045505), np.float32(-0.05281784)]","[np.float32(1.7092298), np.float32(2.0005178), np.float32(1.5440086), np.float32(2.221644), np.float32(2.2304997), np.float32(1.7126418), np.float32(1.8542892), np.float32(1.6305182), np.float32(1.7375368), np.float32(1.5340006)]"
16,"[np.float32(-0.20427775), np.float32(0.45149195), np.float32(-0.07346341), np.float32(0.52356106), np.float32(0.5510843), np.float32(-0.19806415), np.float32(0.09109182), np.float32(0.059828535), np.float32(-0.043691844), np.float32(-0.062094897), np.float32(0.043775313), np.float32(-0.21768853), np.float32(0.06998438), np.float32(-0.13688146), np.float32(-0.13367061), np.float32(0.018065214), np.float32(0.04474447), np.float32(0.029289175), np.float32(0.012286805), np.float32(0.046179116), np.float32(-0.013530187)]","[np.float32(2.323519), np.float32(2.0075269), np.float32(1.5067599), np.float32(2.0195293), np.float32(1.7589945), np.float32(1.976912), np.float32(2.0778615), np.float32(2.3727853), np.float32(1.8993546), np.float32(1.7534623)]"
17,"[np.float32(-0.07018556), np.float32(-0.41158563), np.float32(-0.38835326), np.float32(-0.0022119358), np.float32(0.15625152), np.float32(-0.002745308), np.float32(0.24124774), np.float32(0.044592783), np.float32(-0.13694891), np.float32(-0.14904127), np.float32(0.057223827), np.float32(-0.2722788), np.float32(0.09555687), np.float32(-0.08618626), np.float32(-0.17692056), np.float32(0.011260472), np.float32(0.08136558), np.float32(0.0211756), np.float32(0.0015818663), np.float32(0.029336402), np.float32(-0.054151606)]","[np.float32(1.7733582), np.float32(2.0360718), np.float32(1.51841), np.float32(2.2514026), np.float32(1.9669406), np.float32(1.7291234), np.float32(2.0273917), np.float32(1.4064425), np.float32(1.7719268), np.float32(1.454709)]"
18,"[np.float32(0.060502492), np.float32(-1.2859458), np.float32(0.34818092), np.float32(-0.50018203), np.float32(-0.40743715), np.float32(-0.055363946), np.float32(0.44168293), np.float32(0.0331221), np.float32(-0.09842994), np.float32(-0.19541773), np.float32(0.122569904), np.float32(-0.28358415), np.float32(0.10804176), np.float32(-0.118364036), np.float32(-0.16964324), np.float32(-0.031022072), np.float32(0.030554183), np.float32(0.009416446), np.float32(-0.03774141), np.float32(0.03682796), np.float32(-0.036955617)]","[np.float32(1.3516842), np.float32(1.7045406), np.float32(1.4562842), np.float32(2.3324485), np.float32(1.6284373), np.float32(1.769575), np.float32(1.4710579), np.float32(1.5699902), np.float32(1.9543421), np.float32(1.4484185)]"
19,"[np.float32(0.12267962), np.float32(-1.7541089), np.float32(0.51915735), np.float32(-0.32148403), np.float32(-0.10310229), np.float32(-0.3420533), np.float32(0.43915436), np.float32(0.12075756), np.float32(-0.12763369), np.float32(-0.08536796), np.float32(0.14305732), np.float32(-0.34543955), np.float32(0.120364085), np.float32(-0.1209477), np.float32(-0.19645737), np.float32(0.0240677), np.float32(0.04284519), np.float32(0.011740789), np.float32(-0.015697537), np.float32(0.03843919), np.float32(-0.040507462)]","[np.float32(1.5378104), np.float32(1.3950622), np.float32(1.1947067), np.float32(1.9990357), np.float32(1.6577208), np.float32(1.5371232), np.float32(1.5944223), np.float32(1.4244957), np.float32(1.5922474), np.float32(1.8088194)]"
20,"[np.float32(0.037987337), np.float32(-1.0229714), np.float32(0.8447553), np.float32(0.4092089), np.float32(-0.2096119), np.float32(-0.47458968), np.float32(0.28956497), np.float32(0.10372362), np.float32(-0.09217483), np.float32(-0.040334117), np.float32(0.20116813), np.float32(-0.3264783), np.float32(0.13842535), np.float32(-0.12711504), np.float32(-0.16057539), np.float32(0.05517803), np.float32(0.010206835), np.float32(0.033251673), np.float32(0.00072878227), np.float32(0.031570245), np.float32(-0.028640702)]","[np.float32(1.79221), np.float32(1.055838), np.float32(1.2314577), np.float32(2.0816388), np.float32(1.4820299), np.float32(1.5872494), np.float32(1.9430087), np.float32(1.7052503), np.float32(1.8069097), np.float32(1.9136474)]"
21,"[np.float32(-0.011359323), np.float32(-1.0221434), np.float32(-0.26831338), np.float32(-0.52047735), np.float32(0.37925017), np.float32(-0.37783146), np.float32(0.40360296), np.float32(0.104447074), np.float32(-0.14134963), np.float32(-0.08746032), np.float32(0.090802886), np.float32(-0.28356692), np.float32(0.12394582), np.float32(-0.13281275), np.float32(-0.19703068), np.float32(0.017903052), np.float32(0.08016035), np.float32(0.018712983), np.float32(-0.012418056), np.float32(0.020046156), np.float32(-0.038084097)]","[np.float32(1.8055084), np.float32(1.7469314), np.float32(1.2128419), np.float32(1.9134655), np.float32(2.089307), np.float32(1.7263736), np.float32(1.5979327), np.float32(1.5439725), np.float32(1.5541252), np.float32(1.6815826)]"
22,"[np.float32(-0.06907099), np.float32(-0.3920021), np.float32(0.40464002), np.float32(-0.09906007), np.float32(-0.015195664), np.float32(0.031670824), np.float32(0.30403647), np.float32(-0.00036798418), np.float32(-0.093969285), np.float32(-0.13996817), np.float32(0.07957865), np.float32(-0.28466642), np.float32(0.076783866), np.float32(-0.10201889), np.float32(-0.14741841), np.float32(-0.00056786835), np.float32(0.041652896), np.float32(0.017258715), np.float32(-0.019567404), np.float32(0.035930537), np.float32(-0.047067158)]","[np.float32(1.5832751), np.float32(2.0514042), np.float32(1.5382624), np.float32(2.2692466), np.float32(1.72997), np.float32(1.7033828), np.float32(1.797637), np.float32(1.576271), np.float32(2.0078726), np.float32(1.6541187)]"
23,"[np.float32(0.044172294), np.float32(-1.174763), np.float32(0.5049292), np.float32(0.24742515), np.float32(0.20769987), np.float32(-0.56869423), np.float32(0.31348902), np.float32(0.106274754), np.float32(-0.10776512), np.float32(-0.06368211), np.float32(0.13849632), np.float32(-0.31626493), np.float32(0.071509324), np.float32(-0.14930522), np.float32(-0.18580033), np.float32(0.030022293), np.float32(0.046806935), np.float32(0.023322329), np.float32(-0.00956247), np.float32(0.034609534), np.float32(-0.04946067)]","[np.float32(1.5055525), np.float32(1.7517214), np.float32(1.0573701), np.float32(1.9589509), np.float32(1.748196), np.float32(1.447682), np.float32(1.9414463), np.float32(1.5769693), np.float32(1.6530039), np.float32(1.842995)]"
24,"[np.float32(-0.054048333), np.float32(-0.39275396), np.float32(0.6248021), np.float32(0.30432767), np.float32(-0.15945876), np.float32(-0.27032572), np.float32(0.26958668), np.float32(0.0045701563), np.float32(-0.14391483), np.float32(-0.089983195), np.float32(0.18471694), np.float32(-0.27562442), np.float32(0.051022395), np.float32(-0.1072781), np.float32(-0.17454922), np.float32(0.037724778), np.float32(0.026984654), np.float32(0.019769426), np.float32(0.00759862), np.float32(0.03167931), np.float32(-0.032967508)]","[np.float32(1.7657979), np.float32(1.4702896), np.float32(1.3863915), np.float32(2.2044554), np.float32(1.8933322), np.float32(1.3341938), np.float32(1.945767), np.float32(1.7903492), np.float32(2.0108469), np.float32(1.7182223)]"
25,"[np.float32(-0.021302387), np.float32(-0.6271837), np.float32(0.9994499), np.float32(0.140448), np.float32(-0.32065767), np.float32(-0.14264385), np.float32(0.2942726), np.float32(0.03454256), np.float32(-0.08465044), np.float32(-0.06676914), np.float32(0.14687964), np.float32(-0.30184618), np.float32(0.068470135), np.float32(-0.09431407), np.float32(-0.14450386), np.float32(0.04808759), np.float32(0.007583133), np.float32(0.027614541), np.float32(-0.027547158), np.float32(0.041136652), np.float32(-0.03586989)]","[np.float32(1.538236), np.float32(1.567984), np.float32(1.3232852), np.float32(2.5030508), np.float32(1.5839447), np.float32(1.511903), np.float32(1.9542649), np.float32(1.4963634), np.float32(2.0704954), np.float32(1.8640916)]"
26,"[np.float32(-0.014554352), np.float32(-0.7959924), np.float32(-0.3561867), np.float32(-0.04562684), np.float32(-0.4456572), np.float32(-0.40825424), np.float32(0.32556656), np.float32(0.13536729), np.float32(-0.11703486), np.float32(-0.022033144), np.float32(0.20080423), np.float32(-0.26274675), np.float32(0.14353524), np.float32(-0.11748223), np.float32(-0.18001541), np.float32(-0.024528697), np.float32(0.052593414), np.float32(0.03709817), np.float32(-0.0074890554), np.float32(0.041176233), np.float32(-0.02634627)]","[np.float32(1.5707265), np.float32(1.2845583), np.float32(1.379161), np.float32(2.4533956), np.float32(1.9009178), np.float32(1.8367056), np.float32(1.9068505), np.float32(1.6900504), np.float32(1.4116932), np.float32(1.8713768)]"
27,"[np.float32(0.0057227463), np.float32(-0.93168145), np.float32(0.9091149), np.float32(0.030401021), np.float32(-0.10417028), np.float32(0.09991881), np.float32(0.3543532), np.float32(0.0566231), np.float32(-0.04228607), np.float32(-0.15155226), np.float32(0.07010734), np.float32(-0.31646764), np.float32(0.08282301), np.float32(-0.12562473), np.float32(-0.12212876), np.float32(-0.0074252114), np.float32(0.014798719), np.float32(0.021953259), np.float32(-0.048837047), np.float32(0.039405115), np.float32(-0.04110328)]","[np.float32(1.3654188), np.float32(2.1041822), np.float32(1.4638005), np.float32(2.2711697), np.float32(1.327508), np.float32(1.7702581), np.float32(1.6957407), np.float32(1.5567641), np.float32(2.0362737), np.float32(1.7375059)]"
28,"[np.float32(0.12241837), np.float32(-1.5728182), np.float32(-1.5952473), np.float32(0.19837832), np.float32(-0.2523316), np.float32(-0.26506582), np.float32(0.33078915), np.float32(0.22840601), np.float32(-0.1810323), np.float32(-0.10334037), np.float32(0.15372375), np.float32(-0.23729244), np.float32(0.12666124), np.float32(-0.12073769), np.float32(-0.17022283), np.float32(-0.014115095), np.float32(0.055713743), np.float32(0.0024356842), np.float32(-0.0056108236), np.float32(0.03461931), np.float32(-0.046383433)]","[np.float32(1.5597501), np.float32(1.5472375), np.float32(1.4968789), np.float32(2.1410646), np.float32(2.015398), np.float32(1.7879014), np.float32(1.8330839), np.float32(1.7300609), np.float32(1.164329), np.float32(1.3688397)]"
29,"[np.float32(0.12739119), np.float32(-1.731753), np.float32(0.37103721), np.float32(-0.27259225), np.float32(-0.19589682), np.float32(-0.47127268), np.float32(0.43977597), np.float32(0.09202808), np.float32(-0.11423209), np.float32(-0.15840477), np.float32(0.13397081), np.float32(-0.30858576), np.float32(0.08925705), np.float32(-0.15377294), np.float32(-0.19409776), np.float32(-0.012712941), np.float32(0.045759857), np.float32(0.001584731), np.float32(-0.036336377), np.float32(0.035633326), np.float32(-0.047049254)]","[np.float32(1.2041477), np.float32(1.7441548), np.float32(1.1465774), np.float32(2.0366046), np.float32(1.7077018), np.float32(1.5721481), np.float32(1.5627935), np.float32(1.5573949), np.float32(1.7242943), np.float32(1.5756449)]"
30,"[np.float32(-0.07222944), np.float32(-0.4115475), np.float32(0.32703215), np.float32(-0.38992262), np.float32(-0.22925594), np.float32(-0.040562563), np.float32(0.3477566), np.float32(0.008604653), np.float32(-0.13204816), np.float32(-0.08843048), np.float32(0.109934635), np.float32(-0.28147757), np.float32(0.078349516), np.float32(-0.0877734), np.float32(-0.15225106), np.float32(0.007064298), np.float32(0.030187562), np.float32(0.029289387), np.float32(-0.027213372), np.float32(0.031878486), np.float32(-0.048438624)]","[np.float32(1.5474265), np.float32(1.8025088), np.float32(1.5569329), np.float32(2.3283224), np.float32(1.9057842), np.float32(1.6690146), np.float32(1.7491764), np.float32(1.4812378), np.float32(1.9274004), np.float32(1.7720851)]"
31,"[np.float32(0.018047966), np.float32(-1.1041105), np.float32(0.154203), np.float32(-0.47104734), np.float32(-0.18790498), np.float32(-0.40827537), np.float32(0.4116963), np.float32(0.08703356), np.float32(-0.17374611), np.float32(-0.034316853), np.float32(0.14176941), np.float32(-0.31500572), np.float32(0.088132925), np.float32(-0.13156171), np.float32(-0.19387178), np.float32(0.0075714737), np.float32(0.039727084), np.float32(0.02388107), np.float32(-0.028649233), np.float32(0.028983641), np.float32(-0.056168444)]","[np.float32(1.4086587), np.float32(1.6084888), np.float32(1.2781098), np.float32(2.098138), np.float32(2.063258), np.float32(1.5197209), np.float32(1.7117221), np.float32(1.4341236), np.float32(1.526355), np.float32(1.9491103)]"
32,"[np.float32(-0.006741142), np.float32(-0.9931596), np.float32(0.09049602), np.float32(-0.55052996), np.float32(-0.08004459), np.float32(-0.3185935), np.float32(0.41566944), np.float32(0.1112277), np.float32(-0.10973972), np.float32(-0.0523814), np.float32(0.10372098), np.float32(-0.30608332), np.float32(0.14712821), np.float32(-0.13317458), np.float32(-0.16261302), np.float32(-0.0030469894), np.float32(0.042980425), np.float32(0.024874143), np.float32(-0.038908996), np.float32(0.028850809), np.float32(-0.040435366)]","[np.float32(1.5350308), np.float32(1.6450888), np.float32(1.3792162), np.float32(2.0209303), np.float32(1.7608923), np.float32(1.9411507), np.float32(1.6427935), np.float32(1.4683093), np.float32(1.5691396), np.float32(1.9401163)]"
33,"[np.float32(0.03782567), np.float32(-1.1821946), np.float32(0.15074217), np.float32(0.009427339), np.float32(-0.122561924), np.float32(0.14492355), np.float32(0.37410313), np.float32(0.11147319), np.float32(-0.08238845), np.float32(-0.13938421), np.float32(0.105804674), np.float32(-0.2990162), np.float32(0.10047671), np.float32(-0.11192785), np.float32(-0.16217057), np.float32(-0.026972808), np.float32(0.05444829), np.float32(0.039378338), np.float32(-0.018286187), np.float32(0.03632976), np.float32(-0.023518093)]","[np.float32(1.602701), np.float32(1.8433834), np.float32(1.4713705), np.float32(2.3973668), np.float32(1.5452374), np.float32(1.6844978), np.float32(1.6257939), np.float32(1.6397576), np.float32(1.6909678), np.float32(1.6141267)]"
34,"[np.float32(0.11196303), np.float32(-1.7399192), np.float32(0.3911307), np.float32(0.0037894845), np.float32(0.5080331), np.float32(0.30626628), np.float32(0.39772242), np.float32(0.13099031), np.float32(-0.069698825), np.float32(-0.18724778), np.float32(0.05017706), np.float32(-0.3604446), np.float32(0.14077811), np.float32(-0.09642036), np.float32(-0.17919193), np.float32(0.028827906), np.float32(0.08884111), np.float32(0.014033228), np.float32(0.015057821), np.float32(0.023755208), np.float32(-0.013876796)]","[np.float32(2.1877704), np.float32(1.679915), np.float32(1.333113), np.float32(1.9639446), np.float32(1.3837311), np.float32(1.5733085), np.float32(1.4812763), np.float32(1.4824494), np.float32(1.6972766), np.float32(1.5054356)]"
35,"[np.float32(0.06758854), np.float32(-1.4582121), np.float32(0.40224442), np.float32(-0.90177596), np.float32(0.14811933), np.float32(-0.20436524), np.float32(0.49156466), np.float32(0.01899521), np.float32(-0.13304934), np.float32(-0.1562309), np.float32(0.10012598), np.float32(-0.30804554), np.float32(0.09799421), np.float32(-0.11686991), np.float32(-0.2008811), np.float32(0.01703383), np.float32(0.054916233), np.float32(-0.010320097), np.float32(-0.019345248), np.float32(0.028218701), np.float32(-0.03282178)]","[np.float32(1.5943577), np.float32(1.700174), np.float32(1.2224505), np.float32(1.9758233), np.float32(1.921512), np.float32(1.5681127), np.float32(1.3641728), np.float32(1.4347669), np.float32(1.8480328), np.float32(1.5882443)]"
36,"[np.float32(0.0748502), np.float32(-1.3134122), np.float32(-0.49508953), np.float32(-0.0736087), np.float32(-0.4874929), np.float32(-0.024467178), np.float32(0.3494812), np.float32(0.13250576), np.float32(-0.13486929), np.float32(-0.16432537), np.float32(0.121419065), np.float32(-0.29731494), np.float32(0.17731431), np.float32(-0.09055589), np.float32(-0.16793664), np.float32(-0.02753283), np.float32(0.042300045), np.float32(0.016931266), np.float32(-0.009762719), np.float32(0.03615247), np.float32(-0.053385697)]","[np.float32(1.6313404), np.float32(1.3435886), np.float32(1.780028), np.float32(2.076392), np.float32(1.5787208), np.float32(1.9625412), np.float32(1.6770077), np.float32(1.5896022), np.float32(1.5539573), np.float32(1.4311134)]"
37,"[np.float32(0.016525816), np.float32(-1.1712706), np.float32(0.0034346282), np.float32(-0.6739857), np.float32(0.37416983), np.float32(0.081921756), np.float32(0.40622282), np.float32(0.07086538), np.float32(-0.093186036), np.float32(-0.14004113), np.float32(0.04025501), np.float32(-0.3001662), np.float32(0.10393039), np.float32(-0.09250884), np.float32(-0.18606251), np.float32(0.0171583), np.float32(0.09811967), np.float32(0.010011166), np.float32(-0.02521879), np.float32(0.037829258), np.float32(-0.027097898)]","[np.float32(1.7418721), np.float32(2.0689685), np.float32(1.2313663), np.float32(2.3295438), np.float32(1.8323637), np.float32(1.7412342), np.float32(1.5269195), np.float32(1.3611712), np.float32(1.7159526), np.float32(1.5993941)]"
38,"[np.float32(0.0709345), np.float32(-1.2211348), np.float32(1.0230896), np.float32(0.40908325), np.float32(0.04839535), np.float32(0.4605667), np.float32(0.33245957), np.float32(0.054342516), np.float32(-0.076410726), np.float32(-0.12760958), np.float32(0.099638015), np.float32(-0.3235067), np.float32(0.003596425), np.float32(-0.056169182), np.float32(-0.19597289), np.float32(0.032763727), np.float32(0.060760207), np.float32(0.015471466), np.float32(-0.011308804), np.float32(0.050815485), np.float32(-0.03144508)]","[np.float32(1.7133714), np.float32(1.9707056), np.float32(1.3319625), np.float32(2.5594459), np.float32(1.5422531), np.float32(1.1300535), np.float32(1.7825888), np.float32(1.4147748), np.float32(1.9321102), np.float32(1.6737937)]"
