0.9159,1.111,0.9159,1.111,0.6124,0.3516,0.3549,3.5057,0.3549,3.5057,0.4339,4.0725,0.9159,1.111,0.9159,1.111,0.6124,0.3516,0.3549,3.5057,0.3549,3.5057,0.4339,4.0725,0.1973,2.247,0.1973,2.247,0.1973,2.247,0.1973,2.247,0.1973,2.247
0.2536,0.204,0.2536,0.204,0.7828,2.2965,1.8589,0.26,1.8589,0.26,1.8831,0.3996,0.2536,0.204,0.2536,0.204,0.7828,2.2965,1.8589,0.26,1.8589,0.26,1.8831,0.3996,1.6922,0.2925,1.6922,0.2925,1.6922,0.2925,1.6922,0.2925,1.6922,0.2925
1.2762,1.1617,1.2762,1.1617,1.6017,0.4428,0.7562,0.3209,0.7562,0.3209,1.4805,0.7017,1.2762,1.1617,1.2762,1.1617,1.6017,0.4428,0.7562,0.3209,0.7562,0.3209,1.4805,0.7017,0.1011,1.2321,0.1011,1.2321,0.1011,1.2321,0.1011,1.2321,0.1011,1.2321
0.1177,0.1343,0.1177,0.1343,0.2903,4.8504,0.5035,1.0529,0.5035,1.0529,0.1283,2.6832,0.1177,0.1343,0.1177,0.1343,0.2903,4.8504,0.5035,1.0529,0.5035,1.0529,0.1283,2.6832,0.9876,0.1893,0.9876,0.1893,0.9876,0.1893,0.9876,0.1893,0.9876,0.1893
2.6721,0.4019,2.6721,0.4019,0.1687,0.1233,0.123,1.9978,0.123,1.9978,3.2371,0.1428,2.6721,0.4019,2.6721,0.4019,0.1687,0.1233,0.123,1.9978,0.123,1.9978,3.2371,0.1428,2.8923,0.6285,2.8923,0.6285,2.8923,0.6285,2.8923,0.6285,2.8923,0.6285
0.6546,3.476,0.6546,3.476,2.4768,0.9441,3.0738,0.1394,3.0738,0.1394,0.2809,1.8647,0.6546,3.476,0.6546,3.476,2.4768,0.9441,3.0738,0.1394,3.0738,0.1394,0.2809,1.8647,0.3065,4.2831,0.3065,4.2831,0.3065,4.2831,0.3065,4.2831,0.3065,4.2831
0.1565,0.3514,0.1565,0.3514,2.9219,0.1038,0.2913,0.9493,0.2913,0.9493,1.0868,0.2811,0.1565,0.3514,0.1565,0.3514,2.9219,0.1038,0.2913,0.9493,0.2913,0.9493,1.0868,0.2811,0.5229,0.4557,0.5229,0.4557,0.5229,0.4557,0.5229,0.4557,0.5229,0.4557
1.5012,3.115,1.5012,3.115,0.1986,1.1049,1.3094,0.2871,1.3094,0.2871,0.2503,3.6613,1.5012,3.115,1.5012,3.115,0.1986,1.1049,1.3094,0.2871,1.3094,0.2871,0.2503,3.6613,4.5185,3.8468,4.5185,3.8468,4.5185,3.8468,4.5185,3.8468,4.5185,3.8468
0.5295,1.3281,0.5295,1.3281,0.3167,0.5413,2.2621,0.1557,2.2621,0.1557,2.3932,0.1946,0.5295,1.3281,0.5295,1.3281,0.3167,0.5413,2.2621,0.1557,2.2621,0.1557,2.3932,0.1946,1.4877,1.8623,1.4877,1.8623,1.4877,1.8623,1.4877,1.8623,1.4877,1.8623
1.9128,0.1498,1.9128,0.1498,1.7505,4.0288,0.1675,2.2155,0.1675,2.2155,0.5526,0.7479,1.9128,0.1498,1.9128,0.1498,1.7505,4.0288,0.1675,2.2155,0.1675,2.2155,0.5526,0.7479,0.1782,0.2173,0.1782,0.2173,0.1782,0.2173,0.1782,0.2173,0.1782,0.2173
0.404,0.9699,0.404,0.9699,0.8048,0.4179,0.1502,1.6757,0.1502,1.6757,0.1621,1.2733,0.404,0.9699,0.404,0.9699,0.8048,0.4179,0.1502,1.6757,0.1502,1.6757,0.1621,1.2733,1.0917,2.4243,1.0917,2.4243,1.0917,2.4243,1.0917,2.4243,1.0917,2.4243
4.379,0.1832,4.379,0.1832,0.6285,1.962,4.373,0.5388,4.373,0.5388,1.8672,0.1244,4.379,0.1832,4.379,0.1832,0.6285,1.962,4.373,0.5388,4.373,0.5388,1.8672,0.1244,0.1148,0.4155,0.1148,0.4155,0.1148,0.4155,0.1148,0.4155,0.1148,0.4155
0.193,0.5524,0.193,0.5524,0.1625,0.2131,0.9518,0.2346,0.9518,0.2346,0.3208,2.3395,0.193,0.5524,0.193,0.5524,0.1625,0.2131,0.9518,0.2346,0.9518,0.2346,0.3208,2.3395,0.2699,0.1215,0.2699,0.1215,0.2699,0.1215,0.2699,0.1215,0.2699,0.1215
0.7876,2.9242,0.7876,2.9242,3.9151,1.431,0.6946,3.1402,0.6946,3.1402,3.7037,0.4786,0.7876,2.9242,0.7876,2.9242,3.9151,1.431,0.6946,3.1402,0.6946,3.1402,3.7037,0.4786,2.6156,0.7197,2.6156,0.7197,2.6156,0.7197,2.6156,0.7197,2.6156,0.7197
0.2875,0.7969,0.2875,0.7969,3.9366,0.6587,1.6444,2.9433,1.6444,2.9433,0.4247,0.1612,0.2875,0.7969,0.2875,0.7969,3.9366,0.6587,1.6444,2.9433,1.6444,2.9433,0.4247,0.1612,0.7526,0.1765,0.7526,0.1765,0.7526,0.1765,0.7526,0.1765,0.7526,0.1765
3.5219,0.2244,3.5219,0.2244,0.1006,3.2597,0.3994,0.1184,0.3994,0.1184,4.9008,1.6394,3.5219,0.2244,3.5219,0.2244,0.1006,3.2597,0.3994,0.1184,0.3994,0.1184,4.9008,1.6394,0.1306,1.3179,0.1306,1.3179,0.1306,1.3179,0.1306,1.3179,0.1306,1.3179
0.2256,0.672,0.2256,0.672,0.4894,0.1437,0.2612,0.3551,0.2612,0.3551,0.1228,0.6167,0.2256,0.672,0.2256,0.672,0.4894,0.1437,0.2612,0.3551,0.2612,0.3551,0.1228,0.6167,0.3867,4.5072,0.3867,4.5072,0.3867,4.5072,0.3867,4.5072,0.3867,4.5072
1.0409,2.3865,1.0409,2.3865,1.0177,0.8104,2.5307,0.7594,2.5307,0.7594,1.4152,3.0296,1.0409,2.3865,1.0409,2.3865,1.0177,0.8104,2.5307,0.7594,2.5307,0.7594,1.4152,3.0296,2.3246,0.5944,2.3246,0.5944,2.3246,0.5944,2.3246,0.5944,2.3246,0.5944
0.1048,0.2712,0.1048,0.2712,1.2439,0.175,3.4822,4.3165,3.4822,4.3165,2.9352,4.6237,0.1048,0.2712,0.1048,0.2712,1.2439,0.175,3.4822,4.3165,3.4822,4.3165,2.9352,4.6237,0.5912,1.0017,0.5912,1.0017,0.5912,1.0017,0.5912,1.0017,0.5912,1.0017
1.4501,4.0652,1.4501,4.0652,0.3654,1.7685,0.1095,0.1634,0.1095,0.1634,0.6774,0.3547,1.4501,4.0652,1.4501,4.0652,0.3654,1.7685,0.1095,0.1634,0.1095,0.1634,0.6774,0.3547,3.1208,0.1519,3.1208,0.1519,3.1208,0.1519,3.1208,0.1519,3.1208,0.1519
0.5825,1.7217,0.5825,1.7217,0.2189,0.3018,0.4453,0.6436,0.4453,0.6436,0.8886,0.9427,0.5825,1.7217,0.5825,1.7217,0.2189,0.3018,0.4453,0.6436,0.4453,0.6436,0.8886,0.9427,1.3197,0.3138,1.3197,0.3138,1.3197,0.3138,1.3197,0.3138,1.3197,0.3138
3.0364,0.1148,3.0364,0.1148,1.9832,2.676,0.8507,1.4634,0.8507,1.4634,0.2048,0.246,3.0364,0.1148,3.0364,0.1148,1.9832,2.676,0.8507,1.4634,0.8507,1.4634,0.2048,0.246,0.2568,2.1009,0.2568,2.1009,0.2568,2.1009,0.2568,2.1009,0.2568,2.1009
0.5063,0.2156,0.5063,0.2156,2.0185,0.2062,0.1397,0.7189,0.1397,0.7189,0.4728,0.4375,0.5063,0.2156,0.5063,0.2156,2.0185,0.2062,0.1397,0.7189,0.1397,0.7189,0.4728,0.4375,4.7188,0.3904,4.7188,0.3904,4.7188,0.3904,4.7188,0.3904,4.7188,0.3904
2.0659,0.7231,2.0659,0.7231,0.2234,1.473,4.4585,0.3798,4.4585,0.3798,2.0525,2.1469,2.0659,0.7231,2.0659,0.7231,0.2234,1.473,4.4585,0.3798,4.4585,0.3798,2.0525,2.1469,0.5001,2.5801,0.5001,2.5801,0.5001,2.5801,0.5001,2.5801,0.5001,2.5801
0.1499,2.1658,0.1499,2.1658,0.3559,0.2814,1.0881,0.1251,1.0881,0.1251,0.23,0.1141,0.1499,2.1658,0.1499,2.1658,0.3559,0.2814,1.0881,0.1251,1.0881,0.1251,0.23,0.1141,0.1647,0.766,0.1647,0.766,0.1647,0.766,0.1647,0.766,0.1647,0.766
1.6251,0.6457,1.6251,0.6457,1.2105,2.9259,0.5672,2.7521,0.5672,2.7521,0.996,1.1639,1.6251,0.6457,1.6251,0.6457,1.2105,2.9259,0.5672,2.7521,0.5672,2.7521,0.996,1.1639,1.6081,0.1142,1.6081,0.1142,1.6081,0.1142,1.6081,0.1142,1.6081,0.1142
0.1965,4.2148,0.1965,4.2148,0.9036,0.5592,0.3131,1.3466,0.3131,1.3466,3.3688,0.7667,0.1965,4.2148,0.1965,4.2148,0.9036,0.5592,0.3131,1.3466,0.3131,1.3466,3.3688,0.7667,0.1208,3.6145,0.1208,3.6145,0.1208,3.6145,0.1208,3.6145,0.1208,3.6145
0.7096,0.2999,0.7096,0.2999,0.435,3.9141,1.285,0.6693,1.285,0.6693,0.2925,0.2002,0.7096,0.2999,0.7096,0.2999,0.435,3.9141,1.285,0.6693,1.285,0.6693,0.2925,0.2002,1.0362,0.485,1.0362,0.485,1.0362,0.485,1.0362,0.485,1.0362,0.485
0.4105,0.127,0.4105,0.127,0.1126,0.1541,1.9794,0.1777,1.9794,0.1777,1.6138,3.7676,0.4105,0.127,0.4105,0.127,0.1126,0.1541,1.9794,0.1777,1.9794,0.1777,1.6138,3.7676,2.4359,0.2313,2.4359,0.2313,2.4359,0.2313,2.4359,0.2313,2.4359,0.2313
3.9393,1.7852,3.9393,1.7852,4.3916,0.7411,0.205,4.154,0.205,4.154,0.1398,0.2882,3.9393,1.7852,3.9393,1.7852,4.3916,0.7411,0.205,4.154,0.205,4.154,0.1398,0.2882,0.2895,1.7499,0.2895,1.7499,0.2895,1.7499,0.2895,1.7499,0.2895,1.7499
0.2162,3.448,0.2162,3.448,3.4729,0.3746,3.4172,2.3652,3.4172,2.3652,1.2848,0.2503,0.2162,3.448,0.2162,3.448,3.4729,0.3746,3.4172,2.3652,3.4172,2.3652,1.2848,0.2503,0.136,0.1613,0.136,0.1613,0.136,0.1613,0.136,0.1613,0.136,0.1613
1.1266,0.3644,1.1266,0.3644,0.1445,2.1637,0.1178,0.1471,0.1178,0.1471,0.1113,0.9627,1.1266,0.3644,1.1266,0.3644,0.1445,2.1637,0.1178,0.1471,0.1178,0.1471,0.1113,0.9627,0.7233,0.9434,0.7233,0.9434,0.7233,0.9434,0.7233,0.9434,0.7233,0.9434
0.2749,0.1554,0.2749,0.1554,0.7024,0.2446,0.5451,0.2689,0.5451,0.2689,4.2115,0.3623,0.2749,0.1554,0.2749,0.1554,0.7024,0.2446,0.5451,0.2689,0.5451,0.2689,4.2115,0.3623,2.1423,1.9787,2.1423,1.9787,2.1423,1.9787,2.1423,1.9787,2.1423,1.9787
3.8064,1.4702,3.8064,1.4702,0.8986,1.261,0.7444,1.0046,0.7444,1.0046,0.3655,4.7039,3.8064,1.4702,3.8064,1.4702,0.8986,1.261,0.7444,1.0046,0.7444,1.0046,0.3655,4.7039,0.42,0.3331,0.42,0.3331,0.42,0.3331,0.42,0.3331,0.42,0.3331
0.5922,0.1661,0.5922,0.1661,1.7834,0.1157,1.6766,3.2689,1.6766,3.2689,0.1749,2.7907,0.5922,0.1661,0.5922,0.1661,1.7834,0.1157,1.6766,3.2689,1.6766,3.2689,0.1749,2.7907,3.2747,1.3992,3.2747,1.3992,3.2747,1.3992,3.2747,1.3992,3.2747,1.3992
2.7308,0.9316,2.7308,0.9316,0.3229,1.0018,0.3714,0.2161,0.3714,0.2161,0.7578,0.5702,2.7308,0.9316,2.7308,0.9316,0.3229,1.0018,0.3714,0.2161,0.3714,0.2161,0.7578,0.5702,0.5638,0.1662,0.5638,0.1662,0.5638,0.1662,0.5638,0.1662,0.5638,0.1662
0.1067,2.8089,0.1067,2.8089,0.1936,0.4715,0.2133,0.5172,0.2133,0.5172,0.6188,1.5159,0.1067,2.8089,0.1067,2.8089,0.1936,0.4715,0.2133,0.5172,0.2133,0.5172,0.6188,1.5159,0.2384,0.5598,0.2384,0.5598,0.2384,0.5598,0.2384,0.5598,0.2384,0.5598
1.3074,0.5009,1.3074,0.5009,2.8407,4.5725,2.8934,1.8178,2.8934,1.8178,2.685,0.1485,1.3074,0.5009,1.3074,0.5009,2.8407,4.5725,2.8934,1.8178,2.8934,1.8178,2.685,0.1485,1.4224,4.7855,1.4224,4.7855,1.4224,4.7855,1.4224,4.7855,1.4224,4.7855
2.3844,2.5329,2.3844,2.5329,2.6242,0.5103,0.6444,0.2472,0.6444,0.2472,0.1145,3.3114,2.3844,2.5329,2.3844,2.5329,2.6242,0.5103,0.6444,0.2472,0.6444,0.2472,0.1145,3.3114,0.8089,0.5189,0.8089,0.5189,0.8089,0.5189,0.8089,0.5189,0.8089,0.5189
0.4576,0.4356,0.4576,0.4356,0.1786,4.2903,0.9644,3.7678,0.9644,3.7678,1.3183,0.3253,0.4576,0.4356,0.4576,0.4356,0.1786,4.2903,0.9644,3.7678,0.9644,3.7678,1.3183,0.3253,0.1574,3.3689,0.1574,3.3689,0.1574,3.3689,0.1574,3.3689,0.1574,3.3689
1.8758,0.1843,1.8758,0.1843,0.2758,0.1101,3.9168,1.5775,3.9168,1.5775,0.4017,0.8654,1.8758,0.1843,1.8758,0.1843,0.2758,0.1101,3.9168,1.5775,3.9168,1.5775,0.4017,0.8654,0.363,1.6545,0.363,1.6545,0.363,1.6545,0.363,1.6545,0.363,1.6545
0.1354,1.0717,0.1354,1.0717,1.5263,1.0372,0.1573,0.4523,0.1573,0.4523,4.638,0.1761,0.1354,1.0717,0.1354,1.0717,1.5263,1.0372,0.1573,0.4523,0.1573,0.4523,4.638,0.1761,1.9165,0.2434,1.9165,0.2434,1.9165,0.2434,1.9165,0.2434,1.9165,0.2434
0.8189,0.1398,0.8189,0.1398,0.7235,0.226,0.1801,0.1278,0.1801,0.1278,0.8409,0.1013,0.8189,0.1398,0.8189,0.1398,0.7235,0.226,0.1801,0.1278,0.1801,0.1278,0.8409,0.1013,0.6315,2.7288,0.6315,2.7288,0.6315,2.7288,0.6315,2.7288,0.6315,2.7288
0.1776,1.2805,0.1776,1.2805,0.5644,1.3441,2.2296,2.0697,2.2296,2.0697,0.1937,1.3217,0.1776,1.2805,0.1776,1.2805,0.5644,1.3441,2.2296,2.0697,2.2296,2.0697,0.1937,1.3217,3.7961,0.3709,3.7961,0.3709,3.7961,0.3709,3.7961,0.3709,3.7961,0.3709
4.5464,3.8311,4.5464,3.8311,0.1417,0.3938,1.4596,1.1477,1.4596,1.1477,2.7342,0.4968,4.5464,3.8311,4.5464,3.8311,0.1417,0.3938,1.4596,1.1477,1.4596,1.1477,2.7342,0.4968,1.2266,0.1067,1.2266,0.1067,1.2266,0.1067,1.2266,0.1067,1.2266,0.1067
0.371,0.4182,0.371,0.4182,3.4104,2.0902,0.2775,0.3096,0.2775,0.3096,0.6313,1.9055,0.371,0.4182,0.371,0.4182,3.4104,2.0902,0.2775,0.3096,0.2775,0.3096,0.6313,1.9055,0.2128,0.8218,0.2128,0.8218,0.2128,0.8218,0.2128,0.8218,0.2128,0.8218
1.0181,0.1106,1.0181,0.1106,4.515,0.1349,0.8385,0.5993,0.8385,0.5993,2.2049,1.7046,1.0181,0.1106,1.0181,0.1106,4.515,0.1349,0.8385,0.5993,0.8385,0.5993,2.2049,1.7046,0.4395,0.2015,0.4395,0.2015,0.4395,0.2015,0.4395,0.2015,0.4395,0.2015
0.2495,1.6054,0.2495,1.6054,0.1155,0.86,0.479,1.215,0.479,1.215,0.5089,0.131,0.2495,1.6054,0.2495,1.6054,0.1155,0.86,0.479,1.215,0.479,1.215,0.5089,0.131,4.2591,1.1577,4.2591,1.1577,4.2591,1.1577,4.2591,1.1577,4.2591,1.1577
3.4396,4.8446,3.4396,4.8446,0.5444,0.7014,0.1044,4.6027,0.1044,4.6027,1.0478,2.4623,3.4396,4.8446,3.4396,4.8446,0.5444,0.7014,0.1044,4.6027,0.1044,4.6027,1.0478,2.4623,1.7811,4.0245,1.7811,4.0245,1.7811,4.0245,1.7811,4.0245,1.7811,4.0245
0.3172,0.3337,0.3172,0.3337,1.1331,3.0729,3.8815,0.1984,3.8815,0.1984,0.2415,0.6415,0.3172,0.3337,0.3172,0.3337,1.1331,3.0729,3.8815,0.1984,3.8815,0.1984,0.2415,0.6415,0.1873,0.6689,0.1873,0.6689,0.1873,0.6689,0.1873,0.6689,0.1873,0.6689
2.4675,1.8806,2.4675,1.8806,1.4279,0.3216,2.5644,0.4214,2.5644,0.4214,0.3095,0.4097,2.4675,1.8806,2.4675,1.8806,1.4279,0.3216,2.5644,0.4214,2.5644,0.4214,0.3095,0.4097,0.9128,1.1218,0.9128,1.1218,0.9128,1.1218,0.9128,1.1218,0.9128,1.1218
0.6834,0.5814,0.6834,0.5814,0.419,2.5213,0.2423,0.8036,0.2423,0.8036,3.5709,4.1908,0.6834,0.5814,0.6834,0.5814,0.419,2.5213,0.2423,0.8036,0.2423,0.8036,3.5709,4.1908,0.1093,0.135,0.1093,0.135,0.1093,0.135,0.1093,0.135,0.1093,0.135
1.1812,0.2481,1.1812,0.2481,0.2437,0.1644,0.4182,2.4625,0.4182,2.4625,0.1493,0.223,1.1812,0.2481,1.1812,0.2481,0.2437,0.1644,0.4182,2.4625,0.4182,2.4625,0.1493,0.223,0.3202,0.2749,0.3202,0.2749,0.3202,0.2749,0.3202,0.2749,0.3202,0.2749
0.1231,0.8026,0.1231,0.8026,2.2061,1.8759,1.4729,0.1128,1.4729,0.1128,1.7205,1.0891,0.1231,0.8026,0.1231,0.8026,2.2061,1.8759,1.4729,0.1128,1.4729,0.1128,1.7205,1.0891,2.7669,2.3915,2.7669,2.3915,2.7669,2.3915,2.7669,2.3915,2.7669,2.3915
0.1871,1.0245,0.1871,1.0245,2.1549,0.16,4.5974,0.3305,4.5974,0.3305,0.1339,0.134,0.1871,1.0245,0.1871,1.0245,2.1549,0.16,4.5974,0.3305,4.5974,0.3305,0.1339,0.134,1.6404,0.3215,1.6404,0.3215,1.6404,0.3215,1.6404,0.3215,1.6404,0.3215
0.7628,0.1942,0.7628,0.1942,0.2383,0.7247,0.1424,1.0278,0.1424,1.0278,1.5428,1.7437,0.7628,0.1942,0.7628,0.1942,0.2383,0.7247,0.1424,1.0278,0.1424,1.0278,1.5428,1.7437,0.1693,1.9383,0.1693,1.9383,0.1693,1.9383,0.1693,1.9383,0.1693,1.9383
0.3876,0.4555,0.3876,0.4555,0.4294,0.5724,0.5836,1.9243,0.5836,1.9243,0.2692,0.6562,0.3876,0.4555,0.3876,0.4555,0.4294,0.5724,0.5836,1.9243,0.5836,1.9243,0.2692,0.6562,0.517,0.9093,0.517,0.9093,0.517,0.9093,0.517,0.9093,0.517,0.9093
4.2052,2.4026,4.2052,2.4026,1.4587,3.7666,1.132,0.1438,1.132,0.1438,3.1065,2.5187,4.2052,2.4026,4.2052,2.4026,1.4587,3.7666,1.132,0.1438,1.132,0.1438,3.1065,2.5187,4.9158,0.1579,4.9158,0.1579,4.9158,0.1579,4.9158,0.1579,4.9158,0.1579
0.5447,0.4259,0.5447,0.4259,1.0892,0.271,1.2621,0.4683,1.2621,0.4683,0.9113,4.3551,0.5447,0.4259,0.5447,0.4259,1.0892,0.271,1.2621,0.4683,1.2621,0.4683,0.9113,4.3551,0.2972,4.9652,0.2972,4.9652,0.2972,4.9652,0.2972,4.9652,0.2972,4.9652
1.9655,3.7921,1.9655,3.7921,0.5247,2.991,0.3019,1.5483,0.3019,1.5483,0.21,0.4257,1.9655,3.7921,1.9655,3.7921,0.5247,2.991,0.3019,1.5483,0.3019,1.5483,0.21,0.4257,2.4811,0.5719,2.4811,0.5719,2.4811,0.5719,2.4811,0.5719,2.4811,0.5719
0.1599,1.2577,0.1599,1.2577,0.12,0.2015,0.196,3.6102,0.196,3.6102,1.9777,1.1317,0.1599,1.2577,0.1599,1.2577,0.12,0.2015,0.196,3.6102,0.196,3.6102,1.9777,1.1317,1.0821,0.1723,1.0821,0.1723,1.0821,0.1723,1.0821,0.1723,1.0821,0.1723
1.5352,0.1413,1.5352,0.1413,4.6893,1.5308,1.9278,0.2538,1.9278,0.2538,0.4564,0.2317,1.5352,0.1413,1.5352,0.1413,4.6893,1.5308,1.9278,0.2538,1.9278,0.2538,0.4564,0.2317,0.1252,1.4284,0.1252,1.4284,0.1252,1.4284,0.1252,1.4284,0.1252,1.4284
0.5593,0.3276,0.5593,0.3276,3.2801,0.4897,0.1135,0.1003,0.1135,0.1003,2.4618,0.3381,0.5593,0.3276,0.5593,0.3276,3.2801,0.4897,0.1135,0.1003,0.1135,0.1003,2.4618,0.3381,0.4286,0.1165,0.4286,0.1165,0.4286,0.1165,0.4286,0.1165,0.4286,0.1165
2.9131,4.8948,2.9131,4.8948,0.1364,4.4697,3.3562,2.6489,3.3562,2.6489,0.5684,3.4411,2.9131,4.8948,2.9131,4.8948,0.1364,4.4697,3.3562,2.6489,3.3562,2.6489,0.5684,3.4411,2.203,0.794,2.203,0.794,2.203,0.794,2.203,0.794,2.203,0.794
0.1015,1.6343,0.1015,1.6343,0.5875,0.1185,0.725,0.8972,0.725,0.8972,0.7342,0.183,0.1015,1.6343,0.1015,1.6343,0.5875,0.1185,0.725,0.8972,0.725,0.8972,0.7342,0.183,0.7481,2.6364,0.7481,2.6364,0.7481,2.6364,0.7481,2.6364,0.7481,2.6364
1.4059,0.1094,1.4059,0.1094,0.7503,0.9637,0.5211,0.3946,0.5211,0.3946,0.1691,0.8994,1.4059,0.1094,1.4059,0.1094,0.7503,0.9637,0.5211,0.3946,0.5211,0.3946,0.1691,0.8994,0.1417,0.405,0.1417,0.405,0.1417,0.405,0.1417,0.405,0.1417,0.405
0.2308,0.8397,0.2308,0.8397,1.49,0.2354,0.3787,0.1933,0.3787,0.1933,0.3508,1.352,0.2308,0.8397,0.2308,0.8397,1.49,0.2354,0.3787,0.1933,0.3787,0.1933,0.3508,1.352,1.4593,1.7125,1.4593,1.7125,1.4593,1.7125,1.4593,1.7125,1.4593,1.7125
1.0635,0.2355,1.0635,0.2355,0.2699,1.2899,1.7288,4.8031,1.7288,4.8031,4.0502,0.1036,1.0635,0.2355,1.0635,0.2355,0.2699,1.2899,1.7288,4.8031,1.7288,4.8031,4.0502,0.1036,0.2428,0.2229,0.2428,0.2229,0.2428,0.2229,0.2428,0.2229,0.2428,0.2229
0.2955,0.556,0.2955,0.556,0.1827,0.3659,3.01,1.238,3.01,1.238,0.103,1.9493,0.2955,0.556,0.2955,0.556,0.1827,0.3659,3.01,1.238,3.01,1.238,0.103,1.9493,0.5885,0.4752,0.5885,0.4752,0.5885,0.4752,0.5885,0.4752,0.5885,0.4752
3.6223,1.9825,3.6223,1.9825,2.6849,2.25,0.2194,0.5788,0.2194,0.5788,1.1867,0.5082,3.6223,1.9825,3.6223,1.9825,2.6849,2.25,0.2194,0.5788,0.2194,0.5788,1.1867,0.5082,3.392,3.4868,3.392,3.4868,3.392,3.4868,3.392,3.4868,3.392,3.4868
0.8669,0.64,0.8669,0.64,2.7814,0.4033,1.0002,4.1676,1.0002,4.1676,0.69,1.0004,0.8669,0.64,0.8669,0.64,2.7814,0.4033,1.0002,4.1676,1.0002,4.1676,0.69,1.0004,1.9962,0.696,1.9962,0.696,1.9962,0.696,1.9962,0.696,1.9962,0.696
0.1665,2.2006,0.1665,2.2006,0.1889,2.0106,0.6559,0.169,0.6559,0.169,2.9942,0.2601,0.1665,2.2006,0.1665,2.2006,0.1889,2.0106,0.6559,0.169,0.6559,0.169,2.9942,0.2601,0.3753,4.1231,0.3753,4.1231,0.3753,4.1231,0.3753,4.1231,0.3753,4.1231
4.7784,0.7292,4.7784,0.7292,0.3302,0.2347,0.1615,0.6619,0.1615,0.6619,0.201,4.8882,4.7784,0.7292,4.7784,0.7292,0.3302,0.2347,0.1615,0.6619,0.1615,0.6619,0.201,4.8882,0.1618,1.2056,0.1618,1.2056,0.1618,1.2056,0.1618,1.2056,0.1618,1.2056
