Iteration,test_preds,estimated_params
11,"[-0.28336942, -0.091772795, 4.103542, 1.4256403, 1.2251391, -1.2478479, 0.41670343, 0.022711843, -0.17432174, -0.3487933, -0.17580509, 0.050429612, -0.021599144, 0.1314795, -0.2215279, -0.13275641, -0.023806214, 0.06411073, -0.057795517, -0.038083524, -0.052560624]","[2.564309, 1.9928997, 1.8345399, 1.049912, 3.940254, 2.8583832, 3.9466283, 4.3911824, 0.63407063, 2.8700087]"
12,"[-0.9737923, 2.476815, 2.2949185, -2.8810844, 0.37727973, 2.5854723, 0.31606296, -0.29075325, -0.00017243624, 0.37561095, 0.099585116, 0.17738652, 0.038258463, -0.005968988, -0.20625132, 0.016989887, 0.2695615, 0.02873157, -0.07932321, -0.0012205467, -0.058106795]","[4.511589, 4.71732, 4.7400947, 3.524791, 3.6217937, 4.5648427, 1.054722, 2.4271212, 1.4090973, 4.949111]"
13,"[0.32210642, 0.8678118, -3.9818814, 0.7694989, -2.649121, -4.824178, -0.1887959, -0.03696587, 0.10467219, 0.119320035, 0.30487168, -0.34327653, 0.0520655, -0.06327385, 0.21012807, -0.025824517, -0.23185006, 0.025308311, 0.17697123, 0.085857764, 0.083618164]","[0.5857831, 1.0706269, 0.7992167, 2.4758015, 1.3921967, 2.4364314, 4.6243978, 0.53355396, 4.4289947, 1.9681953]"
14,"[0.29036927, -1.2323788, -4.329123, -2.8633158, 0.17948635, 0.87389517, 0.018907994, 0.2625263, -0.26476902, 0.3819874, -0.42805976, 0.0933305, -0.17023349, 0.2110424, 0.15195817, -0.10516903, -0.0011069104, -0.112953186, 0.086839974, -0.020637188, -0.07001573]","[1.368762, 3.8086367, 2.6664798, 1.4098959, 2.1002054, 0.84630585, 0.18720987, 3.7424192, 2.5376813, 3.7930138]"
15,"[-0.9443758, 3.685001, 2.5665348, 0.511256, -0.24806495, 0.16876042, -0.3413338, 0.38416147, 0.44383457, -0.3487398, 0.024321973, -0.22890711, 0.113369524, -0.043211028, -0.019874424, 0.05232051, 0.058393404, 0.06457193, 0.11845345, -0.052107103, 0.008908255]","[3.9061184, 0.17557696, 3.130039, 2.5189018, 3.0005584, 3.868261, 4.3362823, 1.3669518, 4.17904, 0.46003577]"
16,"[-0.5320549, 1.2021837, 0.26359653, -3.2809782, 4.4613686, -2.3212492, -0.02366533, 0.0028173327, 0.029391646, 0.34392965, 0.16552931, 0.0052824914, 0.18607865, 0.032594174, -0.20643643, 0.084626794, -0.090733096, 0.10038884, -0.04075077, -0.2188881, 0.105025865]","[3.5092807, 3.4876537, 1.2155954, 0.27368504, 4.6634903, 3.7718961, 1.4902774, 1.6070033, 2.7086947, 2.4580173]"
17,"[0.42077303, -1.3587185, -1.6765554, 4.0143805, -2.0304866, 1.5178173, 0.5378589, -0.43662566, 0.02650337, -0.13098972, 0.0037221909, 0.03480935, -0.33386546, 0.07153211, -0.0066595525, 0.12467542, 0.027838945, 0.015699469, -0.063545525, 0.048015162, 0.013222516]","[1.6838182, 2.4090965, 4.260192, 3.8867335, 0.6095676, 1.8285656, 2.997906, 3.7921503, 0.7547511, 4.160242]"
18,"[-0.034116685, -1.3601995, 0.23720181, -3.9369726, 1.2576087, 0.041823532, -0.115484715, -0.048062444, 0.027290285, 0.3175223, -0.37772688, 0.21578479, -0.060185216, 0.080979824, -0.16209257, -0.18262893, -0.03270585, -0.040866345, -0.001605317, 0.090693235, -0.0011221468]","[1.6415645, 4.5139956, 0.91199976, 3.0919015, 4.366813, 1.9646862, 0.4201434, 3.494152, 2.1242545, 1.6011015]"
19,"[-0.8202406, 4.257378, -0.5386903, 1.1483653, -0.16340317, 0.92684317, 0.15327701, -0.14933372, 0.30102205, -0.10107362, 0.23778719, -0.2856086, 0.0032729134, 0.13287795, 0.2224911, 0.08205235, -0.02304095, -0.003695026, 0.06459093, -0.06567325, -0.055023775]","[3.4144235, 1.3045722, 3.6054103, 2.04344, 0.8114256, 4.5216327, 4.0069003, 0.9076449, 3.912444, 4.3391285]"
20,"[-0.572775, 2.1427176, -0.3893122, -0.4733542, 0.5739927, 1.8485565, 0.070506185, -0.20457649, 0.17593701, 0.15287426, 0.12369445, -0.07345775, -0.08343877, -0.12674281, 0.026935674, -0.09153372, 0.035162747, 0.00022732839, -0.050705373, 0.04136748, -0.016008176]","[4.132014, 2.6383057, 2.1365294, 4.297648, 1.746599, 2.6055565, 1.951487, 1.7610232, 3.1053243, 2.6855965]"
21,"[1.1620843, -5.5441227, 1.9309524, 2.8047132, -2.2147017, -2.4784257, -0.45174927, 0.5977486, -0.48932916, -0.07382563, -0.3919573, -0.13465278, -0.041065753, -0.26149797, -0.07974625, -0.11208868, 0.07889333, 0.07012564, -0.15507716, -0.108325094, -0.015968189]","[0.8963004, 1.3045843, 2.6200955, 0.58554256, 3.452616, 0.43217963, 2.9025657, 3.98664, 1.0687504, 0.8370418]"
22,"[-0.45279413, 2.6340063, -1.0858166, -0.70417905, -2.8866515, -0.6855497, -0.024741335, 0.06097737, -0.33416826, 0.271734, -0.11967659, 0.00947994, 0.020472363, 0.12830165, 0.09670861, 0.17215173, -0.12288982, -0.07732193, -0.06544535, -0.020568468, -0.06710662]","[0.34012106, 3.412063, 4.3580036, 0.9980601, 2.8871949, 1.3538475, 2.4616272, 2.0166452, 3.12731, 4.076188]"
23,"[0.3556465, -3.635327, 6.2116, 2.1835697, 2.8152385, -0.7604681, 0.5530069, -0.5366744, -0.07791699, -0.37056723, -0.01742772, 0.23902805, 0.31806678, -0.26883942, 0.10270631, -0.24030347, -0.18064344, 0.0011530966, 0.090111375, 0.09693387, -0.12755767]","[4.7856064, 2.023612, 0.3897187, 4.10671, 2.340041, 4.096814, 3.0396643, 4.62401, 0.26133165, 1.7767234]"
24,"[0.98784757, -5.9902773, 1.0405811, 2.3209965, 0.7094206, 2.1326854, -0.924528, -0.49749506, 0.37123495, 0.1938554, -0.35312283, -0.39860982, 0.015620351, -0.096889734, 0.024244487, -0.0010755062, 0.07049828, 0.016964093, -0.023028687, -0.0555304, 0.045574367]","[3.1178997, 4.3258395, 3.0705202, 2.1000988, 0.4220738, 3.127052, 1.3451382, 2.5481334, 1.7526077, 0.2495244]"
25,"[-0.9387889, 4.969571, 0.54588675, -0.8195985, -1.0726281, -1.2466435, 0.16319123, 0.6214974, 0.2521859, -0.22138137, 0.21193135, 0.009367704, 0.15991078, 0.018078655, 0.17852509, -0.0074177086, -0.16679674, -0.01746869, 0.053370237, 0.020460345, 0.110493176]","[2.1249635, 0.5776744, 1.859388, 3.0209565, 4.8250556, 1.4354155, 4.3375516, 0.70857465, 4.9934, 3.4168122]"
26,"[2.7362084, -13.650724, 0.93507636, -0.9790769, 1.4236605, 1.6621354, -0.09107432, 0.2117391, -0.14764747, 0.23828089, 0.20014548, 0.3420462, -0.27110904, -0.13096845, 0.26339525, -0.15884188, -0.043756485, 0.031207234, -0.09343829, -0.006693721, 0.22126906]","[2.214913, 3.0022094, 0.5240719, 3.7222812, 1.9270493, 0.56128967, 0.8982026, 0.9659426, 0.6759973, 0.5751383]"
27,"[-1.2450624, 5.581477, 1.8548213, 1.2318113, -0.26923108, 0.5916776, -0.034942955, 0.055443406, -0.20497921, -0.15729237, 0.04018584, -0.0061822534, 0.073197514, 0.20357107, 0.09299631, 0.0905284, 0.09593265, 0.040622264, 0.08663768, -0.040461484, -0.045683954]","[3.044771, 2.01709, 4.834752, 0.37072626, 3.0538642, 2.7967348, 4.842571, 3.225743, 3.5752695, 3.6563687]"
28,"[-1.4695356, 6.0228567, 1.9767526, -1.2665576, 1.8625616, 0.51467323, -0.07477626, -0.27481735, -0.04748094, 0.14478602, 0.20560223, 0.26523912, 0.25915468, 0.07781416, -0.02630619, -0.13573231, 0.053324774, 0.06578542, -0.025135368, -0.058550417, 0.056975506]","[4.794233, 4.233052, 1.7667477, 2.597943, 4.4987946, 4.8135633, 2.0782368, 4.0186987, 4.5762053, 4.110695]"
29,"[1.6812994, -3.8541915, -3.9780583, 3.4624896, -8.653859, -4.675166, 0.14982139, -0.84535533, -0.45642126, 0.4161501, 0.49536455, -0.54552746, -0.0041118264, -0.1643725, -0.15202917, -0.20928678, 0.3256866, 0.21427727, 0.18392715, 0.026422113, 0.07236085]","[0.3246609, 0.5281128, 3.9732068, 0.89630353, 0.39623633, 2.7076705, 3.5211675, 2.0158615, 1.5385851, 2.608681]"
30,"[-0.1971888, 2.2383099, -3.1969714, 1.9162425, -1.663691, 1.4642, -0.2302105, -0.1774987, -0.21831721, 0.19458064, -0.210159, 0.20006424, -0.09223707, 0.0065470636, 0.18596742, 0.07168558, -0.06844151, -0.078823164, -0.07406917, -0.010454908, -0.11543676]","[0.7469835, 4.964226, 4.245078, 2.5511642, 1.2203122, 1.2805676, 1.7439939, 4.115712, 4.037004, 2.9711802]"
31,"[-0.67545754, 1.454529, 3.0418487, -0.13064243, 1.5821769, -0.0996747, -0.106586844, 0.056536376, 0.22502512, -0.13038415, 0.055601597, -0.06802085, 0.04029575, -0.099357426, -0.20585097, -0.14934605, -0.041300923, 0.0613115, 0.05317256, 0.018827751, 0.015772998]","[4.33037, 1.2700514, 1.0072567, 3.7016203, 4.090985, 3.0268254, 3.0231159, 2.223385, 2.4676857, 1.1871837]"
32,"[1.3105146, -8.176251, -0.5567601, -12.309804, 1.6242671, 2.7210853, -0.23766771, -0.42256176, -0.78282666, -1.2733337, -0.07256589, 0.37142062, 0.13454506, 0.24142534, -0.19551072, 0.04139763, 0.09564382, 0.3601212, 0.2924093, -0.17160153, -0.098698825]","[3.7531865, 2.6262238, 2.75399, 1.2966511, 3.547598, 3.6217132, 0.1002, 0.6325487, 0.9969797, 1.4208107]"
33,"[-0.37066483, 3.059617, -1.6361827, 2.665154, -2.0121849, 0.22560802, 0.21885121, -0.012695491, -0.072583556, -0.20874235, 0.10383201, 0.14889035, -0.20482829, -0.075927585, 0.17066118, 0.012999237, -0.0942744, -0.030564442, 0.060010415, 0.040156163, -0.06821457]","[1.6058524, 1.6180316, 2.4408615, 4.677063, 1.501584, 1.3550774, 4.198467, 3.0145767, 2.8928545, 4.950112]"
34,"[-0.83000374, 3.4362254, 0.69016063, 0.1381109, -0.4334144, 0.6963922, -0.2508791, -0.11692262, -0.09048408, 0.04023704, -0.15670264, 0.1276446, -0.04524067, 0.022661746, 0.056481346, -0.0142965615, 0.008933008, -0.063174576, -0.057836164, 0.036432214, -0.030387878]","[1.745222, 3.9862487, 2.8377616, 3.3346343, 2.5584931, 2.325632, 1.7855614, 4.82255, 3.8364322, 2.0638566]"
35,"[-0.70083463, 2.7459931, 1.1172483, -0.58689463, 0.28952986, -0.58920145, 0.41947109, 0.19228315, 0.44401157, -0.3285696, 0.08698267, -0.10284147, -0.06522152, 0.13113362, -0.044030868, -0.05608221, -0.008550853, -0.014772207, -0.007271856, -0.0793544, 0.025859758]","[3.3439133, 0.23287514, 2.0143924, 2.032013, 2.3304267, 4.5813355, 2.5552466, 2.5867906, 2.136631, 3.901998]"
36,"[1.5375807, -6.458728, -6.0577936, -5.425334, -0.10689555, 5.9024577, -0.157421, -1.160954, 0.045906104, -0.945901, 0.080112666, 0.24288772, -0.32059908, -0.2793447, -0.18646535, -0.020766616, 0.2403869, 0.5107207, -0.65589064, -0.048189864, -0.0770107]","[3.7232382, 3.986336, 4.136517, 4.3155975, 0.2181421, 2.6149557, 0.40425408, 0.42335504, 1.1691577, 3.1896243]"
37,"[0.00046479702, -0.14209312, 1.0514659, 1.4566749, 1.8269885, -3.6062157, -0.79835105, 0.6220746, -0.20223087, -0.08471988, -0.40073013, -0.06670609, -0.037434325, -0.06716296, -0.050750557, -0.059535623, -0.069910035, 0.21101822, -0.16690336, 0.17005566, -0.047473475]","[1.2594798, 2.4577475, 0.97711486, 0.84950256, 4.4620833, 0.5357511, 3.8630188, 2.7483518, 3.1082892, 0.3498154]"
38,"[0.6692724, -3.9572067, -0.18090835, -4.0726137, 0.6800845, -3.0302248, 0.76242304, 0.15764153, -0.41622978, 0.19779474, -0.24155211, -0.1260699, 0.019609593, 0.28571805, -0.23346776, 0.09419596, -0.16380562, -0.0758542, -0.05149828, -0.05819921, 0.031422466]","[0.6365726, 2.4638321, 1.6084598, 0.45656464, 4.10257, 1.9557292, 1.1307313, 1.4554099, 0.40890107, 4.652425]"
39,"[-0.80970347, 3.319465, 1.3914173, 2.8565564, -0.0376707, 1.5752702, -0.27166545, -0.3777785, 0.15184975, -0.23627312, 0.01736331, -0.11906263, -0.11691952, -0.025551647, 0.07420318, 0.038992196, 0.088586494, 0.06439108, 0.12308742, -0.0078775035, -1.3293698e-05]","[4.515334, 1.8484089, 3.4128978, 4.088463, 1.0053567, 3.7393286, 4.626119, 3.4239426, 3.3423429, 1.5065745]"
40,"[-0.46331906, 1.9317764, -1.057027, 0.43547082, 4.56443, -2.8498468, -0.5128312, -0.44227734, 0.22171903, 0.08868894, -3.20673e-05, 0.25409776, -0.076452196, -0.25756544, 0.076808855, 0.056999266, -0.095451534, -0.07366365, 0.07880316, -0.05095963, -0.010551915]","[2.4096708, 4.676596, 0.2915253, 1.567723, 1.9539238, 3.576721, 2.2041838, 3.9821732, 4.690737, 0.9335335]"
41,"[-0.38867146, 1.604661, 1.7480532, 0.53230435, -2.025918, 0.627316, 0.4292426, 0.6391602, 0.041176304, -0.1515842, 0.032889664, -0.047561765, -0.19910991, -0.15765095, -0.0527666, 0.18591353, 0.009031683, 0.01210697, 0.0437051, -0.022919953, 0.0040933415]","[2.5212655, 0.6951533, 4.6549764, 2.8816595, 3.400008, 0.7612933, 3.149925, 1.6943889, 1.6381671, 2.8216236]"
42,"[-0.04789567, -0.2809316, 1.5074105, 3.9030087, 1.4086037, -0.34012747, -0.49899122, -0.58668584, -0.13345537, -0.11876953, -0.2548157, -0.28805873, -0.037461072, 0.13899359, -0.06962645, -0.010312825, -0.06979565, 0.090063155, 0.0550266, -0.09423137, -0.05405338]","[2.2337093, 4.7065635, 1.9080503, 1.5111512, 0.71457165, 3.8724627, 4.8194895, 4.008593, 1.9896365, 1.109817]"
43,"[-0.53735566, 1.8272715, -0.77805597, -5.623709, -1.226129, 1.4023697, 0.11356777, 0.43238378, 0.3723327, 0.0022749305, 0.037301615, 0.15778366, 0.067733526, -0.017209813, 0.05818048, 0.044432715, -0.06263901, 0.14079367, 0.036060214, 0.06145397, 0.035832275]","[2.9549026, 0.77391905, 2.7707624, 4.568455, 4.5846267, 1.621793, 0.7500395, 1.4536757, 3.853609, 3.1996825]"
44,"[-0.78426814, 3.3937523, -0.8777538, 0.6982285, 2.6796925, -0.04654932, 0.1588569, 0.21663558, -0.35505033, 0.122133985, 0.24412575, -0.14109823, -0.018864557, -0.017594129, 0.11765468, -0.1848371, -0.032376617, 0.02007848, 0.044990122, 0.068158716, 0.04413151]","[4.4082603, 3.142708, 0.9596988, 2.2481484, 3.096034, 0.9680209, 3.5351405, 1.1157748, 2.9328203, 4.8588996]"
45,"[0.14217228, -0.86329865, 2.2433167, 0.24890733, -3.4486272, -0.80733097, 0.056325823, -0.18777207, 0.031189531, -0.10939556, -0.1808196, 0.015025914, -0.08386057, 0.021973193, -0.044238746, 0.062408686, 0.13030088, -0.14985839, -0.08831839, 0.07011764, 0.0057869367]","[0.7142648, 1.7364839, 4.172992, 3.2382438, 2.2339833, 3.4975843, 2.1189156, 3.834303, 1.2320689, 1.9251215]"
46,"[-0.64105594, 2.8093295, -0.66336524, -1.1018894, -0.9707161, 0.7055975, 0.05625634, -0.2714783, 0.13332948, 0.2295893, 0.22451743, -0.28144932, 0.06003481, 0.06059292, 0.07011641, 0.18143025, -0.19565515, -0.103426106, -0.05514568, 0.03765605, -0.005440481]","[1.1594875, 3.5268326, 3.4124844, 2.6584172, 1.3392144, 4.5284324, 3.0868304, 0.1019, 3.3674889, 3.554873]"
47,"[2.659473, -13.299446, 8.710547, 1.093336, 2.5175245, -0.09681356, 0.03791192, 0.19705053, -0.039497614, 0.079326436, 0.43750513, 0.41741157, 0.6307093, 0.16952887, 0.85532236, -0.28438544, -0.15224443, -0.00040395092, -0.06999123, -0.09476003, -0.1472566]","[3.9870014, 2.2219775, 1.3284054, 1.6631587, 4.0195174, 2.2952402, 1.8523743, 2.4937882, 0.20165682, 0.608701]"
48,"[-0.74086756, 2.9832194, 3.0170743, 2.400261, -0.47032875, 1.8091766, -0.07661156, 0.24887791, -0.6310579, -0.042805016, -0.076178834, 0.24654347, -0.25291756, -0.27135623, -0.010864392, 0.12667337, 0.0443497, -0.012926698, 0.13258156, -0.031259336, 0.071516946]","[3.2697022, 3.7540195, 4.2904572, 4.008852, 3.7831783, 0.31244892, 4.177252, 4.6507673, 1.8597089, 2.2215822]"
49,"[1.5350728, -2.6978238, -8.814526, -5.0322223, 4.923042, -7.4599457, 0.07975815, 0.44037247, 0.6632433, 0.16711333, 0.149824, 0.5267838, -0.20078182, -0.24991542, 0.6680586, 1.0896223, 0.5032063, -0.37310776, 0.44478363, -0.10161173, 0.0044750124]","[1.7189496, 0.1067, 0.32383472, 0.40946937, 1.1974053, 2.9646676, 0.23352918, 2.27979, 4.223982, 4.9703]"
50,"[-0.89911383, 3.3112452, 2.0928054, -2.630082, -1.4338584, 0.5988032, -0.1424467, 0.21261027, 0.18387781, 0.18968329, 0.13440543, -0.11808327, 0.26946908, 0.04124549, -0.13969287, 0.28066427, -0.10234898, -0.05018439, -0.028114215, 0.03547664, 0.03300553]","[1.4797152, 2.4886353, 4.996929, 1.5997707, 4.8408604, 3.1954286, 2.6742742, 0.5511383, 3.7309225, 1.4135218]"
51,"[1.6107948, -5.288472, -7.235985, 5.5733566, 1.9012066, 1.201915, 0.90466976, -0.10207632, 0.2769152, -0.18297821, 0.08707267, 0.24095657, 0.09522867, 0.19811, -0.40136912, -0.1333302, 0.075009376, -0.049693167, -0.0013625473, 0.13076553, 0.040630367]","[3.7670655, 1.2918016, 0.6264174, 3.0122485, 0.2716471, 1.1399299, 1.8472058, 3.0464835, 0.6196407, 4.5444546]"
52,"[-0.5670013, 1.7907872, 2.0915813, 2.7074246, 1.390522, 1.0009633, -0.038071066, -0.09036684, -0.60207576, 0.02217853, -0.11173892, -0.121369034, -0.097941294, 0.124633566, -0.05259694, -0.038216375, 0.076053634, 0.1000046, 0.05174721, -0.021430552, 0.002488777]","[4.259415, 4.3381248, 3.430889, 0.6073097, 2.4113998, 1.458858, 4.0518613, 4.3335934, 1.5756388, 2.4539661]"
53,"[0.0143812895, 0.059531868, -1.4785267, -5.23015, -2.9903643, -0.8172483, -0.24813655, 0.10400054, 0.4677878, 0.10234571, -0.20828164, 0.13835734, 0.03503655, 0.119630836, 0.053050935, 0.027712166, -0.07259306, 0.07196972, 0.05583487, 0.09262389, 0.07585965]","[0.9800083, 1.1179978, 1.8620585, 4.4613547, 2.8260362, 4.1516547, 0.6521265, 2.0648692, 4.2723093, 1.0109679]"
54,"[-0.64553803, 3.363809, 1.279302, 1.0480614, -1.8826287, -1.9075017, -0.0386087, -0.37701958, -0.34912547, -0.12605752, -0.14276642, 0.31174424, -0.10949805, 0.12704289, -0.04458511, -0.04761377, -0.069820285, -0.09487562, -0.06980294, 0.034392744, 0.013186879]","[0.21464752, 4.149929, 1.2758842, 4.40246, 3.3493195, 2.5241082, 4.574167, 4.2503486, 2.3747284, 3.739349]"
55,"[-0.0103627145, 0.94560766, -4.0898743, -0.230784, 0.2561128, 2.0642967, -0.034775957, 0.7115153, 0.053182483, 0.06298739, 0.044192374, -0.23720366, -0.0007640887, -0.14868802, 0.24054435, -0.07685377, 0.05417502, 0.015865356, -0.012871474, -0.10007352, -0.17108303]","[4.766489, 0.8034884, 4.1432076, 0.8318467, 1.8186227, 0.7034823, 1.1448282, 1.6887072, 4.3185425, 2.0921862]"
56,"[0.4448185, -2.6848836, 0.3287977, 3.0018907, 0.26240203, 1.9070699, -0.8995771, -0.19852713, 0.27301714, 0.12486075, -0.14989269, -0.48108402, -0.006516695, -0.21818024, -0.06856431, 0.07179031, -0.02093745, 0.02916351, 0.014351081, 0.021848619, 0.09446706]","[3.2507017, 3.0953546, 2.6408684, 2.9375668, 0.8255531, 2.0506165, 3.0179803, 0.99295896, 2.563574, 0.1005]"
57,"[-0.64328957, 1.370415, 3.883979, -0.8011974, -0.15192232, -0.061193086, 0.43298817, -0.034795403, 0.056816876, -0.13779357, -0.056702197, 0.10158309, 0.037030756, 0.20059904, -0.26165935, 0.017472833, 0.015623689, -0.08938895, -0.019782037, -0.00993108, -0.040741317]","[2.1240432, 2.1957304, 2.7987802, 2.2109084, 4.278059, 4.810064, 2.4774597, 3.193987, 0.97593325, 3.3875403]"
58,"[0.6269318, -4.8820887, 5.551064, 0.47337514, 0.026977181, 0.4407007, -0.71453816, 0.05590713, 0.20044445, -0.010586366, -0.23018864, -0.03296542, 0.1830827, -0.05485028, -0.03441435, -0.068335615, -0.024229348, -0.06084639, -0.013058424, 0.060473263, -0.07595292]","[2.0690682, 2.8515408, 2.2307932, 2.869688, 2.8213744, 3.0689218, 1.4459966, 3.7264426, 1.3719233, 0.3980719]"
59,"[-0.119080305, 2.440908, -4.383177, 2.3609297, -0.40641627, 1.456455, 0.06869225, 0.86055005, -0.3224334, 0.11216635, 0.1224778, 0.03717258, -0.017175496, -0.31959853, 0.27061734, -0.03504002, -0.22529608, -0.07267916, 0.053848445, -0.1023006, -0.18721873]","[2.9666042, 1.5034227, 3.2800977, 1.807929, 2.0101252, 0.109, 2.9315107, 1.1189144, 4.407873, 3.0828145]"
60,"[0.6777072, -2.2360396, -7.3470993, -5.2681584, 1.9049864, 3.8043933, -0.23450117, -0.6977253, 0.14061591, -0.08162081, -0.10758698, 0.38235158, -0.11481044, 0.0404483, 0.21307123, -0.4068203, 0.14891395, 0.07050359, 0.17867202, 0.06668714, 0.041825265]","[4.9998, 4.9984, 1.4720843, 3.8203497, 0.633617, 2.3317714, 0.17866048, 1.4352303, 3.6128807, 3.4747605]"
61,"[0.34728467, -1.1382115, 5.011824, 0.8341954, -5.656711, -3.985812, 0.18009079, -0.3599645, -0.36846718, -0.1892823, -0.024395376, 0.048315883, 0.2227166, 0.076138794, -0.21426177, -0.17478663, 0.3088845, -0.28405765, -0.021434575, -0.034186266, -0.030500367]","[0.25506794, 1.196117, 4.2701654, 0.5576491, 4.056575, 4.453307, 3.684831, 4.3321676, 0.70052737, 2.0362873]"
62,"[-0.60666454, 1.8069148, 0.5967102, -3.641182, -0.43492037, 0.24603924, -0.0546017, 0.028517127, -0.04165709, 0.29101497, -0.19805187, 0.053717375, 0.13058811, 0.2511242, -0.110920876, 0.07619265, -0.030116692, -0.07820243, -0.084030956, -0.04903704, 0.0025000945]","[1.0195833, 4.04075, 3.8573184, 0.72713584, 4.0040927, 3.6544666, 1.0344979, 2.2905054, 2.7642605, 2.8707674]"
63,"[1.5125425, -5.9351425, 2.1637595, 6.733287, -0.5090689, 1.0400229, -0.25401652, 0.23409688, 1.3165176e-05, -0.53964806, -0.077292085, 0.027366236, -0.19328833, -0.19278952, 0.17921746, -0.031991255, 0.07041487, 0.12153748, 0.013126768, -0.087913185, 0.23623067]","[4.2534904, 0.48422363, 1.5990016, 4.896251, 1.1983117, 1.0633202, 4.9994, 4.66839, 0.79807734, 0.76798713]"
