Iteration,test_preds,estimated_params
11,"[-0.2998041, -0.24565837, 4.145068, 1.629629, 1.2548482, -1.0472376, 0.47114626, -0.063155934, -0.12177984, -0.34355277, -0.22272371, 0.056963634, -0.032522995, 0.1106093, -0.2347314, -0.13106376, -0.11263323, 0.082344435, -0.110719115, -0.048359524, -0.063165195]","[2.3156192, 2.0417728, 1.8486929, 0.95266515, 4.541085, 2.2435179, 4.070925, 3.9785244, 0.71466583, 2.7452111]"
12,"[-0.932077, 2.374608, 2.2409377, -2.8491638, 0.2692313, 2.6633887, 0.29370475, -0.30034965, 0.09241345, 0.3709563, 0.04893549, 0.1951871, 0.043011885, 0.014257741, -0.19625475, 0.020529345, 0.2552525, 0.011975867, -0.0665797, -0.0055944403, -0.046120133]","[4.9998, 4.752047, 4.9992, 3.1345677, 4.2150307, 3.8542984, 1.1504109, 2.1722753, 1.3792616, 4.9913]"
13,"[0.21796097, 1.064663, -3.4430652, 0.633417, -2.8842585, -4.698334, -0.13873048, -0.12365637, 0.049248233, 0.1335154, 0.26321402, -0.2786193, -0.03939724, -0.04973232, 0.25261977, -0.08501691, -0.20805553, 0.045407843, 0.092184104, 0.045972537, 0.07477029]","[0.6951972, 0.89557976, 0.75995475, 2.3572323, 1.3313992, 2.2569633, 4.881244, 0.2068921, 4.7055326, 1.7085878]"
14,"[0.22484869, -1.1416955, -4.1415153, -2.857336, 0.106213644, 0.97377425, 0.01305131, 0.34606135, -0.29534167, 0.45021227, -0.44409016, 0.08397441, -0.158592, 0.28165096, 0.18335359, -0.0846367, -0.018346792, -0.09748273, 0.057456855, -0.058088675, -0.08183411]","[1.1778252, 4.0995164, 2.0006273, 1.9676447, 2.1538618, 0.85828704, 0.36323553, 2.95576, 2.5246923, 4.015117]"
15,"[-0.9506137, 3.6867957, 2.5722458, 0.6609234, -0.20429067, 0.21830805, -0.34840438, 0.40329403, 0.47257403, -0.3161067, 0.026567258, -0.22994353, 0.1406685, -0.040260363, -0.046816885, 0.051525418, 0.08581627, 0.06645828, 0.12086118, -0.045831997, 0.010429848]","[3.7536333, 0.27376497, 3.1297417, 2.5156617, 2.9883764, 4.0448556, 4.0275464, 1.6648992, 4.129997, 0.5228734]"
16,"[-0.5006683, 1.078829, -0.042939104, -3.2414553, 4.678486, -2.406387, 0.043096397, -0.016806848, 0.11741861, 0.3667841, 0.17654511, 0.0026524363, 0.1482868, -0.09386637, -0.16997303, 0.052307162, -0.033029303, 0.010561783, -0.038483776, -0.21101177, 0.10016816]","[2.8003085, 4.678365, 1.3886693, 0.1023, 4.955128, 3.625277, 1.4630761, 1.7247019, 2.7737677, 2.3032718]"
17,"[0.574694, -1.5288833, -2.077641, 4.210508, -1.8383338, 1.8061076, 0.53303236, -0.4496983, 0.07393765, -0.18943286, 0.022146614, 0.06511845, -0.25295034, 0.069974, -0.05094224, 0.15055361, 0.00042397546, 0.016767953, -0.041623384, 0.052404407, 0.03277068]","[1.5022827, 2.3867064, 4.742222, 3.361074, 0.7104242, 1.9495498, 2.8454583, 4.5574603, 0.7314546, 4.26667]"
18,"[-0.11428333, -1.5915889, 0.3303008, -4.0191283, 1.3466587, -0.032183412, -0.11228102, -0.030413797, 0.08200602, 0.35089433, -0.3752998, 0.27066833, -0.09946256, 0.10978157, -0.1458534, -0.20087305, -0.048142187, -0.031468567, -0.0027213013, 0.0848876, -0.0036962633]","[1.3846208, 4.9565625, 0.95607907, 3.0935433, 4.4666533, 1.877048, 0.6451797, 2.7383833, 2.188628, 1.625744]"
19,"[-0.850828, 4.295561, -0.87957907, 1.3755586, -0.09722279, 0.91666883, 0.1817748, -0.14784431, 0.2714425, -0.098043606, 0.21137086, -0.29361558, 0.047757786, 0.16221726, 0.24131595, 0.07620351, -0.03634061, -0.025640555, 0.04628068, -0.073598295, -0.070914745]","[3.4991646, 1.1167831, 3.6600263, 2.1935143, 0.7943673, 4.9977, 3.8775556, 1.0602775, 3.9943948, 3.9065695]"
20,"[-0.72188395, 2.3516521, -0.018679507, -0.57217944, 0.5958313, 1.874797, 0.15299655, -0.212617, 0.23755324, 0.10362056, 0.0973774, -0.08334523, -0.11534444, -0.15699147, 0.037440643, -0.106102675, 0.05428986, 0.016471079, -0.06597909, 0.04766307, -0.034189563]","[3.7957006, 3.0548916, 2.2069395, 3.7978845, 1.5849972, 2.3682153, 1.940426, 1.6345747, 3.3135643, 2.4795196]"
21,"[1.4928141, -5.707828, 2.5846627, 2.8710046, -2.2031486, -2.6235032, -0.36650798, 0.70886123, -0.5043185, -0.017505327, -0.44222394, -0.10050398, -0.003550984, -0.23062094, -0.08439915, -0.1763779, 0.023046495, 0.055528928, -0.16592798, -0.10518076, -0.0035637103]","[0.869872, 1.3811153, 2.5795794, 0.748342, 2.9676473, 0.6636666, 2.5906262, 4.0592146, 1.2021245, 0.8034711]"
22,"[-0.55364484, 2.7765512, -0.8801583, -0.8476245, -2.8043828, -0.72654414, -0.002328537, 0.09913892, -0.39347643, 0.32132027, -0.12875956, -0.018630452, 0.010761881, 0.11138574, 0.09156008, 0.1889526, -0.15661182, -0.060062237, -0.0373509, -0.0065519037, -0.08829072]","[0.47497305, 2.895739, 4.751769, 0.6762236, 2.5488002, 1.5345136, 2.1808288, 2.5902655, 3.209036, 3.9824536]"
23,"[0.34614596, -4.293493, 6.1069837, 2.2669435, 2.7036226, -0.575842, 0.5509367, -0.38938296, -0.020410476, -0.23304653, -0.038765717, 0.25353447, 0.27959925, -0.17972429, 0.12190168, -0.2557329, -0.14194283, 0.010802915, 0.06298517, 0.046640933, -0.09647392]","[4.3215914, 2.477942, 0.2060982, 4.87607, 2.2965765, 4.7088127, 3.6730871, 4.2965775, 0.24151736, 1.9563091]"
24,"[1.025778, -6.1417327, 0.76928425, 2.5958645, 0.7669134, 2.164177, -0.93379766, -0.4394832, 0.393177, 0.26153052, -0.23549087, -0.28917667, -0.1310945, 0.09013038, -0.11183405, -0.02288012, 0.103042945, -0.0010538754, -0.08788635, -0.0808335, 0.028585183]","[2.4630492, 4.999, 2.7077081, 2.4157531, 0.5783836, 3.0100708, 1.4244255, 2.440529, 1.7453785, 0.30139202]"
25,"[-0.87677974, 4.5814786, 0.298037, -0.8525975, -1.0507724, -1.2367024, 0.11034284, 0.6187315, 0.24231656, -0.20824979, 0.25565556, -0.05701375, 0.19608842, -0.029365538, 0.14540565, 0.018951513, -0.1514592, 0.034491148, 0.05823008, 0.011179923, 0.09963803]","[2.1131237, 0.55484664, 1.7130322, 3.3021915, 4.9996, 1.4368238, 4.1403527, 1.266205, 4.556304, 4.180076]"
26,"[3.0267594, -13.703409, -0.13084717, -1.3772179, 1.4435738, 1.6826426, -0.20637642, 0.23723286, -0.08983256, 0.2866938, 0.36134642, 0.31491867, -0.2995004, -0.08719011, 0.26836017, -0.17522526, -0.06632952, -0.034936287, -0.012464015, 0.051100034, 0.21636784]","[2.2514775, 3.2280023, 0.59383255, 3.6850262, 2.1380517, 0.58043563, 0.89868903, 1.2555007, 0.6084384, 0.6621936]"
27,"[-1.3116608, 5.759435, 1.8963273, 1.268384, -0.2514099, 0.4976324, 0.0073790527, 0.028127145, -0.1889999, -0.15977953, -0.002358042, 0.048847694, 0.049078275, 0.1918942, 0.07237329, 0.09093745, 0.0846002, 0.04008135, 0.077028364, -0.044361554, -0.04325682]","[3.0907724, 1.9864613, 4.8658233, 0.3855212, 3.014097, 2.5807896, 4.912079, 2.5822804, 3.6970222, 3.1141179]"
28,"[-1.5338889, 5.989507, 2.0385144, -1.582899, 1.7599767, 0.59993976, -0.099205114, -0.29586694, -0.057684414, 0.12712787, 0.24529804, 0.23292138, 0.23908195, 0.065120004, -0.017727122, -0.11864983, 0.02896934, 0.070326984, -0.030439736, -0.040829502, 0.05923302]","[4.8799596, 4.168755, 1.7700477, 2.2543004, 4.5335894, 4.459169, 2.0428941, 4.715372, 4.385009, 4.48353]"
29,"[1.4593207, -3.040117, -4.286983, 3.4190874, -8.388062, -4.490671, 0.1965986, -0.79327315, -0.26777154, 0.15870278, 0.30756932, -0.5165847, -0.043114275, 0.008145641, -0.114740476, -0.088580064, 0.23500203, 0.1786687, 0.056143988, 0.045938816, 0.071257055]","[0.1272339, 0.80892605, 2.776504, 2.1048756, 0.70088017, 1.9154258, 3.6841426, 1.7384503, 1.4335912, 2.2739313]"
30,"[-0.19648096, 1.9526979, -3.1771617, 2.1170723, -1.6722378, 1.4237348, -0.25491297, -0.16699928, -0.15411769, 0.10093185, -0.19998203, 0.22975898, -0.112538345, 0.0026047071, 0.20057103, 0.07615434, -0.08587627, -0.09885054, -0.09719317, -0.016187444, -0.103755556]","[0.760293, 4.9952, 4.716245, 2.1419377, 1.3126912, 1.2939967, 1.362097, 4.9802, 4.2264924, 3.421347]"
31,"[-0.75668013, 1.590254, 3.005937, -0.12600021, 1.6964304, -0.12535097, -0.08693447, 0.11777703, 0.2610757, -0.11662856, 0.05041213, -0.11999015, 0.011447039, -0.14768285, -0.21108988, -0.17947696, -0.050923094, 0.047742058, 0.07093633, 0.03566221, 0.009696187]","[4.14928, 1.5074066, 1.1773562, 3.2071438, 3.8609712, 3.3155065, 2.7797673, 2.5456848, 2.3473322, 1.2169708]"
32,"[0.9962689, -7.851073, 0.57080257, -11.203771, 1.6173655, 2.30006, 0.021126365, -0.21357247, -0.5384554, -1.1430501, 0.0032732026, 0.11185369, 0.20580055, 0.13758518, -0.18443482, -0.10061776, 0.08201715, 0.23626794, 0.14240362, -0.15272152, -0.14491975]","[3.40768, 3.3771436, 2.0582187, 1.9938672, 2.947117, 3.3291843, 0.1002, 0.45687598, 1.1942117, 1.2278346]"
33,"[-0.26041517, 2.9557245, -2.1802685, 2.9208891, -1.9156061, 0.41937125, 0.21017183, 0.010293015, -0.03000879, -0.22035883, 0.19859678, 0.14813738, -0.11313167, -0.09801201, 0.16899404, 0.006891714, -0.10551646, -0.018902555, 0.09160337, 0.025653947, -0.075423196]","[1.4770049, 1.6904558, 2.3356965, 4.9856, 1.6330073, 1.4408486, 4.6276255, 2.569532, 3.018775, 4.5000043]"
34,"[-0.97496796, 3.6645079, 0.9798852, -0.10223953, -0.4214339, 0.5414091, -0.26099637, -0.1648483, -0.11592418, 0.021784995, -0.21065542, 0.09133009, -0.05196579, -0.0058056675, 0.033175133, -0.006105651, 0.027799109, -0.050309826, -0.06746894, 0.038370814, -0.04500295]","[1.8771489, 3.6692176, 3.1099586, 2.937226, 2.331859, 2.1545253, 1.6492882, 4.9913, 3.8613298, 2.100481]"
35,"[-0.8056894, 2.975034, 1.1581535, -0.6580883, 0.18131632, -0.5870063, 0.41878346, 0.25524685, 0.44271737, -0.30196887, 0.050449885, -0.14651015, -0.056804806, 0.18389854, -0.03930158, -0.05918555, -0.025444213, -0.01026478, -0.03053429, -0.06820839, 0.03267622]","[3.5007234, 0.14554743, 1.8185004, 2.2954974, 2.1223936, 4.7275653, 2.4810948, 2.7842946, 2.0249052, 3.9104216]"
36,"[1.2037069, -5.671793, -5.4801407, -5.752493, -0.11231885, 5.4252863, -0.05733156, -0.96718013, -0.01789718, -0.89610183, 0.15612535, 0.15144089, -0.2167347, -0.27516174, -0.12028385, -0.04380621, 0.25013018, 0.42569974, -0.47413647, -0.0296554, -0.07784354]","[3.7752984, 4.5099897, 3.7786322, 4.9759, 0.1042, 2.3698068, 0.26991773, 0.45131832, 1.190229, 2.861394]"
37,"[0.0066184215, -0.30584684, 0.9038093, 1.4425225, 2.1503434, -3.6413352, -0.82358086, 0.65520763, -0.12406796, 0.015591742, -0.385962, -0.045049556, 0.009709833, -0.10414224, -0.09869132, -0.09283561, -0.06494225, 0.2221945, -0.16447803, 0.12456284, -0.03761778]","[1.0832264, 2.6033, 0.87187016, 1.1188543, 4.704511, 0.4085548, 4.76908, 1.8809227, 3.089651, 0.36350337]"
38,"[0.7296635, -4.2485027, -0.73198414, -4.3033943, 0.6928233, -2.9829915, 0.79668623, 0.11818966, -0.34596398, 0.46267778, -0.15174963, -0.12768634, -0.018708475, 0.20693645, -0.23464039, 0.10787589, -0.14348675, -0.038510658, -0.034002185, -0.07032779, 0.018008135]","[0.59549934, 2.6802561, 1.5563568, 0.5720086, 4.8186226, 1.6099459, 1.2892673, 1.3907712, 0.4689497, 4.331788]"
39,"[-0.78761363, 3.3096218, 1.1031053, 2.9983048, -0.02564637, 1.6455148, -0.26832673, -0.41659123, 0.15200308, -0.25563404, 0.054285545, -0.09480582, -0.13245596, -0.060152724, 0.09155872, 0.057447072, 0.10295794, 0.09544205, 0.13995416, -0.015006052, -0.008769075]","[4.446778, 1.8247564, 3.751206, 3.5905864, 1.0949129, 3.8124, 4.5079904, 3.5886178, 3.2359383, 1.4714477]"
40,"[-0.49674258, 1.9607787, -0.94889593, 0.24379988, 4.799068, -3.2702174, -0.49385443, -0.42099598, 0.13311787, 0.0858522, -0.053702, 0.25261575, -0.036669772, -0.27243456, 0.10165431, 0.13454923, -0.047989916, -0.055224773, 0.031584222, -0.04527654, -0.042952705]","[2.7103963, 4.302233, 0.24428347, 1.9323541, 1.6700416, 3.7614772, 2.1481502, 4.080439, 4.8448195, 0.8518156]"
41,"[-0.43489245, 1.8114249, 1.3009205, 0.49233684, -2.086897, 0.5483762, 0.44623944, 0.69897014, 0.048225336, -0.14724647, 0.053108867, -0.08188161, -0.20582959, -0.23669963, -0.07031882, 0.20775816, -0.02288989, 0.013716925, 0.07523672, -0.014817331, 0.00055744074]","[2.5286086, 0.7714041, 4.9985, 2.6360776, 3.3987026, 0.8715521, 3.0968287, 1.9382625, 1.4840673, 2.694043]"
42,"[-0.16224742, -0.35985476, 1.2640144, 4.0918336, 1.4594237, -0.27615717, -0.43062925, -0.58291334, -0.14762147, -0.13381593, -0.3070556, -0.2815107, -0.09556904, 0.060502928, -0.03596682, -0.012698883, -0.0635552, 0.08502431, 0.041949857, -0.09700552, -0.091097035]","[2.3629248, 4.3515177, 2.3559198, 0.9041298, 0.52004623, 4.8288975, 4.3939886, 4.937167, 1.9865613, 1.1498837]"
43,"[-0.45847934, 1.518764, -0.95438397, -6.13375, -1.1455928, 1.7535882, 0.08205541, 0.41508922, 0.4205029, 0.06970193, 0.0041889185, 0.20005989, 0.07797021, 0.012994649, 0.019608311, 0.06663715, -0.052422877, 0.13833459, 0.062017012, 0.0815991, 0.031260002]","[2.7538903, 0.7315498, 2.3813488, 4.793152, 4.9021463, 1.4046516, 0.90970093, 1.4257601, 4.015981, 3.053344]"
44,"[-0.7629568, 3.4346342, -1.0242743, 0.598994, 2.9194174, -0.19831653, 0.18590568, 0.26427567, -0.3787093, 0.1800297, 0.26276487, -0.15173352, -0.021009192, -0.062406298, 0.14310066, -0.22309944, -0.03542583, 0.028335083, 0.04813282, 0.07609308, 0.06423128]","[4.466355, 2.9684029, 1.1145947, 2.1551235, 2.8144999, 1.1800345, 3.4909043, 1.3094844, 2.9379797, 4.6037755]"
45,"[-0.013357724, -0.5605947, 2.3906832, 0.1636139, -3.6094596, -1.1745691, 0.0042830086, -0.16153005, -0.08451309, -0.061268024, -0.16029847, 0.01375081, -0.10452119, -0.036874395, -0.107816614, 0.017421823, 0.15494932, -0.18892112, -0.06617483, 0.07787651, 0.018780064]","[0.85152817, 1.6555009, 4.1347785, 3.7227395, 1.8121936, 3.9165282, 2.0972016, 3.593156, 1.2135515, 1.965753]"
46,"[-0.6557566, 2.681561, -0.8276705, -1.3363374, -0.7958754, 0.70983934, 0.033269998, -0.2892, 0.13385397, 0.25075608, 0.22884305, -0.24970941, 0.08196396, 0.050006144, 0.03406987, 0.17974445, -0.19523814, -0.12215625, -0.07387707, 0.045874014, -0.017124668]","[1.1806705, 3.297105, 3.7339022, 2.5139344, 1.2978292, 4.701907, 3.2593522, 0.1019, 3.3807101, 3.5302231]"
47,"[2.7125154, -12.977447, 8.44105, 0.96658105, 2.5445259, -0.26749265, -0.097931445, 0.19088276, 0.08942618, 0.1616322, 0.504947, 0.35370514, 0.36805674, 0.13721505, 0.56434226, -0.28086963, -0.12064082, 0.004781861, -0.045378804, -0.0488986, -0.1957458]","[4.307063, 2.206982, 1.8001226, 1.1590354, 3.4381113, 2.7851052, 1.4647714, 3.3259957, 0.1008, 0.6779112]"
48,"[-0.81642413, 3.0478706, 2.8846147, 2.437291, -0.49006823, 1.74709, -0.060621668, 0.23384722, -0.6258877, -0.07095994, -0.09514689, 0.23507755, -0.22925638, -0.26698807, -0.065126754, 0.14580484, 0.043537118, -0.0024208992, 0.13830629, -0.01746494, 0.08192257]","[3.1673224, 4.104683, 4.5204806, 3.843605, 3.9056063, 0.2428928, 4.0372095, 4.857305, 1.8084964, 2.215168]"
49,"[0.99986, -2.1927114, -7.8997464, -5.1746492, 3.5034695, -6.142934, -0.011342197, 0.4246833, 0.49737516, 0.04417216, 0.14549232, 0.17861846, 0.035414163, 0.059536587, 0.46857145, 0.8571634, 0.3130016, -0.1484456, 0.45257053, -0.06293939, 0.057966657]","[1.6038868, 0.1067, 0.1023, 0.1023, 0.88210493, 2.9627368, 0.1002, 2.514449, 4.6564107, 4.0806766]"
50,"[-0.8720246, 2.8914273, 1.902217, -2.8335214, -1.1514438, 0.8105055, -0.12222654, 0.26854378, 0.2762486, 0.18551876, 0.13860908, -0.11381918, 0.23559655, 0.06498618, -0.13093863, 0.31440684, -0.11939656, -0.06907025, -0.058412094, 0.041087706, 0.027421024]","[1.1397283, 2.8980718, 4.409275, 2.7596684, 4.9974, 3.2309349, 3.039368, 0.41084808, 3.847883, 1.4554989]"
51,"[1.5381036, -4.9397616, -7.0501156, 5.7248325, 1.98931, 0.8158691, 0.9114051, 0.014256967, 0.3035399, -0.13647516, -0.029401328, 0.22767082, 0.05058387, 0.14124742, -0.32975137, -0.14669889, 0.10840386, -0.057538997, -0.002144447, 0.13730454, 0.027665988]","[3.6476092, 1.5724221, 0.62668955, 3.21047, 0.24760862, 1.1701553, 2.0369532, 2.257666, 0.67300814, 4.1965094]"
52,"[-0.58475864, 1.8762871, 1.8221308, 3.0555427, 1.4726473, 1.0578517, -0.047096994, -0.016190922, -0.59739405, -0.032790273, -0.12563597, -0.2024826, -0.12187406, 0.12685804, -0.1138458, -0.034763344, 0.09164189, 0.091552794, 0.046348106, -0.035563257, -0.009560421]","[3.7110462, 4.958089, 3.383281, 0.6957878, 2.465744, 1.6398102, 3.807906, 4.374567, 1.4725155, 2.4968536]"
53,"[0.16141708, -0.5599554, -1.7109929, -5.2864876, -3.1044917, -0.9408119, -0.2811012, 0.06345805, 0.50689083, 0.16788222, -0.12495544, 0.21075821, 0.08970289, 0.1548567, 0.0042584892, -0.0045867446, -0.06343927, 0.13316949, 0.101267494, 0.11562691, 0.07763296]","[1.0032735, 1.1768974, 2.243407, 4.0262127, 2.8266578, 4.438704, 0.6356345, 2.262146, 4.488425, 1.0626807]"
54,"[-0.7825042, 3.5242937, 1.1698223, 1.1609418, -1.798199, -1.7955452, -0.016989203, -0.3829632, -0.332214, -0.11065435, -0.13420175, 0.3083935, -0.081774935, 0.07766792, -0.077363424, -0.04841029, -0.06741502, -0.06402203, -0.06973971, 0.055042285, -0.0006423217]","[0.23483609, 3.9103658, 1.3307799, 4.1094007, 3.5367956, 2.630829, 4.660983, 3.9504247, 2.3719723, 3.437404]"
55,"[-0.06439585, 0.7695272, -4.0590568, -0.4736853, 0.2880355, 2.2511153, -0.0620063, 0.711832, 0.15241024, 0.15446979, -0.0035800778, -0.28344584, -0.047346946, -0.12216681, 0.29424754, -0.046226185, 0.06010228, 0.00032634105, -0.02148131, -0.10373695, -0.15367812]","[4.3700976, 0.9407399, 3.7373176, 1.1365848, 1.8247107, 0.6938225, 1.3208551, 1.546697, 4.342068, 2.276948]"
56,"[0.5457206, -3.2882304, 0.14601955, 3.0685093, 0.20315215, 2.0596147, -0.8758619, -0.14566149, 0.34476322, 0.19420698, -0.11576046, -0.46431887, -0.043265678, -0.18510267, -0.13084011, 0.060734775, -0.021077307, 0.040760122, -0.037815686, 0.012271937, 0.1079017]","[3.2095385, 3.267857, 2.4008753, 3.2018957, 0.8877249, 2.092809, 3.1505291, 1.1138855, 2.6940353, 0.1005]"
57,"[-0.74813426, 1.4994469, 4.2137623, -0.897542, -0.05399355, 0.004980614, 0.4754966, -0.020058127, 0.0026015865, -0.22420502, -0.07645626, 0.06476173, 0.047676776, 0.254819, -0.27863073, 0.027311424, 0.021779858, -0.11274424, -0.029120713, -0.002565419, -0.047321785]","[1.8072268, 2.3392332, 2.34588, 2.7855363, 3.9427516, 4.97889, 2.7608073, 2.6976936, 1.0799234, 3.0983558]"
58,"[0.65961576, -5.1594067, 5.842869, 0.5327498, -0.034288984, 0.53950095, -0.78849894, 0.111091435, 0.17292598, -0.028484158, -0.2685326, 0.03392197, 0.16699925, 0.035169475, -0.10511015, -0.06770514, -0.009245054, -0.09934825, -0.06840668, 0.061163105, -0.10845848]","[1.9802939, 2.8908367, 1.6239307, 3.9195812, 2.7761314, 3.2454476, 1.7102157, 3.191536, 1.4072864, 0.4196267]"
59,"[-0.1872239, 2.507007, -4.0148168, 2.3168216, -0.38355935, 1.4386715, 0.098834425, 0.9183597, -0.22081612, 0.037522618, 0.16074306, 0.029966734, 0.11160474, -0.26940113, 0.22748546, -0.042668205, -0.19128045, -0.052180544, 0.040553555, -0.09942289, -0.20716886]","[2.5273309, 1.914081, 3.0740802, 2.0222626, 1.9646965, 0.109, 2.7678144, 1.3553816, 4.604029, 3.2087536]"
60,"[0.41218552, -1.8246462, -6.339051, -5.178462, 1.9298712, 3.6053717, -0.24754244, -0.7027367, 0.08919291, -0.02445718, -0.021123942, 0.20684771, -0.10401034, -0.08708789, 0.12434215, -0.3555765, 0.16673426, -0.03748513, 0.17395915, 0.054495998, 0.00966754]","[4.73311, 4.9984, 1.1104679, 4.3485594, 0.5901596, 1.9830341, 0.1002, 1.4483159, 3.788429, 3.7240908]"
61,"[0.16080286, -1.2972289, 5.1138477, 1.0049185, -5.514119, -3.8267546, 0.3138899, -0.40917864, -0.32378167, -0.16697846, -0.11771103, 0.05503024, 0.1755745, 0.09621082, -0.122413576, -0.17150332, 0.3216456, -0.27991802, -0.041500933, -0.01388853, -0.030576246]","[0.2975302, 1.1593705, 3.766366, 1.007275, 4.143704, 4.501276, 3.811999, 3.5519712, 0.8882826, 1.812187]"
62,"[-0.52807707, 1.5627633, 0.18799281, -3.6484084, -0.45235714, 0.16503675, -0.025567433, 0.06415637, 0.052250028, 0.29302233, -0.27995533, 0.0678219, 0.12754944, 0.31303737, -0.09890377, 0.08523279, -0.01850323, -0.09248848, -0.080564626, -0.047641, 0.026953163]","[0.8545043, 4.812173, 3.7279394, 0.99006146, 4.522636, 3.3085804, 1.2876571, 1.8979441, 2.8706002, 2.7462432]"
63,"[1.4815788, -6.1781707, 2.5616012, 6.385087, -0.5221354, 1.1224492, -0.27847072, 0.3508595, -0.010203813, -0.46373612, -0.16204733, -0.015401741, 0.019192237, -0.23053612, 0.3031168, -0.035528902, -0.004068154, 0.06787324, 0.10485781, -0.08000122, 0.2047049]","[4.132816, 0.4994488, 1.8067954, 4.0270247, 1.1366326, 1.1028017, 4.9994, 4.2589607, 0.89471143, 0.76437485]"
