Iteration,test_preds,estimated_params
13,"[0.22206245, 1.0999476, -3.3706424, 0.69303787, -2.565785, -4.252547, -0.172859, -0.008154194, 0.13284133, 0.04973216, 0.19122003, -0.27667427, 0.03446384, 0.015146511, 0.18328886, -0.018397173, -0.2186028, 0.037850905, 0.056576915, 0.05471272, 0.081432484]","[0.5459589, 0.95863837, 0.66403615, 2.3847685, 1.3338629, 2.3031862, 4.863112, 0.31835303, 4.63163, 1.9232694]"
14,"[0.27219534, -1.1431723, -4.207781, -2.7907598, 0.14846794, 0.89541227, 0.027516916, 0.24961498, -0.25566983, 0.36716804, -0.41102535, 0.05576542, -0.15098904, 0.19196196, 0.13415614, -0.0955147, 0.022480883, -0.098591775, 0.0536587, -0.039830483, -0.0676889]","[1.3279153, 3.8242185, 2.5243437, 1.4943801, 2.0865757, 0.84132105, 0.16293448, 3.8265448, 2.5773454, 3.820389]"
15,"[-0.8863546, 3.541705, 2.6685913, 0.5746367, -0.16069148, 0.2230306, -0.33929121, 0.36821353, 0.452998, -0.31807566, 0.033945028, -0.21043344, 0.11486731, -0.037972268, -0.024350664, 0.03057693, 0.050681222, 0.059596837, 0.11884139, -0.0350791, 0.016041294]","[3.88349, 0.1344621, 3.476736, 1.9439639, 3.034223, 3.8306515, 4.0146875, 1.8708621, 4.228744, 0.5217056]"
16,"[-0.48455125, 1.112951, 0.34155414, -3.3171375, 4.306216, -2.1215398, -0.018255016, 0.034583144, 0.027864942, 0.30574045, 0.16198818, -0.04274514, 0.198041, 0.034017764, -0.18873456, 0.034002583, -0.086137846, 0.08610373, -0.058790293, -0.1776591, 0.09712259]","[3.4244425, 3.735035, 1.2255887, 0.175287, 4.6089797, 3.9739335, 1.3806131, 1.8587357, 2.7427063, 2.5744255]"
17,"[0.3920873, -1.1171174, -1.4360962, 3.9675534, -1.9290085, 1.480616, 0.4877616, -0.40917093, 0.0041870633, -0.1109756, -0.041467126, 0.022009032, -0.2916775, 0.063859105, -0.004282882, 0.10447987, 0.014378999, 0.020626212, -0.058593452, 0.04063586, 0.0026604903]","[1.7629285, 2.1930757, 4.731128, 3.2087996, 0.5238744, 1.931566, 2.9858358, 3.432294, 0.81416535, 3.9007177]"
18,"[-0.10349901, -1.2630341, 0.4843762, -3.7641113, 1.2912385, -0.03573042, -0.13565417, -0.014325114, 0.034139324, 0.2856861, -0.33292437, 0.18568264, -0.047306597, 0.07994967, -0.15347072, -0.1540344, -0.02244653, -0.024408339, -0.02393514, 0.07410336, 0.0050133434]","[1.6648862, 4.511514, 1.0539455, 2.7658598, 3.931304, 2.3267634, 0.31937304, 3.7318063, 2.0095847, 1.7807833]"
19,"[-0.84279567, 4.1622376, -0.45856643, 1.1125822, -0.1281396, 0.88812095, 0.14183654, -0.15171446, 0.2665243, -0.088020526, 0.20982046, -0.24666439, 0.012338986, 0.12075402, 0.19126658, 0.054066487, -0.008152722, 0.017976413, 0.04403021, -0.050447322, -0.047205113]","[3.4527273, 1.2114993, 3.3946106, 2.5249047, 0.9367674, 4.055129, 4.1533875, 0.72525406, 4.0452247, 4.4018574]"
20,"[-0.58385193, 2.0428154, -0.2932908, -0.4637992, 0.6090041, 1.7693474, 0.048454147, -0.17553905, 0.15980938, 0.14361763, 0.119168036, -0.10091682, -0.0697125, -0.11022796, 0.009815945, -0.08645234, 0.038628217, 0.014186228, -0.045769345, 0.024709176, -0.025601024]","[4.2814803, 2.556736, 2.285217, 4.224322, 1.6148458, 2.7401009, 1.8411927, 1.9127201, 3.0691583, 2.9964182]"
21,"[1.0714612, -4.9425883, 2.239959, 2.6049044, -2.092593, -2.452543, -0.37951183, 0.60242134, -0.42905656, -0.10357267, -0.44068256, -0.15036507, -0.07440955, -0.17996192, -0.049079522, -0.08783766, 0.031124225, 0.043683965, -0.17622223, -0.05008783, 0.025721326]","[0.80235445, 1.3901322, 2.5317514, 0.67599094, 3.3094988, 0.3815374, 2.6632452, 4.1732955, 1.0653502, 0.76370054]"
22,"[-0.40236378, 2.4757152, -1.0313842, -0.7331088, -2.773566, -0.7466911, -0.01883181, 0.08367476, -0.33274084, 0.25298434, -0.11934554, -0.015194634, 0.024935266, 0.14225772, 0.076700084, 0.16765808, -0.107571684, -0.056705542, -0.053738188, -0.005278871, -0.065762214]","[0.3498799, 3.3615983, 3.9869213, 1.718478, 2.8987093, 1.3021567, 2.5877643, 1.8773386, 3.355385, 4.052614]"
23,"[0.45844492, -4.2970557, 6.031004, 2.1522927, 2.7501585, -0.6734883, 0.52550536, -0.50675464, -0.019233106, -0.2995939, -0.022229087, 0.20294905, 0.26734242, -0.2432348, 0.054479003, -0.23391776, -0.14515828, 0.0153538985, 0.105303936, 0.071839646, -0.13481243]","[4.5897994, 2.3458776, 0.2385708, 4.920022, 2.6364014, 4.1163416, 3.5466459, 4.613917, 0.23409885, 2.0143907]"
24,"[1.0952786, -6.049802, 0.9419199, 2.2985916, 0.75704604, 2.1554954, -1.0116011, -0.41632143, 0.3717799, 0.22246002, -0.23327076, -0.36017582, 0.006077669, -0.021411566, -0.038315076, -0.0038573728, 0.056810018, -0.011423509, -0.00083896576, -0.031020923, 0.030196745]","[3.271557, 4.158557, 3.0936313, 2.1207538, 0.4142637, 3.1794968, 0.9229084, 3.8694487, 1.6283983, 0.3421644]"
25,"[-0.9598299, 4.9157085, 0.66829556, -0.7530578, -0.95586056, -1.1761128, 0.12125695, 0.6243404, 0.22877495, -0.23852454, 0.16461037, 0.0044243983, 0.17509702, 0.029966507, 0.15011886, 0.014163253, -0.117425635, 0.008504068, 0.0340624, 0.02219507, 0.07859155]","[2.0491815, 0.5339557, 1.9191737, 2.8910944, 4.774721, 1.5197889, 4.4136105, 0.60999185, 4.9891, 3.8528478]"
26,"[2.643095, -12.884402, 0.37126806, -1.1006454, 1.5095018, 1.5671227, -0.20465612, 0.21837366, -0.06588973, 0.20706503, 0.07712684, 0.16476248, -0.21034689, -0.15091196, 0.29885468, -0.17023723, -0.073767655, 0.018288804, -0.028863518, 0.05846175, 0.1993064]","[2.0383103, 3.2976704, 0.49295148, 3.9210303, 2.0494595, 0.48971537, 0.8968437, 1.0066727, 0.5394584, 0.612252]"
27,"[-1.2018155, 5.48126, 1.9967337, 1.2087141, -0.27338004, 0.5652097, -0.026472548, 0.053332992, -0.18541501, -0.13206278, 0.039437134, 0.014489993, 0.073026955, 0.16542451, 0.069250196, 0.07320503, 0.08526822, 0.051501226, 0.07353179, -0.016728366, -0.03283668]","[3.1299078, 1.9184649, 4.844399, 0.39581767, 2.935362, 2.8477867, 4.945864, 2.9451835, 3.8061833, 3.6312451]"
28,"[-1.3870748, 5.7914987, 1.996649, -1.2578888, 1.8664519, 0.504271, -0.077679425, -0.25871283, -0.050692894, 0.11988037, 0.20100646, 0.18361877, 0.28441346, 0.06434172, -0.058319528, -0.13025743, 0.061614662, 0.08030593, -0.02951291, -0.040067296, 0.04899167]","[4.710337, 4.515669, 1.4302093, 3.3550394, 4.793754, 4.3059144, 2.3299117, 3.569436, 4.9744887, 4.1952443]"
29,"[1.5333613, -3.215819, -4.061802, 2.8899176, -8.217733, -4.6275024, 0.07481259, -0.79623836, -0.38792613, 0.41244936, 0.41341153, -0.5245251, 0.0017813183, -0.1332119, -0.14057364, -0.17123811, 0.31358495, 0.20700227, 0.11536205, 0.022775268, 0.0636013]","[0.2413917, 0.6069422, 3.2423391, 2.0224981, 0.51087636, 2.1003108, 3.9764733, 1.765082, 1.3065013, 2.60419]"
30,"[-0.20320387, 2.1018937, -2.9734192, 1.7534742, -1.6148518, 1.3518226, -0.23438708, -0.17376925, -0.21007137, 0.19108069, -0.19651826, 0.14269395, -0.08393699, 0.008699763, 0.16722123, 0.06998252, -0.043485295, -0.06884026, -0.10694408, 0.014297328, -0.096638076]","[0.780364, 4.856, 4.465522, 2.5099254, 1.1905922, 1.2202076, 1.8118829, 3.9483702, 4.186579, 3.0835228]"
31,"[-0.64789534, 1.5220896, 3.1500304, -0.09503756, 1.5586374, -0.08717835, -0.12183147, 0.08081829, 0.22289549, -0.1259835, 0.05534627, -0.06972846, 0.060617268, -0.07686215, -0.20291427, -0.1306042, -0.024527093, 0.060810473, 0.061492026, 0.022139816, 0.014875523]","[4.2204237, 1.4270498, 0.9936318, 3.667304, 3.9099584, 3.1856818, 3.1555092, 1.9224364, 2.4571822, 1.2404987]"
32,"[1.3056642, -8.304172, -0.9117698, -12.08878, 1.7117084, 2.6165364, -0.20483735, -0.4264156, -0.6722911, -1.1098717, -0.04863967, 0.28168613, 0.025702823, 0.3335574, -0.1267008, 0.017408682, 0.09960606, 0.31891432, 0.2395689, -0.2006514, -0.08119818]","[3.281694, 3.266799, 2.9693847, 1.2222881, 3.4887695, 4.49875, 0.101973765, 0.61552125, 0.7988597, 1.6963009]"
33,"[-0.38963935, 3.0259035, -1.5801487, 2.614646, -2.0063803, 0.2083684, 0.20917852, -0.00323287, -0.07057777, -0.17522205, 0.06551132, 0.115256034, -0.20275903, -0.053964343, 0.15279806, 0.0035164896, -0.08511731, -0.01167433, 0.034034397, 0.042008515, -0.0731463]","[1.6785353, 1.5157692, 2.6237977, 4.517417, 1.4555675, 1.3779224, 4.1763787, 3.131237, 2.9282906, 4.990211]"
34,"[-0.7827533, 3.3248212, 0.71028537, 0.11517384, -0.35900483, 0.7241384, -0.2558783, -0.11898675, -0.090863004, 0.048640363, -0.13021843, 0.11691592, -0.029739503, 0.014391839, 0.032685097, -0.0145969195, 0.026943365, -0.0447539, -0.069139145, 0.030086596, -0.029733524]","[1.6507382, 4.059071, 2.6020718, 3.834823, 2.770365, 2.0135279, 1.8731514, 4.8165827, 3.9554565, 2.0679724]"
35,"[-0.6594972, 2.6015184, 1.213248, -0.47244582, 0.3553858, -0.5768974, 0.40164042, 0.19884239, 0.45006225, -0.3214941, 0.058870614, -0.09441978, -0.054669626, 0.13132839, -0.04483155, -0.056146186, -0.0020605298, -0.003082441, -0.017105464, -0.07326042, 0.014402488]","[3.2365193, 0.28440282, 1.8783535, 2.297464, 2.3747568, 4.5835357, 2.7086859, 2.2620728, 2.1742237, 4.1524925]"
36,"[1.4958557, -6.5166016, -6.540016, -5.5423307, -0.07269317, 5.838181, -0.11779622, -1.0348701, -0.009757478, -0.86853313, 0.15370832, 0.24897309, -0.2594612, -0.23629265, -0.12304018, -0.026132628, 0.22519772, 0.37771073, -0.39550927, -0.061261415, -0.06285367]","[3.277611, 4.9161615, 3.8888745, 4.9663, 0.23257855, 2.5885065, 0.46749473, 0.31957352, 1.1642399, 2.9644039]"
37,"[-0.06313781, 0.0004958481, 1.0041431, 1.4443995, 1.6394345, -3.2506459, -0.80738443, 0.5663809, -0.19769923, -0.04034214, -0.39293653, -0.10445964, -0.014249719, -0.08192517, -0.12780583, -0.081653826, -0.08701645, 0.22164634, -0.14920424, 0.090280764, -0.02145963]","[1.239657, 2.3432083, 0.7684337, 1.028434, 4.8306293, 0.32216135, 4.006924, 2.7596173, 3.0825083, 0.33496842]"
38,"[0.58170426, -3.7811668, -0.35576525, -4.055443, 0.50038433, -2.8778007, 0.7644019, 0.16882549, -0.29895467, 0.24863318, -0.21549936, -0.15202151, -0.00022799568, 0.28361326, -0.22211342, 0.085286915, -0.17908736, 0.0024776321, -0.0495743, -0.049871154, 0.011847782]","[0.50519055, 2.9122837, 1.4146831, 0.61004597, 4.4269276, 1.7607843, 1.2657092, 1.2372233, 0.39431268, 4.48448]"
39,"[-0.7524092, 3.2535102, 1.3675212, 2.8398616, -0.0094814, 1.5497788, -0.28716412, -0.3515328, 0.14271335, -0.18502665, 0.03781882, -0.11696639, -0.10643371, -0.020590736, 0.066479445, 0.014167889, 0.08504413, 0.07394123, 0.123977385, -0.0036003308, -0.012566144]","[4.5236044, 1.838835, 3.4896607, 4.1490417, 1.02498, 3.6674817, 4.6340566, 3.5483677, 3.3223684, 1.5813167]"
40,"[-0.43742117, 1.8644475, -1.0120419, 0.3545513, 4.3630843, -2.7374842, -0.5077619, -0.3944857, 0.17731862, 0.09506599, -0.02570631, 0.21493462, -0.05528007, -0.207973, 0.04208761, 0.025205849, -0.08869862, -0.036081173, 0.0336167, -0.029533362, -0.010840803]","[2.4497752, 4.615518, 0.1777914, 1.8577642, 2.0173745, 3.4929888, 2.2533736, 4.1241393, 4.9383483, 0.78026813]"
41,"[-0.40527087, 1.4294671, 1.6871842, 0.52962726, -1.9681908, 0.6331758, 0.36935014, 0.6209556, 0.049812324, -0.13015008, 0.029042197, -0.04912646, -0.17686944, -0.15092789, -0.03372966, 0.17576492, 0.006862208, 0.0154460315, 0.04867434, -0.008815141, -0.005584117]","[2.545728, 0.6258672, 4.7073984, 3.0271747, 3.4724035, 0.7306047, 3.403376, 1.4635621, 1.644993, 2.9143689]"
42,"[-0.07879366, -0.11094286, 1.4715605, 3.7976024, 1.4000285, -0.2825525, -0.48546824, -0.56995595, -0.099897765, -0.09836774, -0.2300508, -0.24666594, -0.0643783, 0.113191344, -0.07755565, -0.005083387, -0.07651205, 0.08389723, 0.06286424, -0.06455939, -0.04563058]","[2.4548316, 4.162774, 2.224103, 1.0377483, 0.68646103, 3.8954165, 4.961302, 3.6165295, 1.9287348, 1.0813957]"
43,"[-0.4897438, 1.7247814, -0.78136206, -5.574354, -1.1386436, 1.3268948, 0.09628111, 0.45937753, 0.3889599, -0.0044041416, 0.032765742, 0.124955036, 0.07580113, -0.027976954, 0.043803666, 0.027558828, -0.019907072, 0.09806167, 0.0102799665, 0.048187204, 0.00963521]","[2.9481275, 0.74983627, 3.4066672, 3.9824398, 4.3859763, 1.889197, 0.6274365, 1.7028495, 3.8385928, 3.4564984]"
44,"[-0.74392575, 3.2246156, -0.7733013, 0.6031334, 2.6763828, -0.05601844, 0.17110665, 0.20813458, -0.35900894, 0.1291515, 0.19037168, -0.15898216, -0.007004974, -0.010885115, 0.08141305, -0.16940436, -0.01950897, 0.039292943, 0.016202524, 0.05741936, 0.04041253]","[4.3920155, 3.1878664, 0.809913, 2.5558007, 3.1188018, 0.8825108, 3.6902776, 0.98649716, 3.1261754, 4.9599013]"
45,"[0.091717646, -1.012945, 2.3958337, 0.23228829, -3.4351356, -0.8350679, 0.024729703, -0.16375442, 0.054416604, -0.12327474, -0.19725387, 0.023522643, -0.08865766, 0.04903679, -0.058524318, 0.061514474, 0.10877403, -0.15316205, -0.08066236, 0.054689545, -0.003263597]","[0.7232993, 1.7210925, 4.151145, 3.31525, 2.2487411, 3.3502815, 2.0371194, 4.0091715, 1.2312278, 2.0209901]"
46,"[-0.59230334, 2.5469167, -0.5864992, -1.2366737, -0.8668462, 0.66234934, 0.06924251, -0.24485628, 0.1236763, 0.23374568, 0.22032967, -0.29928225, 0.09901099, 0.039298695, 0.039616663, 0.16272809, -0.15248132, -0.09454997, -0.052886184, 0.02672922, -0.0010667494]","[1.1342868, 3.5700934, 3.4257133, 2.8859363, 1.5493433, 3.865012, 3.167346, 0.1087, 3.5105507, 3.7122004]"
47,"[2.4320838, -12.036002, 8.561052, 1.0391598, 2.4560614, -0.059419103, -0.015624707, 0.2096045, 0.009817979, 0.11645255, 0.34327805, 0.30257946, 0.54804194, 0.045119178, 0.688132, -0.26331353, -0.15528348, -0.037257634, -0.05126648, -0.10037335, -0.106434755]","[3.9503264, 2.290542, 1.321208, 1.6161379, 3.6338499, 2.4379313, 1.4284588, 2.961341, 0.13501912, 0.5999118]"
48,"[-0.7517378, 2.737588, 3.0241182, 2.249438, -0.42645475, 1.7209481, -0.08615346, 0.20321302, -0.56369984, -0.01736102, -0.07643316, 0.20865095, -0.21638604, -0.22717738, -0.04655155, 0.11179241, 0.06482584, -0.010237566, 0.11743047, 0.002705128, 0.063455254]","[3.424361, 3.624623, 4.80503, 3.450599, 3.867254, 0.1568912, 4.3761315, 4.9521275, 1.8406572, 2.3268647]"
49,"[1.2112594, -3.0339267, -8.602235, -5.2854753, 4.1165786, -6.9899287, 0.08575383, 0.50631744, 0.67048657, 0.016803108, 0.1286001, 0.3710117, -0.13112508, -0.1642166, 0.61411446, 0.88739634, 0.40127715, -0.26451206, 0.4442353, -0.071066774, -0.031625994]","[1.7003386, 0.1067, 0.109655485, 0.619966, 1.264349, 2.8191926, 0.18157247, 2.6779385, 4.8981657, 4.9573]"
50,"[-0.86048144, 3.0563977, 2.125037, -2.5998108, -1.3724781, 0.5595935, -0.17058526, 0.23082475, 0.19042791, 0.1617782, 0.11801758, -0.115377426, 0.28960094, 0.047047563, -0.14002484, 0.25352928, -0.072683, -0.04222507, -0.02683304, 0.034305144, 0.029983176]","[1.409777, 2.6138134, 4.9529033, 1.9333646, 4.9509706, 3.1092331, 2.7440882, 0.4553552, 3.8316205, 1.5087324]"
51,"[1.4802288, -4.735481, -6.738788, 5.3573103, 1.8182377, 1.0751566, 0.8353325, -0.0827011, 0.33207127, -0.17763714, 0.06351324, 0.1791139, 0.041107263, 0.1683398, -0.3096374, -0.12554486, 0.06930196, -0.04027173, -0.007716472, 0.08041946, 0.050680615]","[3.5545967, 1.5376229, 0.60907984, 2.9621506, 0.24564117, 1.1026807, 1.9909253, 2.4759278, 0.46362516, 4.8921204]"
52,"[-0.5502369, 1.7555825, 2.0037897, 2.7401605, 1.3966631, 0.93373156, -0.055230167, -0.0636826, -0.51095587, 0.05470975, -0.10235627, -0.13887262, -0.10273477, 0.114240885, -0.0943039, -0.040084798, 0.08380206, 0.11753118, 0.05920433, -0.0010633338, -0.025035972]","[4.3016224, 4.5426745, 3.3477886, 0.7805914, 2.4878712, 1.3879026, 4.1225114, 4.3613157, 1.5555053, 2.4887083]"
53,"[-0.0018891509, -0.09568595, -1.2572597, -5.089789, -3.0044453, -0.8105947, -0.26581416, 0.1043453, 0.51834947, 0.06700001, -0.1776743, 0.12169037, 0.050190873, 0.1390146, 0.021795806, 0.001559935, -0.06202979, 0.035395112, 0.03666806, 0.07498334, 0.042346504]","[0.88741, 1.2767049, 1.9870452, 4.1384563, 2.8792293, 3.953815, 0.68373835, 1.9218668, 4.35649, 1.1273887]"
54,"[-0.6031006, 3.1532733, 1.3734058, 0.93956196, -2.0194898, -1.9255646, -0.05656277, -0.3275908, -0.31711084, -0.1011382, -0.14921252, 0.26729187, -0.09219673, 0.12864883, -0.049667064, -0.04363615, -0.048413467, -0.055438634, -0.09521472, 0.028287148, 0.007997662]","[0.2681624, 3.8823526, 1.2664046, 4.309209, 3.2101085, 2.614736, 4.71854, 4.5634766, 2.347465, 4.123189]"
55,"[-0.08035934, 0.9259306, -3.8421772, -0.54603577, 0.35605764, 1.983819, -0.0319353, 0.6748621, 0.07726776, 0.113588475, 0.046127476, -0.2980466, -0.010289133, -0.11921066, 0.22020121, -0.076288514, 0.063342035, 0.011001634, -0.019601602, -0.0747708, -0.13011585]","[4.822692, 0.713517, 4.192221, 0.90283567, 1.7705983, 0.6211826, 1.1951501, 1.7068824, 4.2862577, 2.2716029]"
56,"[0.50956404, -2.9584405, 0.40488616, 2.9549873, 0.3646954, 1.9243342, -0.9634927, -0.15857203, 0.31587324, 0.1549416, -0.11643409, -0.48754707, -0.027715102, -0.22190261, -0.099326186, 0.07489728, -0.04527208, 0.040251687, 0.026168872, 0.02079436, 0.07241924]","[2.954159, 3.4668553, 2.8659446, 2.7728138, 0.807939, 2.1052725, 3.1318123, 0.9490019, 2.5910635, 0.14726764]"
57,"[-0.6033386, 1.2872027, 3.859467, -0.7362547, -0.1321064, -0.10008732, 0.42061886, -0.048539482, 0.07726415, -0.15210846, -0.0449369, 0.079276435, 0.058894493, 0.17816572, -0.24666403, 0.016436918, 0.018330801, -0.0810504, -0.011523469, -0.0068429084, -0.032364503]","[2.1076145, 2.2297385, 3.1710796, 1.6933528, 4.410774, 4.6280184, 2.4832525, 3.1248841, 1.0152875, 3.3017683]"
58,"[0.6158229, -4.858672, 5.296972, 0.45324707, 0.03710199, 0.41374397, -0.7919255, 0.055623103, 0.20297103, -0.0027490072, -0.21828906, -0.028302515, 0.13322869, -0.08192695, -0.04956707, -0.064492635, -0.015056336, -0.0655993, -0.007919064, 0.054731995, -0.07414172]","[1.9919868, 2.9733202, 2.0433793, 3.3319726, 3.0638075, 2.8898542, 1.7941885, 3.0324595, 1.2878431, 0.43220386]"
59,"[-0.10538592, 2.2033384, -4.3912034, 2.383625, -0.43134162, 1.4240313, 0.07124797, 0.8742542, -0.34170365, 0.11344298, 0.10216369, 0.01175768, -0.008698628, -0.38081056, 0.23210792, -0.02078163, -0.19935799, -0.06906577, 0.056498654, -0.08178015, -0.16718407]","[3.0603049, 1.4715064, 3.4292471, 1.6805717, 2.0203848, 0.1134, 2.7956002, 1.3786918, 4.4724503, 3.4935203]"
60,"[0.5683468, -2.404888, -6.958446, -5.407113, 1.9139143, 3.8278701, -0.24902904, -0.63751423, 0.054529276, -0.021898089, -0.13818948, 0.2966734, -0.1331371, -0.011819641, 0.20067345, -0.344551, 0.15913175, 0.023135174, 0.20091482, 0.025488723, 0.025192637]","[4.9783, 4.8151, 1.4113308, 3.8674521, 0.5230266, 2.419343, 0.1178878, 1.7580012, 3.7948756, 3.9512222]"
61,"[0.3266662, -1.5350924, 4.65592, 0.6526667, -5.4282694, -3.7593784, 0.18971792, -0.31420267, -0.24949098, -0.20353352, -0.0067020804, 0.021092677, 0.17098884, 0.0113407215, -0.17782241, -0.12502506, 0.3028954, -0.24591875, -0.07271504, -0.03695659, -0.0048349425]","[0.18042853, 1.2760496, 4.4951243, 0.13989137, 4.418847, 4.6939607, 4.7178845, 3.5752077, 0.7025321, 2.0988693]"
62,"[-0.56824416, 1.6630791, 0.65928465, -3.6024647, -0.49172488, 0.15204796, -0.058735847, 0.02595951, -0.022193687, 0.2778973, -0.1633259, 0.026327742, 0.13657795, 0.24118392, -0.12109318, 0.08379295, -0.034818027, -0.08714219, -0.06934847, -0.039672494, -0.0011805823]","[1.1422887, 3.85815, 3.8341722, 0.8086036, 4.067217, 3.4425988, 0.9680867, 2.374037, 2.8744977, 2.901671]"
63,"[1.3109607, -5.6938286, 2.522212, 6.417745, -0.36058953, 1.1067991, -0.24525528, 0.22194564, 0.07103458, -0.47802565, -0.09658904, -0.07349588, -0.11413, -0.23302145, 0.21106687, -0.023577247, 0.03691749, 0.10994859, 0.09250464, -0.0110277375, 0.20052622]","[4.1346645, 0.33808085, 2.0512476, 3.9835985, 1.1690385, 0.94125146, 4.9844, 4.923156, 0.73818064, 0.80166084]"
